model,regime,dof,horizon_samples,horizon_s,n_seeds,deterministic,n_windows,rmse_mean,rmse_std,mae_mean,mae_std,rmse_persistence,skill_mean,skill_std,skill_ci_lo,skill_ci_hi,signal_std,nrmse_mean,nrmse_std,n_params,fit_time_s_mean
ar20,unseen_heading,heave,10,1.0,1,True,542880,0.012091017049381543,,0.00848525787987916,,0.4420022912223382,0.9992516984826054,,0.999243920784335,0.9992596528982233,0.7794698459399999,0.015511847074469454,,27450,0.010296043001289945
ar20,unseen_heading,heave,20,2.0,1,True,542880,0.06678302737739782,,0.04640426858026579,,0.8430990468253012,0.9937255594578808,,0.993652747087162,0.9938036477807675,0.7795381170816457,0.08566999600662661,,27450,0.010296043001289945
ar20,unseen_heading,heave,30,3.0,1,True,542880,0.18032089352756353,,0.12473878397696696,,1.1675647610562139,0.9761477065464444,,0.9758936366197735,0.9764185116181447,0.7795925331975873,0.23130146307065938,,27450,0.010296043001289945
ar20,unseen_heading,heave,50,5.0,1,True,542880,0.3958966081208269,,0.27513050740682343,,1.4948282814139655,0.9298575469651544,,0.9289254463972068,0.9306914496495795,0.7797418971482062,0.5077277616718581,,27450,0.010296043001289945
ar20,unseen_heading,heave,100,10.0,1,True,542880,0.6189427746038368,,0.4365317810549741,,0.8088824179867767,0.41449554530428345,,0.3777364221998954,0.44357714554171274,0.7798418820620302,0.793677268226798,,27450,0.010296043001289945
ar20,unseen_heading,heave,150,15.0,1,True,542880,0.70548595402686,,0.5032438111431804,,1.1495384153377484,0.6233571175726599,,0.6161332773014354,0.6294779813382038,0.7799149016983908,0.9045678605326687,,27450,0.010296043001289945
ar20,unseen_heading,pitch,10,1.0,1,True,542880,0.05592402534584336,,0.034127683199144276,,0.06419259594153902,0.24102587522535457,,0.1763181599036967,0.3095808813548124,0.09331800023822037,0.59928443819072,,27450,0.010296043001289945
ar20,unseen_heading,pitch,20,2.0,1,True,542880,0.33826757190453066,,0.20553478980666384,,0.11932083976475145,-7.036891951337212,,-7.717483216399891,-6.302846895816751,0.09331311784801627,3.625080585727335,,27450,0.010296043001289945
ar20,unseen_heading,pitch,30,3.0,1,True,542880,0.8393863880908448,,0.5070122081711467,,0.1581323770827971,-27.17618859796688,,-29.526830750086397,-24.573579031814607,0.0933093260053012,8.995739483137585,,27450,0.010296043001289945
ar20,unseen_heading,pitch,50,5.0,1,True,542880,0.9659070294098395,,0.5894479044575727,,0.17469731727052137,-29.5701930787799,,-31.887464508313542,-26.98622542873971,0.09329922763600644,10.352786983169757,,27450,0.010296043001289945
ar20,unseen_heading,pitch,100,10.0,1,True,542880,0.5068694023976601,,0.32765170234973706,,0.10629142820675849,-21.74027256083653,,-23.187032373673464,-20.15013092376575,0.09327196673014979,5.434316656623223,,27450,0.010296043001289945
ar20,unseen_heading,pitch,150,15.0,1,True,542880,0.4341326321719408,,0.297325349840718,,0.13931379085811119,-8.710836519976908,,-9.292744325956718,-8.092732019347617,0.09328776110372568,4.653693335926814,,27450,0.010296043001289945
