model,seed,vessel,ss,heading_deg,speed_kn,dof,horizon_samples,horizon_s,n_realizations,n_windows,rmse,mae,rmse_persistence,skill,signal_std,nrmse,sse,sae,sse_persistence,sy,syy,regime
ar20,0,frigate,SS3,90.0,0.0,heave,10,1.0,40,43640,0.0008059773650042598,0.0006442459060691827,0.09110480576783578,0.9999217358059249,0.12077208286165697,0.0066735403241119685,0.028348522742921517,28.11489134085913,362.2157370675454,4.608686109797873,636.5289880942998,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,heave,20,2.0,40,43640,0.007034378268834486,0.005619537238291956,0.16802509004764543,0.9982473178512435,0.12083343596425865,0.058215494847925923,2.1594153237317797,245.23660507906095,1232.0632838440645,3.4609791453372054,637.1756624175553,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,heave,30,3.0,40,43640,0.025682079056788123,0.02050737365954297,0.2191509311594249,0.9862667376531965,0.12078958526655235,0.21261832301281777,28.78359921939658,894.9417865024553,2095.9039806077963,-0.23220638293742013,636.7130086184593,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,heave,50,5.0,40,43640,0.08899746461352938,0.07111999167779477,0.2219106729388181,0.839158213519016,0.12082668604716977,0.736571261904721,345.6527456012531,3103.676436818964,2149.0232927879033,-6.107394016147282,637.1050577146436,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,heave,100,10.0,40,43640,0.17373283620842245,0.13865742910142906,0.16186244484751347,-0.15205079362538476,0.12104122476291736,1.435319549589091,1317.1904131732638,6051.010205986364,1143.3440439099058,4.53517905930903,639.3691552468192,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,heave,150,15.0,40,43640,0.18614572022396836,0.14849318143187676,0.15072861520784137,-0.5251574932763943,0.12119737422917227,1.535889052117459,1512.136000442024,6480.242437687102,991.4621979095436,-0.20990068132550732,641.019386624394,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,heave_rate,10,1.0,40,43640,0.0023632053512679515,0.0018886058206265292,0.07227993966846193,0.9989310254640328,0.0935150432632926,0.02527085770162477,0.2437180331878911,82.41875801214174,227.99236556871432,0.40921859199443134,381.6345669709105,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,heave_rate,20,2.0,40,43640,0.011450116522811875,0.009143877878858548,0.13284126811268765,0.9925705992185531,0.09347491272200073,0.12249400603202615,5.721429548363709,399.038830633387,770.1064617016633,-2.652171490008186,381.30724940066324,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,heave_rate,30,3.0,40,43640,0.026229784445972,0.020938602434217336,0.17206748816201722,0.9767623714461321,0.09352839317349516,0.28044729045345357,30.02438947846523,913.7606102292445,1292.0591018513223,-4.349523670382041,381.74396629397387,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,heave_rate,50,5.0,40,43640,0.027170301811527034,0.021792671330831084,0.16873075603348495,0.9740701251676227,0.09355425093783419,0.29042295287662995,32.216152115106034,951.0321768774685,1242.433768900395,-0.018267330866365228,381.9546429906994,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,heave_rate,100,10.0,40,43640,0.06997280649021963,0.05595115377382484,0.13460409132297702,0.7297647086668733,0.09367568915284798,0.7469686865718914,213.6698908038574,2441.708350689716,790.6809275345922,-3.68683009473898,382.94719145149895,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,heave_rate,150,15.0,40,43640,0.09863661854466739,0.07860834863350609,0.10789201482079824,0.16420889650335502,0.09383456558246463,1.051175736066925,424.5815250823004,3430.4683343662055,507.9995746616664,3.8352272917545633,384.24729451533335,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,pitch,10,1.0,40,43640,0.002009824651347707,0.0016019109250783982,0.026977282561611048,0.9944496555506618,0.03279165331422907,0.06129073859400669,0.17627920343675763,69.9073927704213,31.760047515208914,1.469466201631235,46.925815362340444,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,pitch,20,2.0,40,43640,0.020579932052575647,0.016412231708834293,0.04893655524049284,0.8231434768355248,0.032786986391786274,0.6276859912239842,18.483006447515834,716.2297917735285,104.50848018948543,0.8719432531119082,46.91242726297893,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,pitch,30,3.0,40,43640,0.07000555423800944,0.05586125216395921,0.06196094220141445,-0.2765239582621004,0.032769481537068754,2.136303382121543,213.8699355188173,2437.7850444351798,167.54087076437366,-0.41909883030405126,46.862334502725474,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,pitch,50,5.0,40,43640,0.13193756582942517,0.10571926025471831,0.0554218857752512,-4.667275650971106,0.03280203892760574,4.02223673109504,759.6642285280138,4613.588517515907,134.04398785470102,-1.629787796077494,46.9555556571153,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,pitch,100,10.0,40,43640,0.15125567148006744,0.12114534575739797,0.05379858978921178,-6.904630110595309,0.032825312071105055,4.607897440622122,998.4080586792289,5286.7828888528475,126.30673981075597,0.339416543652419,47.022151192217876,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,pitch,150,15.0,40,43640,0.11779683071842649,0.0943630057091659,0.03439946790349931,-10.72637456556853,0.03284328250362154,3.5866339092457444,605.5527128036176,4118.001569148,51.64023282879491,1.009992078533628,47.07367118791498,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,pitch_rate,10,1.0,40,43640,0.006540146382151723,0.005213661639239003,0.023464103163381603,0.9223096605734206,0.02783975244390598,0.23492114002555856,1.8666361815067898,227.5241939363901,24.026618950105586,-0.0720380725714449,33.823261375176735,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,pitch_rate,20,2.0,40,43640,0.03401567126361574,0.027136668268026333,0.042361465203839564,0.3552131894069749,0.0278458484567926,1.221570652314532,50.49435550568725,1184.2442032166691,78.31170656119104,-1.0626079257516494,33.83810117066877,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,pitch_rate,30,3.0,40,43640,0.06048525130792653,0.04831244219456788,0.05312932464001752,-0.2960757596307837,0.027863146101329013,2.170797622348953,159.65543990917132,2108.3549773709424,123.18372496577882,-1.3602932668380845,33.88017070279272,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,pitch_rate,50,5.0,40,43640,0.04411034599949509,0.03523281983812856,0.04565885828516804,0.06667943875982407,0.027849561281503624,1.5838793851589728,84.91133531987734,1537.5602577359302,90.97767567345673,0.49518931778413844,33.84710511327591,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,pitch_rate,100,10.0,40,43640,0.07119353289774431,0.056824165311645365,0.04710917464690504,-1.2838632630688025,0.027888327349709568,2.5528075601309137,221.19017467881048,2479.8065742002036,96.84913201922589,-1.386033505021146,33.941438156474334,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,pitch_rate,150,15.0,40,43640,0.05802201289752279,0.04629915060453451,0.0297417846827082,-2.8058488140946536,0.02790261073988564,2.0794474552369646,146.91641571688834,2020.494932381886,38.60279871675282,0.7057490768780781,33.976181554895554,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,roll,10,1.0,40,43640,0.0025997644475517744,0.002076606143595724,0.29783665123124287,0.9999238075883072,0.4033349047030255,0.006445671865334775,0.2949529489753925,90.62309210651739,3871.1591144382137,4.692854587990041,7099.314043801535,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,roll,20,2.0,40,43640,0.020592985520213422,0.01643887841320341,0.5500137292628645,0.998598182208747,0.40336077320626845,0.05105351558239574,18.506460737022806,717.3926539521967,13201.75906776037,15.786663615243924,7100.229929885501,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,roll,30,3.0,40,43640,0.06978056077328723,0.05564163310564337,0.719200234855037,0.9905861067480526,0.40369877877499494,0.17285303905311053,212.49741552245465,2428.200868730277,22572.74539187018,17.184353154251767,7112.135568653639,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,roll,50,5.0,40,43640,0.24149758336060154,0.19280667917160355,0.7430622431375563,0.8943729405102925,0.40386177031528936,0.5979708927935112,2545.132052039626,8414.083479048779,24095.45493678756,-7.994268991536046,7117.8744047928,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,roll,100,10.0,40,43640,0.5492824464708186,0.43883740401718585,0.519154674575301,-0.1194324785769667,0.4047659709992585,1.3570371173119808,13166.677029882228,19150.86431130999,11761.921582460993,18.434508133575036,7149.788626561249,unseen_heading
ar20,0,frigate,SS3,90.0,0.0,roll,150,15.0,40,43640,0.6862329380545719,0.547973834467672,0.5509499551899896,-0.5513822390413903,0.4052321035809642,1.6934318184330737,20550.75875962687,23913.578136169206,13246.741030324883,-12.837184620369044,7166.261617397237,unseen_heading
