experiment,arm,control,regime,subject_model,null_model,dof,horizon_samples,horizon_s,skill_subject,skill_null,excess,tol,asserted,enforced,passed
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,heave,20,2.0,-0.0445788685299695,-0.044397840695372,-0.0001733322566781,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,heave,30,3.0,0.4499536222259019,0.4512070618491698,-0.0022839937180885,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,heave,50,5.0,0.7007096903801069,0.7029743955457782,-0.007624612598071,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,heave,100,10.0,0.1556617746550823,0.1603568776394638,-0.0055917840084032,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,heave,150,15.0,0.4814835983296404,0.4811962282931431,0.0005539089192659,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,roll_rate,10,1.0,-3.127779848405181,-3.1239710122341275,-0.0009235846129262,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,roll_rate,20,2.0,-0.1650552817599826,-0.1640227780163345,-0.0008870133498655,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,roll_rate,30,3.0,0.413927481974508,0.4152625854125328,-0.0022832529691412,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,roll_rate,50,5.0,0.7203522985722673,0.7209781818615215,-0.0022431338646913,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,roll_rate,100,10.0,0.0396331010171797,0.0422423066274409,-0.002724285723118,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,roll_rate,150,15.0,0.4560616814262618,0.4578222671046894,-0.0032472482206633,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,pitch_rate,10,1.0,-1.385617215939102,-0.9966952022422622,-0.1947828658375527,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,pitch_rate,20,2.0,0.2940479572758404,0.3829941615966961,-0.144157800112608,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,pitch_rate,30,3.0,0.5841482950793606,0.6406527609863917,-0.1572419647974288,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,pitch_rate,50,5.0,0.671276285656573,0.704100621980726,-0.1109307378199857,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,pitch_rate,100,10.0,0.363439525838414,0.3652919511314012,-0.0029185470332213,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,pitch_rate,150,15.0,0.5152644195696494,0.5150416048700197,0.0004594511650221,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,heave_rate,10,1.0,-2.157233412570284,-2.121636360614806,-0.0114033307673502,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,heave_rate,20,2.0,0.0738517466213847,0.0843951990855974,-0.0115152874402615,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,heave_rate,30,3.0,0.505909594493678,0.5101420803729321,-0.0086402316052709,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,heave_rate,50,5.0,0.7146180277279978,0.7152645178893378,-0.0022704938511624,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,heave_rate,100,10.0,0.0181744642677211,0.0187039537824474,-0.0005395818283047,0.02,True,True,True
e02_deep,reference,shuffle,unseen_heading,shuffled,window_mean,heave_rate,150,15.0,0.5388806413939218,0.5393706296169118,-0.0010637363887209,0.02,True,True,True
e02_deep,reference,untrained,unseen_heading,untrained,persistence,roll,10,1.0,-3.761499200799717,0.0,-3.761499200799717,0.0,True,False,True
e02_deep,reference,untrained,unseen_heading,untrained,persistence,roll,20,2.0,-0.1416135268004803,0.0,-0.1416135268004803,0.0,True,False,True
e02_deep,reference,untrained,unseen_heading,untrained,persistence,roll,30,3.0,-0.9419801915149262,0.0,-0.9419801915149262,0.0,True,False,True
e02_deep,reference,untrained,unseen_heading,untrained,persistence,roll,50,5.0,0.6615734787551196,0.0,0.6615734787551196,0.0,True,False,False
