experiment,model,train_seed,regime,observation_mode,threshold_set,rule,group_level,ss,heading_deg,speed_kn,scorable,base_rate,n_true_onsets,n_pred_onsets,n_matched,precision,recall,f1,f1_ci_lo,f1_ci_hi,n_boot,ci_level,bootstrap_seed,false_alarms_per_min,lead_p10,lead_p50,lead_p90,n_realizations,duration_s,n_excluded_true,n_excluded_pred
deep,always_quiescent,-1,unseen_heading,ideal,strict,point,cell,SS6,90.0,6.0,True,0.007935344827586207,34,45240,34,0.0007515473032714413,1.0,0.0015019658081901312,0.0009279512162789157,0.0021638808540705248,1000,0.95,0,116.91206896551724,-0.1,0.1,0.3,40,23200.0,2,0
deep,always_quiescent,-1,unseen_heading,ideal,strict,point,cell,SS6,90.0,12.0,True,0.009025862068965516,30,45240,29,0.000641025641025641,0.9666666666666667,0.001281201678815993,0.0007512479831014411,0.0018120131653511196,1000,0.95,0,116.925,-0.019999999999999976,0.2,0.3,40,23200.0,1,0
deep,always_quiescent,-1,unseen_heading,ideal,strict,point,sea_state,SS3,,,True,0.9995387931034483,6,135720,6,4.420866489832007e-05,1.0,8.841342115733167e-05,2.9472008959490724e-05,0.00017681902572716824,1000,0.95,0,116.9948275862069,-0.1,0.1,0.3,120,69600.0,134,0
deep,always_quiescent,-1,unseen_heading,ideal,strict,point,sea_state,SS4,,,True,0.5175833333333333,2437,135720,2415,0.017793987621573828,0.9909725071809602,0.03496022640908531,0.03390528903979507,0.03607005664431278,1000,0.95,0,114.91810344827586,-0.1,0.1,0.3,120,69600.0,174,0
deep,always_quiescent,-1,unseen_heading,ideal,strict,point,sea_state,SS5,,,True,0.09514080459770115,837,135720,827,0.006093427645151783,0.98805256869773,0.012112158292874037,0.011311846320202398,0.01289784206365473,1000,0.95,0,116.28706896551724,-0.1,0.1,0.3,120,69600.0,38,0
deep,always_quiescent,-1,unseen_heading,ideal,strict,point,sea_state,SS6,,,True,0.008400862068965518,92,135720,91,0.0006704980842911877,0.9891304347826086,0.0013400877683857097,0.0010310037557993961,0.0016785193692300897,1000,0.95,0,116.92155172413793,-0.1,0.1,0.3,120,69600.0,7,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,cell,SS3,90.0,0.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,40,23200.0,40,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,cell,SS3,90.0,6.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,40,23200.0,40,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,cell,SS3,90.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,40,23200.0,40,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,cell,SS4,90.0,0.0,True,0.9626637931034483,496,496,13,0.02620967741935484,0.02620967741935484,0.02620967741935484,0.011763556985294119,0.04356672361622856,1000,0.95,0,1.2491379310344828,-0.05999999999999997,0.2,0.5,40,23200.0,85,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,cell,SS4,90.0,6.0,True,0.9646465517241379,459,459,14,0.030501089324618737,0.030501089324618737,0.030501089324618737,0.016865070344270164,0.04396333754740834,1000,0.95,0,1.1508620689655173,-0.37,0.05,0.5400000000000003,40,23200.0,85,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,cell,SS4,90.0,12.0,True,0.9648405172413793,470,470,18,0.03829787234042553,0.03829787234042553,0.03829787234042553,0.02276803200716245,0.05447131776020962,1000,0.95,0,1.1689655172413793,-0.3,0.05,0.6,40,23200.0,96,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,cell,SS5,90.0,0.0,True,0.5094310344827586,1718,1718,120,0.06984866123399301,0.06984866123399301,0.06984866123399301,0.05832728215767635,0.08183475449836244,1000,0.95,0,4.132758620689655,-0.3,0.1,0.5,40,23200.0,84,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,cell,SS5,90.0,6.0,True,0.49921120689655174,1756,1756,136,0.0774487471526196,0.0774487471526196,0.0774487471526196,0.06642232858836616,0.08907536477774008,1000,0.95,0,4.189655172413793,-0.3,0.1,0.55,40,23200.0,90,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,cell,SS5,90.0,12.0,True,0.510646551724138,1738,1738,143,0.08227848101265822,0.08227848101265822,0.08227848101265822,0.06987598752321623,0.09264485133407563,1000,0.95,0,4.125,-0.3,0.0,0.5,40,23200.0,96,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,cell,SS6,90.0,0.0,True,0.09898706896551725,504,504,13,0.025793650793650792,0.025793650793650792,0.025793650793650792,0.011464746535786757,0.04017985426929393,1000,0.95,0,1.2698275862068966,-0.4,0.0,0.6,40,23200.0,24,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,cell,SS6,90.0,6.0,True,0.09763362068965517,514,514,15,0.029182879377431907,0.029182879377431907,0.029182879377431907,0.013486827478879502,0.04513027041754649,1000,0.95,0,1.2905172413793105,-0.36,-0.2,0.2799999999999999,40,23200.0,23,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,cell,SS6,90.0,12.0,True,0.09586637931034482,469,469,14,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.013128386190553544,0.045249536822603055,1000,0.95,0,1.1767241379310345,-0.37,0.0,0.4,40,23200.0,27,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,sea_state,SS3,,,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,120,69600.0,120,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,sea_state,SS4,,,True,0.9640502873563218,1425,1425,45,0.031578947368421054,0.031578947368421054,0.031578947368421054,0.023413205631040764,0.04016627819130557,1000,0.95,0,1.1896551724137931,-0.3,0.1,0.6,120,69600.0,266,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,sea_state,SS5,,,True,0.5064295977011494,5212,5212,399,0.07655410590943976,0.07655410590943976,0.07655410590943976,0.07018281342491914,0.0830721404871513,1000,0.95,0,4.149137931034483,-0.3,0.1,0.5,120,69600.0,270,0
deep,rate_matched,-1,unseen_heading,ideal,permissive,point,sea_state,SS6,,,True,0.09749568965517241,1487,1487,42,0.02824478816408877,0.02824478816408877,0.02824478816408877,0.018928955394168112,0.037508780276797535,1000,0.95,0,1.2456896551724137,-0.4,-0.1,0.5,120,69600.0,74,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,cell,SS3,90.0,0.0,True,0.9996163793103449,3,3,0,0.0,0.0,0.0,0.0,0.0,1000,0.95,0,0.007758620689655172,,,,40,23200.0,43,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,cell,SS3,90.0,6.0,True,0.9993405172413793,3,3,0,0.0,0.0,0.0,0.0,0.0,1000,0.95,0,0.007758620689655172,,,,40,23200.0,46,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,cell,SS3,90.0,12.0,False,0.9996594827586207,0,0,0,,,,,,1000,0.95,0,0.0,,,,40,23200.0,45,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,cell,SS4,90.0,0.0,True,0.5077155172413793,809,809,39,0.048207663782447466,0.048207663782447466,0.04820766378244746,0.032647480955639276,0.06567694650317935,1000,0.95,0,1.9913793103448276,-0.3,0.0,0.4200000000000003,40,23200.0,57,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,cell,SS4,90.0,6.0,True,0.5181422413793103,829,829,36,0.04342581423401689,0.04342581423401689,0.04342581423401689,0.030946892941573798,0.057015057099301956,1000,0.95,0,2.0508620689655173,-0.2,0.1,0.45,40,23200.0,63,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,cell,SS4,90.0,12.0,True,0.5268922413793103,799,799,29,0.03629536921151439,0.03629536921151439,0.03629536921151439,0.0236303748009333,0.05183640736485717,1000,0.95,0,1.9913793103448276,-0.2,0.1,0.6,40,23200.0,54,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,cell,SS5,90.0,0.0,True,0.1031551724137931,291,291,3,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.0,0.02198412698412698,1000,0.95,0,0.7448275862068966,-0.1,-0.1,0.38,40,23200.0,18,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,cell,SS5,90.0,6.0,True,0.085875,257,257,2,0.007782101167315175,0.007782101167315175,0.007782101167315175,0.0,0.019537039896245053,1000,0.95,0,0.6594827586206896,0.020000000000000004,0.1,0.18000000000000002,40,23200.0,14,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,cell,SS5,90.0,12.0,True,0.09639224137931035,289,289,1,0.0034602076124567475,0.0034602076124567475,0.003460207612456747,0.0,0.011540697674418603,1000,0.95,0,0.7448275862068966,-0.1,-0.1,-0.1,40,23200.0,6,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,cell,SS6,90.0,0.0,True,0.008241379310344828,28,28,0,0.0,0.0,0.0,0.0,0.0,1000,0.95,0,0.07241379310344828,,,,40,23200.0,4,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,cell,SS6,90.0,6.0,True,0.007935344827586207,34,34,0,0.0,0.0,0.0,0.0,0.0,1000,0.95,0,0.08793103448275862,,,,40,23200.0,2,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,cell,SS6,90.0,12.0,True,0.009025862068965516,30,30,0,0.0,0.0,0.0,0.0,0.0,1000,0.95,0,0.07758620689655173,,,,40,23200.0,1,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,sea_state,SS3,,,True,0.9995387931034483,6,6,0,0.0,0.0,0.0,0.0,0.0,1000,0.95,0,0.005172413793103448,,,,120,69600.0,134,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,sea_state,SS4,,,True,0.5175833333333333,2437,2437,104,0.04267542059909725,0.04267542059909725,0.04267542059909725,0.03400109731318805,0.05158090484767786,1000,0.95,0,2.011206896551724,-0.3,0.1,0.5,120,69600.0,174,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,sea_state,SS5,,,True,0.09514080459770115,837,837,6,0.007168458781362007,0.007168458781362007,0.007168458781362007,0.0023892021360472897,0.012776585690353826,1000,0.95,0,0.7163793103448276,-0.1,-0.05,0.35,120,69600.0,38,0
deep,rate_matched,-1,unseen_heading,ideal,strict,point,sea_state,SS6,,,True,0.008400862068965518,92,92,0,0.0,0.0,0.0,0.0,0.0,1000,0.95,0,0.07931034482758621,,,,120,69600.0,7,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS3,45.0,0.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS3,45.0,6.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS3,45.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS3,90.0,0.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS3,90.0,6.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS3,90.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS3,135.0,0.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS3,135.0,6.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS3,135.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS3,180.0,0.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS3,180.0,6.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS3,180.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS4,45.0,0.0,True,0.9930818965517242,20,84,20,0.23809523809523808,1.0,0.3846153846153846,0.3360644257703082,0.43139904610492846,1000,0.95,0,0.8275862068965517,2.16,2.45,2.7,8,4640.0,16,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS4,45.0,6.0,True,0.9945689655172414,19,87,19,0.21839080459770116,1.0,0.3584905660377358,0.2950578592092575,0.3827226162332545,1000,0.95,0,0.8793103448275862,0.78,1.1,1.64,8,4640.0,14,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS4,45.0,12.0,True,0.7961422413793103,290,3961,287,0.07245645039131532,0.9896551724137931,0.13502705245824512,0.13255780539858775,0.13742706477047203,1000,0.95,0,47.508620689655174,1.2,1.8,2.5,8,4640.0,19,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS4,90.0,0.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS4,90.0,6.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS4,90.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS4,135.0,0.0,True,0.9943318965517242,20,72,20,0.2777777777777778,1.0,0.4347826086956522,0.375,0.5225225225225225,1000,0.95,0,0.6724137931034483,1.7,2.3499999999999996,2.7,8,4640.0,15,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS4,135.0,6.0,False,0.9999568965517242,0,3,0,,,,,,1000,0.95,0,0.03879310344827586,,,,8,4640.0,9,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS4,135.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS4,180.0,0.0,True,0.9558405172413793,132,554,131,0.2364620938628159,0.9924242424242424,0.3819241982507289,0.36254949988565377,0.40001283697047496,1000,0.95,0,5.469827586206897,1.4,2.4,3.0,8,4640.0,18,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS4,180.0,6.0,True,0.9916163793103449,21,104,21,0.20192307692307693,1.0,0.336,0.28169014084507044,0.4032258064516129,1000,0.95,0,1.0732758620689655,0.8,1.8,2.8,8,4640.0,17,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS4,180.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS5,45.0,0.0,True,0.8553879310344827,229,1675,229,0.13671641791044775,1.0,0.2405462184873949,0.22241933664768881,0.2619659046597777,1000,0.95,0,18.698275862068964,1.2,2.2,3.3,8,4640.0,20,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS5,45.0,6.0,True,0.7990086206896552,180,3122,179,0.057335041639974375,0.9944444444444445,0.10841913991520293,0.09931828822759547,0.11834716780265157,1000,0.95,0,38.05603448275862,0.7800000000000001,1.5,4.700000000000017,8,4640.0,18,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS5,45.0,12.0,True,0.43004310344827584,302,4441,295,0.06642648052240487,0.9768211920529801,0.12439384355892895,0.11673786596837211,0.13258156252257267,1000,0.95,0,53.61206896551724,1.1400000000000003,1.9,2.6,8,4640.0,16,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS5,90.0,0.0,True,0.9732112068965517,71,1035,71,0.06859903381642513,1.0,0.12839059674502715,0.1092436974789916,0.14227373823452885,1000,0.95,0,12.46551724137931,1.5,3.4,9.8,8,4640.0,19,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS5,90.0,6.0,True,0.9667025862068965,87,1197,87,0.07268170426065163,1.0,0.13551401869158877,0.10744283923202695,0.15139229253997727,1000,0.95,0,14.35344827586207,1.0,3.0,9.940000000000003,8,4640.0,18,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS5,90.0,12.0,True,0.9734913793103448,70,1062,69,0.06497175141242938,0.9857142857142858,0.12190812720848057,0.09424568680906181,0.14224507283633248,1000,0.95,0,12.84051724137931,1.1,3.4,12.180000000000001,8,4640.0,17,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS5,135.0,0.0,True,0.8772198275862069,212,1419,206,0.14517265680056377,0.9716981132075472,0.2526057633353771,0.2311360621437999,0.28103802427648383,1000,0.95,0,15.685344827586206,1.2,2.3,3.3,8,4640.0,13,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS5,135.0,6.0,True,0.8895689655172414,174,1092,171,0.1565934065934066,0.9827586206896551,0.2701421800947867,0.24979356268225456,0.2966428492354979,1000,0.95,0,11.90948275862069,1.2,2.3,3.1,8,4640.0,21,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS5,135.0,12.0,True,0.9443318965517241,100,566,99,0.17491166077738515,0.99,0.2972972972972973,0.2438751655887166,0.35880740506497455,1000,0.95,0,6.038793103448276,1.08,2.7,5.920000000000001,8,4640.0,16,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS5,180.0,0.0,True,0.6553448275862069,377,3765,374,0.09933598937583002,0.9920424403183024,0.18058908739739254,0.15670704056838575,0.2049708179156901,1000,0.95,0,43.849137931034484,1.2,2.2,3.6,8,4640.0,31,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS5,180.0,6.0,True,0.7546767241379311,334,2536,333,0.13130914826498422,0.9970059880239521,0.23205574912891988,0.20586275816122585,0.25909376039766985,1000,0.95,0,28.487068965517242,1.1,2.4,3.5,8,4640.0,28,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS5,180.0,12.0,True,0.869353448275862,234,1498,231,0.1542056074766355,0.9871794871794872,0.266743648960739,0.23735076728387766,0.29335113318477074,1000,0.95,0,16.38362068965517,1.0,2.7,5.6,8,4640.0,21,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS6,45.0,0.0,True,0.3567887931034483,262,4084,256,0.06268364348677767,0.9770992366412213,0.11780947998159229,0.10903168173750925,0.12829113418801677,1000,0.95,0,49.5,0.8500000000000001,1.7,3.0,8,4640.0,15,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS6,45.0,6.0,True,0.1994396551724138,189,2551,182,0.07134457075656606,0.9629629629629629,0.13284671532846717,0.12427353149604249,0.14114890034210453,1000,0.95,0,30.63362068965517,0.7100000000000001,1.8,3.0,8,4640.0,11,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS6,45.0,12.0,True,0.22454741379310345,237,3462,229,0.0661467359907568,0.9662447257383966,0.12381724790483915,0.11797718765225128,0.13068989382353438,1000,0.95,0,41.80603448275862,0.8800000000000001,1.7,3.9,8,4640.0,5,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS6,90.0,0.0,True,0.3162068965517241,288,3548,280,0.07891770011273957,0.9722222222222222,0.145985401459854,0.13256780764490655,0.16381674699617604,1000,0.95,0,42.258620689655174,0.8,1.7,4.7,8,4640.0,14,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS6,90.0,6.0,True,0.35657327586206894,282,4003,279,0.06969772670497128,0.9893617021276596,0.13022170361726956,0.12185294060099758,0.13817836296406097,1000,0.95,0,48.1551724137931,0.8,1.7,4.320000000000002,8,4640.0,15,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS6,90.0,12.0,True,0.29370689655172416,305,3753,299,0.07966959765520916,0.980327868852459,0.14736323311976343,0.14047345222248322,0.1544951389655612,1000,0.95,0,44.66379310344828,0.8,1.7,3.0,8,4640.0,13,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS6,135.0,0.0,True,0.3813793103448276,277,5037,267,0.053007742703990474,0.9638989169675091,0.10048927361686114,0.09536199862530764,0.10592129459360058,1000,0.95,0,61.68103448275862,0.8,1.6,3.3,8,4640.0,9,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS6,135.0,6.0,True,0.4754956896551724,193,4758,189,0.03972257250945776,0.9792746113989638,0.0763482124823268,0.07065509512438907,0.0815758058097891,1000,0.95,0,59.081896551724135,0.8,1.8,9.020000000000001,8,4640.0,15,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS6,135.0,12.0,True,0.5138577586206896,174,4644,171,0.03682170542635659,0.9827586206896551,0.07098381070983813,0.061694110496644465,0.08257075973611407,1000,0.95,0,57.84051724137931,1.0,2.4,8.9,8,4640.0,16,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS6,180.0,0.0,True,0.42023706896551727,271,5656,267,0.047206506364922206,0.985239852398524,0.09009617006917495,0.08015199030410693,0.10125785840081994,1000,0.95,0,69.6853448275862,0.9,2.1,6.74,8,4640.0,13,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS6,180.0,6.0,True,0.3922413793103448,188,5158,188,0.03644823575029081,1.0,0.07033295922184811,0.06231442849397733,0.07731501198977042,1000,0.95,0,64.26724137931035,0.97,2.45,7.2,8,4640.0,11,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,cell,SS6,180.0,12.0,True,0.4127586206896552,183,4635,183,0.039482200647249194,1.0,0.0759651307596513,0.07008603508479146,0.08344096097652257,1000,0.95,0,57.56896551724138,1.0,2.4,7.080000000000001,8,4640.0,14,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,sea_state,SS3,,,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,96,55680.0,96,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,sea_state,SS4,,,True,0.9771282327586207,502,4865,498,0.10236382322713258,0.9920318725099602,0.18557853549468978,0.15968422281514164,0.246286687654771,1000,0.95,0,4.705818965517241,1.1,2.0,2.7,96,55680.0,148,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,sea_state,SS5,,,True,0.8323617097701149,2370,23408,2344,0.10013670539986329,0.9890295358649789,0.18186050120257582,0.16808445188394008,0.19821818645950298,1000,0.95,0,22.698275862068964,1.1,2.2,4.3,96,55680.0,238,0
deep,ar10,0,unseen_vessel,ideal,permissive,point,sea_state,SS6,,,True,0.3619360632183908,2849,51289,2790,0.05439762912125407,0.9792909792909793,0.10306993239499058,0.09687940184068072,0.10909635936806845,1000,0.95,0,52.261853448275865,0.8,1.8,6.0,96,55680.0,151,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS3,45.0,0.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS3,45.0,6.0,True,0.9897844827586207,8,77,8,0.1038961038961039,1.0,0.18823529411764706,0.07487077067669201,0.37209302325581395,1000,0.95,0,0.8922413793103449,1.3399999999999999,1.75,2.3899999999999997,8,4640.0,12,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS3,45.0,12.0,True,0.9825,34,443,34,0.07674943566591422,1.0,0.14255765199161424,0.11965174129353234,0.1579834723366441,1000,0.95,0,5.288793103448276,0.8900000000000001,1.8,2.64,8,4640.0,16,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS3,90.0,0.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS3,90.0,6.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS3,90.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS3,135.0,0.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS3,135.0,6.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS3,135.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS3,180.0,0.0,True,0.9786422413793103,19,158,19,0.12025316455696203,1.0,0.21468926553672318,0.15714098728496634,0.29890143423863286,1000,0.95,0,1.7974137931034482,0.36000000000000004,1.7,3.02,8,4640.0,15,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS3,180.0,6.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS3,180.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS4,45.0,0.0,True,0.7263362068965518,130,1853,127,0.06853750674581759,0.9769230769230769,0.1280887544125063,0.11015325670498084,0.14941998348557683,1000,0.95,0,22.31896551724138,1.0,1.9,3.0,8,4640.0,13,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS4,45.0,6.0,True,0.7134913793103448,161,2610,155,0.05938697318007663,0.9627329192546584,0.11187297004691447,0.09424756782159584,0.13669237084200236,1000,0.95,0,31.745689655172413,0.7,1.4,3.319999999999999,8,4640.0,10,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS4,45.0,12.0,True,0.2851508620689655,135,1782,134,0.07519640852974187,0.9925925925925926,0.1398017736045905,0.13333333333333333,0.14742504216704086,1000,0.95,0,21.310344827586206,0.8,1.6,2.2,8,4640.0,7,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS4,90.0,0.0,True,0.9828879310344828,15,375,15,0.04,1.0,0.07692307692307693,0.04597137705656976,0.09876820640865584,1000,0.95,0,4.655172413793103,0.6200000000000001,6.1,7.82,8,4640.0,18,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS4,90.0,6.0,True,0.9735129310344828,35,534,35,0.06554307116104868,1.0,0.12302284710017573,0.09746369669492082,0.14672066613339044,1000,0.95,0,6.452586206896552,1.6600000000000001,3.5,8.340000000000003,8,4640.0,16,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS4,90.0,12.0,True,0.9833620689655173,23,431,23,0.05336426914153132,1.0,0.1013215859030837,0.06058716844253006,0.13107822410147993,1000,0.95,0,5.275862068965517,1.7000000000000002,3.6,7.180000000000001,8,4640.0,16,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS4,135.0,0.0,True,0.7279525862068965,116,1783,113,0.0633763320246775,0.9741379310344828,0.11901000526592943,0.09537568808730336,0.14432334874786015,1000,0.95,0,21.594827586206897,1.0,2.1,3.2,8,4640.0,16,0
deep,ar10,0,unseen_vessel,ideal,strict,point,cell,SS4,135.0,6.0,True,0.8057543103448276,72,1185,71,0.059915611814345994,0.9861111111111112,0.11296738265712013,0.10256154357950766,0.12425916768602138,1000,0.95,0,14.405172413793103,0.9,2.0,3.4,8,4640.0,14,0
