experiment,model,train_seed,regime,observation_mode,threshold_set,rule,group_level,ss,heading_deg,speed_kn,scorable,base_rate,n_true_onsets,n_pred_onsets,n_matched,precision,recall,f1,f1_ci_lo,f1_ci_hi,n_boot,ci_level,bootstrap_seed,false_alarms_per_min,lead_p10,lead_p50,lead_p90,n_realizations,duration_s,n_excluded_true,n_excluded_pred
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS3,90.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS3,135.0,0.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS3,135.0,6.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS3,135.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS3,180.0,0.0,True,0.9978879310344828,8,196,8,0.04081632653061224,1.0,0.07843137254901959,0.011170097842526008,0.1588785046728972,1000,0.95,0,2.4310344827586206,6.94,9.35,11.69,8,4640.0,17,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS3,180.0,6.0,False,1.0,0,13,0,,,,,,1000,0.95,0,0.16810344827586207,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS3,180.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS4,45.0,0.0,True,0.9579310344827586,105,1458,103,0.07064471879286695,0.9809523809523809,0.13179782469609724,0.11118179535046498,0.15146773558450077,1000,0.95,0,17.521551724137932,1.7,4.8,11.099999999999998,8,4640.0,17,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS4,45.0,6.0,True,0.759353448275862,281,1077,276,0.2562674094707521,0.9822064056939501,0.406480117820324,0.37479380219462594,0.44209821209614947,1000,0.95,0,10.357758620689655,3.55,7.95,11.7,8,4640.0,23,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS4,45.0,12.0,True,0.43941810344827587,311,454,300,0.6607929515418502,0.9646302250803859,0.7843137254901962,0.7568325879836671,0.8202807622067946,1000,0.95,0,1.9913793103448276,7.49,12.6,13.0,8,4640.0,18,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS4,90.0,0.0,True,0.9638577586206897,101,1257,101,0.08035003977724742,1.0,0.1487481590574374,0.1345464862671502,0.15968992248062017,1000,0.95,0,14.948275862068966,2.4,5.6,9.5,8,4640.0,17,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS4,90.0,6.0,True,0.9684051724137931,88,1157,87,0.07519446845289542,0.9886363636363636,0.1397590361445783,0.11483156889062518,0.1605856547157374,1000,0.95,0,13.836206896551724,2.62,5.6,10.320000000000002,8,4640.0,18,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS4,90.0,12.0,True,0.9589655172413794,111,1247,111,0.08901363271852446,1.0,0.1634756995581738,0.14142987200771168,0.18830335512181742,1000,0.95,0,14.689655172413794,2.5,5.4,10.5,8,4640.0,20,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS4,135.0,0.0,True,0.9557758620689655,94,1343,93,0.06924795234549516,0.9893617021276596,0.12943632567849686,0.1034878874706955,0.15415068235137702,1000,0.95,0,16.163793103448278,1.92,4.8,8.959999999999999,8,4640.0,29,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS4,135.0,6.0,True,0.9775215517241379,72,1773,69,0.038917089678511,0.9583333333333334,0.07479674796747966,0.05987929652506012,0.09303196836673144,1000,0.95,0,22.03448275862069,1.4,3.6,8.52,8,4640.0,15,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS4,135.0,12.0,True,0.9884267241379311,20,1201,19,0.01582014987510408,0.95,0.031122031122031126,0.018828046490717728,0.04222155592867993,1000,0.95,0,15.28448275862069,1.58,8.2,11.88,8,4640.0,16,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS4,180.0,0.0,True,0.821551724137931,272,2157,261,0.12100139082058414,0.9595588235294118,0.21490325236722932,0.1887828170631023,0.23983150427162594,1000,0.95,0,24.517241379310345,1.4,4.1,8.0,8,4640.0,15,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS4,180.0,6.0,True,0.8916379310344827,183,2088,176,0.0842911877394636,0.9617486338797814,0.1549977983267283,0.13663377880783856,0.16907783804980064,1000,0.95,0,24.724137931034484,1.3,2.3,4.4,8,4640.0,18,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS4,180.0,12.0,True,0.9504741379310345,94,2193,93,0.04240766073871409,0.9893617021276596,0.08132925229558373,0.06986437652385928,0.09506833812135457,1000,0.95,0,27.155172413793103,0.8,1.8,6.239999999999999,8,4640.0,18,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS5,45.0,0.0,True,0.5382758620689655,311,1830,297,0.16229508196721312,0.954983922829582,0.2774404483886035,0.2593059097633336,0.2981664191610805,1000,0.95,0,19.823275862068964,1.4600000000000002,4.4,7.980000000000007,8,4640.0,12,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS5,45.0,6.0,True,0.21023706896551725,192,721,183,0.2538141470180305,0.953125,0.40087623220153346,0.35442392323786165,0.44085719183953365,1000,0.95,0,6.956896551724138,2.84,7.0,10.1,8,4640.0,11,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS5,45.0,12.0,True,0.15318965517241379,170,348,162,0.46551724137931033,0.9529411764705882,0.6254826254826255,0.5836022527035899,0.6880733944954128,1000,0.95,0,2.4051724137931036,6.1,9.95,12.89,8,4640.0,5,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS5,90.0,0.0,True,0.5293103448275862,360,2189,345,0.1576062128825948,0.9583333333333334,0.27069438995684586,0.2492082051366218,0.28582898434363707,1000,0.95,0,23.844827586206897,2.04,4.8,8.460000000000003,8,4640.0,17,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS5,90.0,6.0,True,0.5101293103448276,343,2172,328,0.15101289134438306,0.956268221574344,0.26083499005964217,0.2414425308970186,0.2819837144837145,1000,0.95,0,23.844827586206897,2.1,4.6,8.5,8,4640.0,23,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS5,90.0,12.0,True,0.4936206896551724,359,2146,351,0.1635601118359739,0.9777158774373259,0.28023952095808385,0.26175495594576326,0.2969437687846363,1000,0.95,0,23.211206896551722,2.1,4.2,8.1,8,4640.0,18,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS5,135.0,0.0,True,0.5796336206896552,314,1985,309,0.15566750629722922,0.9840764331210191,0.26881252718573295,0.2477565916406447,0.2889476556918945,1000,0.95,0,21.67241379310345,1.7,3.9,7.019999999999999,8,4640.0,20,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS5,135.0,6.0,True,0.7400646551724138,205,1669,187,0.11204313960455363,0.9121951219512195,0.19957310565635003,0.17875597424484682,0.21995083006775804,1000,0.95,0,19.163793103448278,1.0,2.6,5.580000000000001,8,4640.0,20,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS5,135.0,12.0,True,0.7421551724137931,183,1684,168,0.0997624703087886,0.9180327868852459,0.17996786288162828,0.16794917204982893,0.1934442613534166,1000,0.95,0,19.603448275862068,0.9,1.7,3.9,8,4640.0,14,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS5,180.0,0.0,True,0.5243103448275862,301,1515,281,0.18547854785478549,0.9335548172757475,0.3094713656387665,0.2840178464725332,0.33502114547557454,1000,0.95,0,15.956896551724139,1.2,2.6,5.3,8,4640.0,13,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS5,180.0,6.0,True,0.5248706896551724,278,1058,242,0.22873345935727787,0.8705035971223022,0.3622754491017964,0.33874284174943736,0.38285606453743454,1000,0.95,0,10.551724137931034,0.9100000000000001,2.0,3.8,8,4640.0,12,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS5,180.0,12.0,True,0.6150646551724138,252,1062,219,0.2062146892655367,0.8690476190476191,0.33333333333333326,0.3103423396526845,0.3606119446896146,1000,0.95,0,10.900862068965518,0.6,1.4,3.1,8,4640.0,17,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS6,45.0,0.0,True,0.1527155172413793,150,479,142,0.2964509394572025,0.9466666666666667,0.4515103338632751,0.4230107853178065,0.47872919433035854,1000,0.95,0,4.357758620689655,1.5,3.5,6.09,8,4640.0,6,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS6,45.0,6.0,True,0.14747844827586207,162,566,157,0.2773851590106007,0.9691358024691358,0.4313186813186813,0.3912540791733505,0.48857644991212656,1000,0.95,0,5.288793103448276,2.06,5.5,8.4,8,4640.0,3,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS6,45.0,12.0,True,0.1888146551724138,186,571,177,0.30998248686514884,0.9516129032258065,0.4676354029062087,0.41264269807782467,0.5431918367346938,1000,0.95,0,5.094827586206897,3.1,8.0,10.9,8,4640.0,6,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS6,90.0,0.0,True,0.10721982758620689,108,415,98,0.236144578313253,0.9074074074074074,0.37476099426386233,0.32373571730850614,0.4288840262582057,1000,0.95,0,4.099137931034483,1.1700000000000002,2.8,5.419999999999999,8,4640.0,5,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS6,90.0,6.0,True,0.09851293103448276,109,395,105,0.26582278481012656,0.963302752293578,0.41666666666666663,0.3700714838310382,0.48586587876364384,1000,0.95,0,3.75,1.1400000000000001,2.9,5.860000000000001,8,4640.0,5,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS6,90.0,12.0,True,0.08282327586206896,105,338,92,0.27218934911242604,0.8761904761904762,0.4153498871331828,0.3738738738738739,0.4687611078199052,1000,0.95,0,3.1810344827586206,1.61,3.0,6.1,8,4640.0,11,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS6,135.0,0.0,True,0.15831896551724137,162,556,146,0.26258992805755393,0.9012345679012346,0.4066852367688022,0.37362637362637363,0.4340211229135053,1000,0.95,0,5.301724137931035,1.4,3.2,6.0,8,4640.0,4,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS6,135.0,6.0,True,0.2235344827586207,200,564,179,0.3173758865248227,0.895,0.468586387434555,0.4358667939446688,0.5006918547309324,1000,0.95,0,4.978448275862069,1.08,2.5,4.920000000000002,8,4640.0,11,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS6,135.0,12.0,True,0.32767241379310347,257,732,232,0.31693989071038253,0.9027237354085603,0.4691607684529828,0.4408075416868837,0.4990218591971787,1000,0.95,0,6.4655172413793105,0.7100000000000001,2.1,4.0,8,4640.0,13,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS6,180.0,0.0,True,0.32926724137931035,216,940,202,0.2148936170212766,0.9351851851851852,0.3494809688581315,0.3277310924369748,0.3738251229474035,1000,0.95,0,9.543103448275861,0.8100000000000002,1.95,4.49,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS6,180.0,6.0,True,0.37116379310344827,216,670,184,0.2746268656716418,0.8518518518518519,0.4153498871331829,0.38479294405058445,0.4436723084612536,1000,0.95,0,6.2844827586206895,0.5,1.4,3.270000000000002,8,4640.0,7,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,cell,SS6,180.0,12.0,True,0.3485560344827586,188,449,153,0.34075723830734966,0.8138297872340425,0.48037676609105184,0.43560506136123134,0.5148603411325032,1000,0.95,0,3.8275862068965516,0.3,1.1,2.1,8,4640.0,13,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,sea_state,SS3,,,True,0.9770294540229885,419,801,419,0.5230961298377028,1.0,0.6868852459016394,0.5111542275935238,0.7761640577965081,1000,0.95,0,0.41163793103448276,8.4,12.8,13.0,96,55680.0,121,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,sea_state,SS4,,,True,0.8861099137931034,1732,17405,1689,0.09704108014938236,0.9751732101616628,0.17651669540680356,0.15082634231467357,0.20399054535290811,1000,0.95,0,16.935344827586206,1.7,5.5,12.620000000000005,96,55680.0,224,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,sea_state,SS5,,,True,0.5134051724137931,3268,18379,3072,0.16714728766527015,0.9400244798041616,0.28382685822515824,0.27062207412229133,0.2974198962957025,1000,0.95,0,16.494612068965516,1.2,3.5,8.4,96,55680.0,182,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,interval,sea_state,SS6,,,True,0.21133979885057472,2059,6675,1867,0.2797003745318352,0.906750849927149,0.4275246164414931,0.41274962552872035,0.44297604164298865,1000,0.95,0,5.181034482758621,0.8,2.6,6.7,96,55680.0,92,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS3,45.0,0.0,True,0.9995905172413793,1,8,1,0.125,1.0,0.2222222222222222,0.0,0.2222222222222222,1000,0.95,0,0.09051724137931035,8.5,8.5,8.5,8,4640.0,9,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS3,45.0,6.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS3,45.0,12.0,True,0.726875,410,504,410,0.8134920634920635,1.0,0.8971553610503282,0.8792656950295993,0.9190508840049386,1000,0.95,0,1.2155172413793103,12.6,12.9,13.1,8,4640.0,23,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS3,90.0,0.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS3,90.0,6.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS3,90.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS3,135.0,0.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS3,135.0,6.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS3,135.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS3,180.0,0.0,True,0.9978879310344828,8,45,8,0.17777777777777778,1.0,0.3018867924528302,0.07407407407407407,0.43478260869565216,1000,0.95,0,0.47844827586206895,5.5,6.449999999999999,9.1,8,4640.0,17,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS3,180.0,6.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS3,180.0,12.0,False,1.0,0,0,0,,,,,,1000,0.95,0,0.0,,,,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS4,45.0,0.0,True,0.9579310344827586,105,672,105,0.15625,1.0,0.2702702702702703,0.24747394130150427,0.28901764591107537,1000,0.95,0,7.331896551724138,3.7,8.2,11.420000000000002,8,4640.0,17,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS4,45.0,6.0,True,0.759353448275862,281,743,280,0.3768506056527591,0.99644128113879,0.546875,0.5181003753176379,0.5786581562063281,1000,0.95,0,5.987068965517241,7.6,12.25,13.0,8,4640.0,23,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS4,45.0,12.0,True,0.43941810344827587,311,422,311,0.7369668246445498,1.0,0.8485675306957708,0.8280405705405706,0.8673965753810875,1000,0.95,0,1.4353448275862069,10.7,12.8,13.1,8,4640.0,18,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS4,90.0,0.0,True,0.9638577586206897,101,557,101,0.1813285457809695,1.0,0.3069908814589666,0.28662420382165604,0.3241843703773644,1000,0.95,0,5.896551724137931,5.8,9.8,12.6,8,4640.0,17,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS4,90.0,6.0,True,0.9684051724137931,88,497,88,0.17706237424547283,1.0,0.30085470085470084,0.27005944913321167,0.3258119752540875,1000,0.95,0,5.288793103448276,5.57,9.75,12.729999999999999,8,4640.0,18,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS4,90.0,12.0,True,0.9589655172413794,111,614,111,0.18078175895765472,1.0,0.3062068965517241,0.28936170212765955,0.3261947101016139,1000,0.95,0,6.504310344827586,4.2,8.5,11.8,8,4640.0,20,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS4,135.0,0.0,True,0.9557758620689655,94,621,94,0.15136876006441224,1.0,0.2629370629370629,0.21553935844601999,0.30628415584775853,1000,0.95,0,6.814655172413793,4.32,8.6,12.47,8,4640.0,29,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS4,135.0,6.0,True,0.9775215517241379,72,461,72,0.1561822125813449,1.0,0.2701688555347092,0.23404054596547572,0.3082947365848293,1000,0.95,0,5.030172413793103,1.4400000000000002,5.25,9.649999999999999,8,4640.0,15,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS4,135.0,12.0,True,0.9884267241379311,20,221,20,0.09049773755656108,1.0,0.16597510373443985,0.10395504608097697,0.2482851817334576,1000,0.95,0,2.5991379310344827,3.6000000000000005,5.0,7.0600000000000005,8,4640.0,16,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS4,180.0,0.0,True,0.821551724137931,272,1981,271,0.13679959616355375,0.9963235294117647,0.24056813138038166,0.23139334172671203,0.24946750631881076,1000,0.95,0,22.112068965517242,4.2,8.4,12.4,8,4640.0,15,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS4,180.0,6.0,True,0.8916379310344827,183,1642,182,0.11084043848964677,0.994535519125683,0.19945205479452052,0.18192347318903543,0.21380384016606124,1000,0.95,0,18.879310344827587,2.2,5.8,10.09,8,4640.0,18,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS4,180.0,12.0,True,0.9504741379310345,94,700,94,0.13428571428571429,1.0,0.2367758186397985,0.21357851414098775,0.2640449438202247,1000,0.95,0,7.836206896551724,1.9,3.95,8.71,8,4640.0,18,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS5,45.0,0.0,True,0.5382758620689655,311,2466,311,0.12611516626115166,1.0,0.22398271516024484,0.20835807440477128,0.2403690688386995,1000,0.95,0,27.86637931034483,3.5,7.9,12.2,8,4640.0,12,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS5,45.0,6.0,True,0.21023706896551725,192,683,192,0.28111273792093705,1.0,0.4388571428571429,0.39035850719952986,0.4843190832203661,1000,0.95,0,6.349137931034483,7.21,11.5,13.0,8,4640.0,11,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS5,45.0,12.0,True,0.15318965517241379,170,303,170,0.5610561056105611,1.0,0.718816067653277,0.669116002841208,0.7845303867403315,1000,0.95,0,1.7198275862068966,7.470000000000001,12.7,13.1,8,4640.0,5,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS5,90.0,0.0,True,0.5293103448275862,360,2546,359,0.14100549882168106,0.9972222222222222,0.24707501720578112,0.23583291166957185,0.256642125694398,1000,0.95,0,28.280172413793103,3.8800000000000003,7.7,12.3,8,4640.0,17,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS5,90.0,6.0,True,0.5101293103448276,343,2516,342,0.1359300476947536,0.9970845481049563,0.2392444910807975,0.23076728499156832,0.2472152948539707,1000,0.95,0,28.112068965517242,3.2,7.75,12.1,8,4640.0,23,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS5,90.0,12.0,True,0.4936206896551724,359,2521,358,0.14200714002380008,0.9972144846796658,0.24861111111111112,0.23564949014584266,0.2611073137388927,1000,0.95,0,27.969827586206897,3.2400000000000007,7.8,12.3,8,4640.0,18,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS5,135.0,0.0,True,0.5796336206896552,314,2496,314,0.12580128205128205,1.0,0.22348754448398578,0.21373950957518012,0.2331835477024956,1000,0.95,0,28.21551724137931,3.6,8.45,12.1,8,4640.0,20,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS5,135.0,6.0,True,0.7400646551724138,205,2363,205,0.086754126110876,1.0,0.15965732087227413,0.14399129193035823,0.17625466384598903,1000,0.95,0,27.905172413793103,2.24,5.1,10.52,8,4640.0,20,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS5,135.0,12.0,True,0.7421551724137931,183,2681,182,0.06788511749347259,0.994535519125683,0.12709497206703912,0.11697821546741768,0.1390739875389408,1000,0.95,0,32.314655172413794,1.8100000000000003,4.8,10.7,8,4640.0,14,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS5,180.0,0.0,True,0.5243103448275862,301,3328,301,0.09044471153846154,1.0,0.16588591898594654,0.15540355677154583,0.17695961995249407,1000,0.95,0,39.14224137931034,3.2,6.4,11.0,8,4640.0,13,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS5,180.0,6.0,True,0.5248706896551724,278,4623,277,0.05991780229288341,0.9964028776978417,0.11303815547847378,0.10599120717684334,0.11833186099807971,1000,0.95,0,56.19827586206897,2.0,4.9,11.24,8,4640.0,12,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS5,180.0,12.0,True,0.6150646551724138,252,4510,252,0.055875831485587585,1.0,0.10583788324233516,0.09860649524607243,0.11256745274700611,1000,0.95,0,55.060344827586206,1.5,4.1,10.39,8,4640.0,17,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS6,45.0,0.0,True,0.1527155172413793,150,1348,150,0.11127596439169139,1.0,0.20026702269692923,0.1841193348524223,0.21855191114355738,1000,0.95,0,15.491379310344827,3.27,7.9,12.219999999999999,8,4640.0,6,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS6,45.0,6.0,True,0.14747844827586207,162,986,162,0.1643002028397566,1.0,0.28222996515679444,0.25762517615129005,0.3119248686096512,1000,0.95,0,10.655172413793103,4.0,9.0,12.59,8,4640.0,3,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS6,45.0,12.0,True,0.1888146551724138,186,544,186,0.34191176470588236,1.0,0.5095890410958904,0.4916773433461559,0.5311401959918778,1000,0.95,0,4.629310344827586,5.6,10.8,12.9,8,4640.0,6,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS6,90.0,0.0,True,0.10721982758620689,108,1102,108,0.09800362976406533,1.0,0.17851239669421487,0.15916759420067358,0.19349722442505948,1000,0.95,0,12.85344827586207,2.5700000000000003,6.0,10.95,8,4640.0,5,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS6,90.0,6.0,True,0.09851293103448276,109,967,108,0.11168562564632885,0.9908256880733946,0.20074349442379183,0.18327837113314327,0.22409365310661422,1000,0.95,0,11.107758620689655,2.4,6.9,12.53,8,4640.0,5,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS6,90.0,12.0,True,0.08282327586206896,105,926,105,0.11339092872570194,1.0,0.20368574199806014,0.1782562144049044,0.228626320845341,1000,0.95,0,10.616379310344827,2.5,7.1,12.06,8,4640.0,11,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS6,135.0,0.0,True,0.15831896551724137,162,1431,162,0.11320754716981132,1.0,0.2033898305084746,0.17856954623029817,0.22466737288278407,1000,0.95,0,16.40948275862069,3.1200000000000006,7.7,11.9,8,4640.0,4,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS6,135.0,6.0,True,0.2235344827586207,200,2170,199,0.09170506912442396,0.995,0.1679324894514768,0.15837170056907615,0.17737862069349092,1000,0.95,0,25.487068965517242,1.8800000000000001,6.2,11.820000000000002,8,4640.0,11,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS6,135.0,12.0,True,0.32767241379310347,257,3783,256,0.0676711604546656,0.9961089494163424,0.12673267326732673,0.11952393010888833,0.13377821270950038,1000,0.95,0,45.60775862068966,1.8,5.8,11.85,8,4640.0,13,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS6,180.0,0.0,True,0.32926724137931035,216,3130,215,0.06869009584664537,0.9953703703703703,0.12851165570830844,0.12340849692213884,0.1358611106144167,1000,0.95,0,37.69396551724138,1.9400000000000002,5.3,10.76,8,4640.0,8,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS6,180.0,6.0,True,0.37116379310344827,216,4081,210,0.051457975986277875,0.9722222222222222,0.09774261112404004,0.09049245201202345,0.10538820417386105,1000,0.95,0,50.05603448275862,1.2,3.3,9.52,8,4640.0,7,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,cell,SS6,180.0,12.0,True,0.3485560344827586,188,4549,186,0.04088810727632447,0.9893617021276596,0.07853071564281192,0.07344455195121291,0.08414409810935104,1000,0.95,0,56.418103448275865,1.0,2.5,8.65,8,4640.0,13,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,sea_state,SS3,,,True,0.9770294540229885,419,557,419,0.7522441651705566,1.0,0.8586065573770493,0.7837727906157145,0.8941210277214334,1000,0.95,0,0.14870689655172414,12.48,12.9,13.1,96,55680.0,121,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,sea_state,SS4,,,True,0.8861099137931034,1732,9131,1729,0.1893549446938999,0.9982678983833718,0.31832827027524624,0.2841878935062843,0.35826797846190833,1000,0.95,0,7.976293103448276,3.8800000000000012,9.3,12.9,96,55680.0,224,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,sea_state,SS5,,,True,0.5134051724137931,3268,31036,3263,0.1051359711303003,0.9984700122399021,0.1902402052238806,0.1743232604668166,0.20693175443291245,1000,0.95,0,29.927801724137932,2.7,7.4,12.4,96,55680.0,182,0
probabilistic,lstm_gaussian,1,id,ideal,permissive,point,sea_state,SS6,,,True,0.21133979885057472,2059,25017,2047,0.0818243594355838,0.9941719281204469,0.1512040183188063,0.1379724716964788,0.1672924763042283,1000,0.95,0,24.752155172413794,1.8,6.4,12.1,96,55680.0,92,0
probabilistic,lstm_gaussian,1,id,ideal,strict,interval,cell,SS3,45.0,0.0,True,0.9192887931034482,47,361,44,0.12188365650969529,0.9361702127659575,0.21568627450980393,0.18766409954230276,0.23853410018109814,1000,0.95,0,4.099137931034483,1.23,3.3499999999999996,5.2700000000000005,8,4640.0,17,0
