experiment,model,dof,horizon_samples,horizon_s,n_windows,rmse,mae,rmse_persistence,skill,signal_std,nrmse,n_realizations,skill_ci_lo,skill_ci_hi,regime,phase_lag_s,phase_lag_raw_s,phase_lag_std_s,dominant_period_s,phase_lag_identified,n_realizations_phase,seed,deterministic,n_params,fit_time_s,best_epoch,epochs_run,best_val_loss,val_loss_name
deep,lstm,pitch_rate,100,10.0,434304,0.5269711305777042,0.28805723154675233,1.2730898977022085,0.8286612858209358,0.9237004804982916,0.5705000069864951,384,0.8136125240457844,0.8440674027744675,id,1.2302904837660995,1.2343750000000002,2.5181619234020185,7.199999999999999,True,32,0,False,317828,,,,,mse
deep,lstm,pitch_rate,150,15.0,434304,0.7475691467425584,0.43704094789913633,1.3079980284130317,0.6733455646174087,0.9234069683655249,0.8095771121001956,384,0.6568788657749516,0.6902345218812866,id,4.919997063764869,4.921875,4.18365950121925,7.199999999999999,False,32,0,False,317828,,,,,mse
deep,lstm,heave_rate,10,1.0,434304,0.028312436089743848,0.02118131932563664,0.2852226587419099,0.9901465928112916,0.4495602477358838,0.06297806852882014,384,0.9895232970644707,0.9906354327025789,id,-0.006867650642614876,-0.003125,0.021273570730613672,8.5,True,32,0,False,317828,,,,,mse
deep,lstm,heave_rate,20,2.0,434304,0.031207022993336074,0.02349299235392227,0.5351982235990471,0.9966000278837499,0.44960586015695647,0.06940973363301307,384,0.9963519286140001,0.9968118740324532,id,-0.020510563414892182,-0.015625,0.029482727912655105,8.5,True,32,0,False,317828,,,,,mse
deep,lstm,heave_rate,30,3.0,434304,0.03374317067892947,0.024084201715522703,0.7216245802205107,0.9978135017121255,0.4496495382799816,0.0750432677146857,384,0.9976610070799786,0.9979500635969748,id,-0.017127772537966723,-0.00625,0.03250629917620774,8.5,True,32,0,False,317828,,,,,mse
deep,lstm,heave_rate,50,5.0,434304,0.04671815059330545,0.028732067739848488,0.8524864976952896,0.9969967169402664,0.44959255402628673,0.10391219822242417,384,0.9967304966132915,0.997263583865409,id,-0.012799548192203485,-0.009375000000000001,0.03270913559200338,8.5,True,32,0,False,317828,,,,,mse
deep,lstm,heave_rate,100,10.0,434304,0.1573401219711769,0.0939977901555035,0.47861232963563727,0.8919284948078833,0.4493860488108614,0.35012240007788614,384,0.8803878043489458,0.9032820127679282,id,0.22666060649787748,0.22812499999999997,1.147532230097916,8.525,True,32,0,False,317828,,,,,mse
deep,lstm,heave_rate,150,15.0,434304,0.27892730479701977,0.1726239307331182,0.6814233587032514,0.8324486130519129,0.44913945544323325,0.6210260564210739,384,0.8239941435868886,0.8413257553637893,id,3.091241681701531,3.09375,3.996312606164035,8.55,False,32,0,False,317828,,,,,mse
deep,lstm,roll,10,1.0,434304,0.16994941769688446,0.11554487149773413,1.9446628367671026,0.9923625086343688,3.682816873957597,0.04614658385505193,384,0.9914026207267511,0.9930872748649138,id,0.21177933788073236,0.22500000000000006,0.597729187054364,9.475000000000001,True,32,1,False,317828,,,,,mse
deep,lstm,roll,20,2.0,434304,0.16593421085805365,0.10851543224415963,3.7444545258092843,0.9980362113431507,3.683691963859013,0.04504562609633135,384,0.9977836740970845,0.9982236503149986,id,-0.09736978190939054,-0.09375000000000001,2.392869600382968,9.475000000000001,True,32,1,False,317828,,,,,mse
deep,lstm,roll,30,3.0,434304,0.16413273156814429,0.10379429237247215,5.26736094690192,0.9990290335239093,3.6845301229084004,0.04454644855463561,384,0.9988852219131699,0.9991361814326988,id,0.8119591220781394,0.81875,5.031811688941443,9.475000000000001,True,32,1,False,317828,,,,,mse
deep,lstm,roll,50,5.0,434304,0.17204089081367502,0.10705597488526003,7.0875605548865055,0.9994107904187803,3.685983647312865,0.04667434999042801,384,0.9993288455879162,0.9994765929917011,id,0.20690653689603442,0.21875000000000003,0.8802855398865739,9.475000000000001,True,32,1,False,317828,,,,,mse
deep,lstm,roll,100,10.0,434304,0.398904288810858,0.23005138821862925,3.793711335438843,0.9889437246288203,3.6900743810329235,0.10810196424799354,384,0.9874789782642857,0.9901968416389239,id,0.9693218590259352,0.9687499999999999,2.8724231159024165,9.45,True,32,1,False,317828,,,,,mse
deep,lstm,roll,150,15.0,434304,0.8505808467674415,0.481954466376098,5.251935256462554,0.9737703514871463,3.6937274583324062,0.2302770998571319,384,0.9716591504689287,0.9758596112042449,id,3.8825988639316016,3.890625,6.501766044072451,9.475,False,32,1,False,317828,,,,,mse
deep,lstm,pitch,10,1.0,434304,0.06151558494560454,0.041311101961982774,0.8963189522817477,0.9952897369977961,1.2413165389175655,0.04955672708529804,384,0.9949080058805324,0.9956536550559474,id,0.005306018332066502,0.0,0.02022327316340485,7.725,True,32,1,False,317828,,,,,mse
deep,lstm,pitch,20,2.0,434304,0.06327788788001237,0.040927436746625065,1.6396866224861668,0.9985106998187258,1.2413790185919036,0.05097386610560608,384,0.9983849193784948,0.9986314712646049,id,0.040865777825344896,0.03125,0.08197656887999241,7.725,True,32,1,False,317828,,,,,mse
deep,lstm,pitch,30,3.0,434304,0.0870067856514915,0.05344978354645516,2.1223575061775537,0.9983193813996579,1.2413993725281671,0.07008766685156137,384,0.9981484791106409,0.9984986456793045,id,0.016199482173378226,0.018750000000000003,0.059247060967594065,7.7,True,32,1,False,317828,,,,,mse
deep,lstm,pitch,50,5.0,434304,0.1725720532477176,0.10042934479769466,2.2343246831224586,0.9940344791757999,1.2415168463730468,0.13900097590448943,384,0.9927451686265066,0.9951512051031999,id,-0.016992247521481145,-0.021875,0.06831907357002961,7.75,True,32,1,False,317828,,,,,mse
deep,lstm,pitch,100,10.0,434304,0.5655498416839612,0.3075605651731363,1.5591545468409598,0.8684280112601657,1.2411836658196425,0.4556536290787295,384,0.849917931190253,0.8857295162810452,id,0.4692725499230783,0.47500000000000003,1.5847250636133925,7.725,True,32,1,False,317828,,,,,mse
deep,lstm,pitch,150,15.0,434304,0.8935342965777614,0.5229997973073481,1.785131912400982,0.7494572582315204,1.2405036351372414,0.7202996196612568,384,0.7336557808759153,0.7639913508056301,id,6.271148579321615,6.275,3.3803052072294726,7.75,False,32,1,False,317828,,,,,mse
deep,lstm,heave,10,1.0,434304,0.03763905604194543,0.02586635816208562,0.44174333995484594,0.9927399865500519,0.7591945699315659,0.049577614925957955,384,0.992381483661812,0.9930532111232577,id,-0.005394330808779191,0.006250000000000001,0.031713896098061245,8.875,True,32,1,False,317828,,,,,mse
deep,lstm,heave,20,2.0,434304,0.03782338228898527,0.026597928448401843,0.8382135080550518,0.9979638422865835,0.7592353662201028,0.04981772974735248,384,0.9978568170165811,0.9980543829492688,id,-0.0022423305666143495,0.0,0.020267923379867797,8.850000000000001,True,32,1,False,317828,,,,,mse
deep,lstm,heave,30,3.0,434304,0.0412583847815265,0.02915741475813922,1.1513183823181896,0.9987157973372592,0.7592379733777742,0.054341835140268406,384,0.9986441203350954,0.9987741348570008,id,0.002259910617387684,-0.003125,0.019050675660823715,8.850000000000001,True,32,1,False,317828,,,,,mse
deep,lstm,heave,50,5.0,434304,0.0732103339368191,0.0457226952396375,1.4421558821616272,0.9974229647190995,0.7593097520603712,0.0964169546593658,384,0.9971283235008431,0.997699695896119,id,0.012005284300742101,0.003125,0.025479760409032257,8.850000000000001,True,32,1,False,317828,,,,,mse
deep,lstm,heave,100,10.0,434304,0.2159334380927509,0.12463192497495292,0.8335183990732865,0.9328865727119253,0.7591324816869609,0.2844476337159212,384,0.9185965092438279,0.9448631584249281,id,0.0468100551074941,0.04687500000000001,0.07485685699514011,8.875,True,32,1,False,317828,,,,,mse
deep,lstm,heave,150,15.0,434304,0.40905676667584656,0.2508753862554695,1.106452908012778,0.8633211571464465,0.758700750262978,0.5391542930912627,384,0.8563000372512242,0.8704280939344444,id,2.9840688998010574,2.990625,4.135509341204533,8.875,False,32,1,False,317828,,,,,mse
deep,lstm,roll_rate,10,1.0,434304,0.08598552233105586,0.057393638636812065,1.067513758350997,0.9935121065998974,1.9695482829582032,0.043657483837821004,384,0.9924474242086104,0.99429309543856,id,-0.026335006094365898,-0.012500000000000004,0.16981668345538847,9.0,True,32,1,False,317828,,,,,mse
deep,lstm,roll_rate,20,2.0,434304,0.08830260867024557,0.05864040573676383,2.0483978110523133,0.9981416887263814,1.9698951249631573,0.044826045585496375,384,0.9978957653704101,0.9983356619789266,id,0.028686617229727596,0.0375,0.13828634081548064,9.0,True,32,1,False,317828,,,,,mse
deep,lstm,roll_rate,30,3.0,434304,0.0944053779173757,0.062282628529316895,2.8659956780901075,0.9989149683466292,1.9702531268505945,0.047915354951513556,384,0.99878707823772,0.9990118255838545,id,0.024109724606482703,0.034375,0.15125635838097343,9.0,True,32,1,False,317828,,,,,mse
deep,lstm,roll_rate,50,5.0,434304,0.10638899686203204,0.06854342643837269,3.798345550151574,0.9992154791600527,1.9711142946671736,0.05397403750247574,384,0.9990915099511807,0.9993105195484687,id,-0.040309394301064144,-0.028125000000000004,0.14581140438269957,9.0,True,32,1,False,317828,,,,,mse
deep,lstm,roll_rate,100,10.0,434304,0.2836738950182727,0.17018135704142667,1.958738621708589,0.9790257823509104,1.972726817260997,0.14379786016805687,384,0.9756738299644815,0.9818619135507857,id,0.6735852872292118,0.66875,2.5375680103559253,9.0,True,32,1,False,317828,,,,,mse
deep,lstm,roll_rate,150,15.0,434304,0.5434145801770707,0.3216737897134438,2.8980935747304644,0.9648408987253639,1.9741281062750022,0.27526814417451556,384,0.9616664091729293,0.9676337391314122,id,2.3055654951076328,2.3,4.138789758986548,9.025,False,32,1,False,317828,,,,,mse
deep,lstm,pitch_rate,10,1.0,434304,0.0530386310559542,0.03375653182328657,0.7528444431836472,0.9950366589966585,0.9236173504276821,0.057424896827018894,384,0.9946270049326931,0.9954257297499975,id,0.007617997560177279,0.00625,0.06659607963039488,7.199999999999999,True,32,1,False,317828,,,,,mse
deep,lstm,pitch_rate,20,2.0,434304,0.06573732354798462,0.04077469736127746,1.3414123591158549,0.9975984068875607,0.9237371608217294,0.07116453287373069,384,0.9973915803357781,0.9978339875319943,id,-0.03682583680878965,-0.040624999999999994,0.082880993033666,7.199999999999999,True,32,1,False,317828,,,,,mse
deep,lstm,pitch_rate,30,3.0,434304,0.07908046959696698,0.04889025636406489,1.664055642972382,0.9977415899864991,0.9238676654473805,0.0855971829674031,384,0.9975550844604261,0.9979408951394089,id,-0.010564568269999759,-0.012500000000000002,0.06496749839104621,7.199999999999999,True,32,1,False,317828,,,,,mse
deep,lstm,pitch_rate,50,5.0,434304,0.18875412488559493,0.09536664201600256,1.549273352583568,0.9851564834827128,0.923797316378609,0.20432417537813669,384,0.9823007484915175,0.9879621072410201,id,-0.006359730704621792,-0.006250000000000001,0.03652125438297877,7.199999999999999,True,32,1,False,317828,,,,,mse
deep,lstm,pitch_rate,100,10.0,434304,0.5254313505748011,0.2884518544131882,1.2730898977022085,0.8296611071439419,0.9237004804982916,0.5688330380551024,384,0.8151872244767738,0.8445295886500714,id,0.7926879652228828,0.8,2.137804680777346,7.199999999999999,True,32,1,False,317828,,,,,mse
deep,lstm,pitch_rate,150,15.0,434304,0.7452073245575087,0.4357075123008153,1.3079980284130317,0.6754063264406518,0.9234069683655249,0.8070193859123261,384,0.6594801939765863,0.6918803754929337,id,5.010137143096738,5.009375,3.986333987891042,7.199999999999999,False,32,1,False,317828,,,,,mse
deep,lstm,heave_rate,10,1.0,434304,0.021986994650180242,0.015292107570043853,0.2852226587419099,0.9940575752117152,0.4495602477358838,0.04890778212912094,384,0.99364632923005,0.9944179180648561,id,-0.001473878348209191,-0.003125,0.018241847680642846,8.5,True,32,1,False,317828,,,,,mse
deep,lstm,heave_rate,20,2.0,434304,0.024474282835030153,0.01676560836633842,0.5351982235990471,0.9979088238231443,0.44960586015695647,0.0544349729482757,384,0.9977977817909337,0.9980104488461666,id,0.0012263459468961875,-0.00625,0.023603752463315406,8.5,True,32,1,False,317828,,,,,mse
deep,lstm,heave_rate,30,3.0,434304,0.02854553250140392,0.018984042050856846,0.7216245802205107,0.9984352186469152,0.4496495382799816,0.06348395821909991,384,0.9983437157583781,0.9985307221022142,id,0.0026220558031361885,-0.00625,0.0311127639567694,8.5,True,32,1,False,317828,,,,,mse
deep,lstm,heave_rate,50,5.0,434304,0.044778097956311845,0.027218228373203864,0.8524864976952896,0.997240970995607,0.44959255402628673,0.09959706306366846,384,0.9970155455387659,0.997478065333291,id,0.007721383654249769,0.00625,0.02227170614135238,8.5,True,32,1,False,317828,,,,,mse
deep,lstm,heave_rate,100,10.0,434304,0.1561903161502445,0.09245656831884891,0.47861232963563727,0.8935022473604649,0.4493860488108614,0.34756378522107223,384,0.8821307296708857,0.9043099955699577,id,0.032740301685066905,0.021875000000000002,0.050403316357979594,8.525,True,32,1,False,317828,,,,,mse
deep,lstm,heave_rate,150,15.0,434304,0.27740040786036546,0.17124077271576907,0.6814233587032514,0.8342780034043664,0.44913945544323325,0.6176264509797138,384,0.8258883790426192,0.8428726998759957,id,3.4021328997915603,3.403125,4.112115392930128,8.55,False,32,1,False,317828,,,,,mse
deep,lstm,roll,10,1.0,434304,0.1426071698960687,0.09572670013167066,1.9446628367671026,0.9946223306858499,3.682816873957597,0.03872230816158432,384,0.993690627550085,0.9953651357861566,id,0.061286099878716534,0.06250000000000001,0.30355180439534823,9.475000000000001,True,32,2,False,317828,,,,,mse
deep,lstm,roll,20,2.0,434304,0.14862012574992492,0.10175234487676346,3.7444545258092843,0.9984246461180876,3.683691963859013,0.040345427144302094,384,0.9981522817749564,0.9986340598884624,id,0.5730901958796446,0.575,2.02241299353684,9.475000000000001,True,32,2,False,317828,,,,,mse
deep,lstm,roll,30,3.0,434304,0.16193449480091654,0.11067372912366384,5.26736094690192,0.9990548677501038,3.6845301229084004,0.04394983604397643,384,0.9989017684127459,0.9991670313802843,id,-0.20967899137226523,-0.21250000000000002,2.740606276963503,9.475000000000001,True,32,2,False,317828,,,,,mse
deep,lstm,roll,50,5.0,434304,0.1688424434042443,0.10776821321255757,7.0875605548865055,0.9994324950003831,3.685983647312865,0.0458066175978108,384,0.9993659075519123,0.9994813171507935,id,0.34408310679975157,0.34375,2.3543727207610927,9.475000000000001,True,32,2,False,317828,,,,,mse
deep,lstm,roll,100,10.0,434304,0.395665877126371,0.22869586635206304,3.793711335438843,0.9891225115508722,3.6900743810329235,0.1072243635955155,384,0.9876767430056913,0.9903782079687399,id,0.4648271882058466,0.45937500000000003,1.5703374109306925,9.45,True,32,2,False,317828,,,,,mse
deep,lstm,roll,150,15.0,434304,0.8448379737035334,0.49249993886473864,5.251935256462554,0.974123345622119,3.6937274583324062,0.22872233623997515,384,0.971994991093663,0.9761751166769345,id,2.3541879868928794,2.3562499999999997,6.251311104790066,9.475,True,32,2,False,317828,,,,,mse
deep,lstm,pitch,10,1.0,434304,0.063489279223609,0.04166880539036202,0.8963189522817477,0.9949826357114286,1.2413165389175655,0.05114672787568913,384,0.9945540578776872,0.9953964016583484,id,-0.022615353260018636,-0.0125,0.049574429450424874,7.725,True,32,2,False,317828,,,,,mse
deep,lstm,pitch,20,2.0,434304,0.0716584677419274,0.049860500721905905,1.6396866224861668,0.9980900881289337,1.2413790185919036,0.05772489035879599,384,0.9979394346785176,0.9982360418976981,id,-0.023799488267442846,-0.025,0.06835290569616909,7.725,True,32,2,False,317828,,,,,mse
deep,lstm,pitch,30,3.0,434304,0.08894756264740304,0.05878990413745671,2.1223575061775537,0.9982435692944757,1.2413993725281671,0.07165104527663585,384,0.998036375810953,0.9984477770326651,id,-0.024270938565086726,-0.025,0.0567090387654132,7.7,True,32,2,False,317828,,,,,mse
deep,lstm,pitch,50,5.0,434304,0.16829709146779948,0.09087724364746506,2.2343246831224586,0.99432637464949,1.2415168463730468,0.13555763819029978,384,0.9929999285444485,0.9955133714677349,id,0.017126005542698414,0.0125,0.04476849394791684,7.75,True,32,2,False,317828,,,,,mse
deep,lstm,pitch,100,10.0,434304,0.5636557362928483,0.30440844779996795,1.5591545468409598,0.8693078413769059,1.2411836658196425,0.4541275814491371,384,0.8504349303508287,0.8874938527521729,id,0.49254834625455945,0.49687500000000007,1.597136137185385,7.725,True,32,2,False,317828,,,,,mse
deep,lstm,pitch,150,15.0,434304,0.889441665722732,0.5196738734917828,1.785131912400982,0.7517471103428541,1.2405036351372414,0.7170004508889084,384,0.7352331408346966,0.7669809979280845,id,6.384851092708176,6.378125,3.3790480503364453,7.75,False,32,2,False,317828,,,,,mse
deep,lstm,heave,10,1.0,434304,0.03395934901625857,0.02265970308644995,0.44174333995484594,0.9940901196015204,0.7591945699315659,0.044730758571310224,384,0.9937570677339455,0.9944107565796247,id,0.0005553922621635921,0.003125,0.02059266700827678,8.875,True,32,2,False,317828,,,,,mse
deep,lstm,heave,20,2.0,434304,0.03420751164168964,0.023971963977940488,0.8382135080550518,0.9983345421104682,0.7592353662201028,0.0450552136579118,384,0.9982322739729436,0.9984258799879011,id,0.0024121342302295427,0.0,0.015875032854256267,8.850000000000001,True,32,2,False,317828,,,,,mse
deep,lstm,heave,30,3.0,434304,0.04020170195720422,0.028615590508640966,1.1513183823181896,0.998780735296897,0.7592379733777742,0.05295006752408714,384,0.998703352330777,0.9988420701514471,id,-0.0025284781684276887,-0.003125,0.023161782558158785,8.850000000000001,True,32,2,False,317828,,,,,mse
deep,lstm,heave,50,5.0,434304,0.07196384680467273,0.043687728325870125,1.4421558821616272,0.9975099714341334,0.7593097520603712,0.09477534907117988,384,0.9971983206171088,0.9978057791171052,id,0.004710479226150491,0.003125,0.023821367012826868,8.850000000000001,True,32,2,False,317828,,,,,mse
deep,lstm,heave,100,10.0,434304,0.21560383611898765,0.12548573718633468,0.8335183990732865,0.933091300943951,0.7591324816869609,0.2840134513015015,384,0.9185840417811078,0.9453286474038634,id,0.08720714762798476,0.0875,0.07433407022839364,8.875,True,32,2,False,317828,,,,,mse
deep,lstm,heave,150,15.0,434304,0.4079270787421091,0.2495406428644591,1.106452908012778,0.8640750438611566,0.758700750262978,0.5376653161351362,384,0.856496593000415,0.8718170751566772,id,3.5924852720239775,3.6000000000000005,4.243810094052084,8.875,False,32,2,False,317828,,,,,mse
deep,lstm,roll_rate,10,1.0,434304,0.0889046159452094,0.0599134375219086,1.067513758350997,0.9930641185988657,1.9695482829582032,0.045139597091611944,384,0.9921035389077919,0.9938258002713689,id,0.3189819745107161,0.31562499999999993,1.4350456867581234,9.0,True,32,2,False,317828,,,,,mse
deep,lstm,roll_rate,20,2.0,434304,0.09429814527845695,0.06356337677750232,2.0483978110523133,0.9978807719409039,1.9698951249631573,0.0478696272118652,384,0.9975766246318473,0.9980929095291868,id,-0.01888689053478817,-0.03125,0.13213082853902514,9.0,True,32,2,False,317828,,,,,mse
deep,lstm,roll_rate,30,3.0,434304,0.09337335824327826,0.06209104122011305,2.8659956780901075,0.9989385613552317,1.9702531268505945,0.047391554400186886,384,0.9988045365734332,0.9990323920116743,id,0.006189622609846714,0.009375,0.13263862468778068,9.0,True,32,2,False,317828,,,,,mse
deep,lstm,roll_rate,50,5.0,434304,0.11081930773404071,0.07613566033986839,3.798345550151574,0.9991487797974158,1.9711142946671736,0.05622165494606834,384,0.9990090952798928,0.9992503831964128,id,-0.01951090523688125,-0.012499999999999999,0.1461507787289967,9.0,True,32,2,False,317828,,,,,mse
deep,lstm,roll_rate,100,10.0,434304,0.2815730115175201,0.1721507786479048,1.958738621708589,0.9793353012637174,1.972726817260997,0.1427328959356197,384,0.9760310706586686,0.9821009881701241,id,0.2638679367303571,0.25937499999999997,1.0660074707805862,9.0,True,32,2,False,317828,,,,,mse
deep,lstm,roll_rate,150,15.0,434304,0.541072880282392,0.3229767733750965,2.8980935747304644,0.9651432633388166,1.9741281062750022,0.2740819496782033,384,0.9619289307072494,0.9679562032754612,id,2.5266204814962254,2.5281249999999997,4.086207660452532,9.025,False,32,2,False,317828,,,,,mse
deep,lstm,pitch_rate,10,1.0,434304,0.06435677151366907,0.04737024964498614,0.7528444431836472,0.9926923455949612,0.9236173504276821,0.06967904130846891,384,0.9920433847036401,0.9933160819073109,id,-0.017313437553479263,-0.015625,0.05889613633481276,7.199999999999999,True,32,2,False,317828,,,,,mse
deep,lstm,pitch_rate,20,2.0,434304,0.06709342449772243,0.04201022098256577,1.3414123591158549,0.9974982995221926,0.9237371608217294,0.07263259219542288,384,0.9972246232055783,0.9977844572589344,id,-0.023081166102800692,-0.015625,0.02656918947450844,7.199999999999999,True,32,2,False,317828,,,,,mse
deep,lstm,pitch_rate,30,3.0,434304,0.07845623064306857,0.04829569507771479,1.664055642972382,0.9977771037683143,0.9238676654473805,0.08492150291359786,384,0.9975591726464215,0.9979949299711984,id,-0.004113781042469283,-0.003125,0.021222581062600537,7.199999999999999,True,32,2,False,317828,,,,,mse
deep,lstm,pitch_rate,50,5.0,434304,0.18752194574794376,0.09563561775857743,1.549273352583568,0.9853496466639703,0.923797316378609,0.20299035559342304,384,0.9823228379950072,0.9882934696200059,id,0.03688135317869198,0.03125,0.03744947627381474,7.199999999999999,True,32,2,False,317828,,,,,mse
deep,lstm,pitch_rate,100,10.0,434304,0.5214140678113736,0.2815771260289757,1.2730898977022085,0.832255864872625,0.9237004804982916,0.5644839196468708,384,0.8170974182094907,0.8477117427657672,id,1.0806534959097864,1.0812499999999998,2.361366047256028,7.199999999999999,True,32,2,False,317828,,,,,mse
deep,lstm,pitch_rate,150,15.0,434304,0.7430045832117601,0.43286189870083325,1.3079980284130317,0.6773224084804826,0.9234069683655249,0.8046339357032514,384,0.6608413159541445,0.6942073348428932,id,5.9353013805756,5.934374999999999,5.486214874005828,7.199999999999999,False,32,2,False,317828,,,,,mse
deep,lstm,heave_rate,10,1.0,434304,0.02371568414621786,0.017029518217870725,0.2852226587419099,0.9930864156248751,0.4495602477358838,0.052753072064660844,384,0.9926469880224952,0.9935077530847433,id,-0.005894022250879023,0.0,0.015349459083093379,8.5,True,32,2,False,317828,,,,,mse
deep,lstm,heave_rate,20,2.0,434304,0.024625527654493655,0.01701405285007464,0.5351982235990471,0.9978828980929442,0.44960586015695647,0.054771367183463614,384,0.9977647778498678,0.9979913555848041,id,-0.0107986376071489,0.0,0.018409918598241662,8.5,True,32,2,False,317828,,,,,mse
deep,lstm,heave_rate,30,3.0,434304,0.026678823231954325,0.017260058742749523,0.7216245802205107,0.9986331819566963,0.4496495382799816,0.05933248221271901,384,0.9985440652349101,0.9987186397127648,id,-0.0028467000575619532,0.0,0.018258754958013365,8.5,True,32,2,False,317828,,,,,mse
deep,lstm,heave_rate,50,5.0,434304,0.04545983710785648,0.02879876222660707,0.8524864976952896,0.9971563199422991,0.44959255402628673,0.10111341191206324,384,0.9969323120000253,0.9973818421534507,id,0.013534117148354815,0.009375000000000001,0.025481270938458787,8.5,True,32,2,False,317828,,,,,mse
deep,lstm,heave_rate,100,10.0,434304,0.15455560505174903,0.08991559627771376,0.47861232963563727,0.8957198242313281,0.4493860488108614,0.34392613090843577,384,0.8841065867629434,0.9067526263058113,id,0.2658137446184923,0.271875,1.1711765321570005,8.525,True,32,2,False,317828,,,,,mse
deep,lstm,heave_rate,150,15.0,434304,0.2761453834508081,0.1692954969643668,0.6814233587032514,0.8357741415374231,0.44913945544323325,0.6148321642735529,384,0.8273035529516009,0.8447798787723062,id,3.471081775897407,3.475,4.147384488762738,8.55,False,32,2,False,317828,,,,,mse
deep,persistence,roll,10,1.0,542880,3.25942469682689,2.2059932548438312,3.25942469682689,0.0,6.257000679431415,0.5209244594685069,480,0.0,0.0,unseen_seastate,0.9936242287203303,1.0,0.006065170399339303,11.7,True,32,0,True,0,0.0,,,,
deep,persistence,roll,20,2.0,542880,6.285602666698202,4.252477207635494,6.285602666698202,0.0,6.258149735730003,1.0043867488199365,480,0.0,0.0,unseen_seastate,1.9925051097313324,2.0,0.0066593414440943395,11.7,True,32,0,True,0,0.0,,,,
deep,persistence,roll,30,3.0,542880,8.864531895835025,5.993430301650117,8.864531895835025,0.0,6.258818948538503,1.4163266214794379,480,0.0,0.0,unseen_seastate,2.9918787136697746,3.0,0.007161533534307738,11.7,False,32,0,True,0,0.0,,,,
deep,persistence,roll,50,5.0,542880,12.020706403631479,8.110495020546795,12.020706403631479,0.0,6.25953903317843,1.9203820504858613,480,0.0,0.0,unseen_seastate,4.9938156984742275,5.0,0.006261841548445152,11.7,False,32,0,True,0,0.0,,,,
deep,persistence,roll,100,10.0,542880,6.564312783673568,4.3804521297379875,6.564312783673568,0.0,6.263610691806128,1.048007787626522,480,0.0,0.0,unseen_seastate,9.993366545162251,10.0,0.00559021656577689,11.7,False,32,0,True,0,0.0,,,,
deep,persistence,roll,150,15.0,542880,8.758534298487419,5.946180365109693,8.758534298487419,0.0,6.26746488344986,1.3974604503354433,480,0.0,0.0,unseen_seastate,14.992896978778301,15.0,0.005756239929504203,11.7,False,32,0,True,0,0.0,,,,
deep,persistence,pitch,10,1.0,542880,1.2228602601407708,0.8340560525168472,1.2228602601407708,0.0,1.7997766828726487,0.6794511073390208,480,0.0,0.0,unseen_seastate,0.9960333488862523,1.0,0.0033719677506692867,8.1,True,32,0,True,0,0.0,,,,
deep,persistence,pitch,20,2.0,542880,2.2574679499954007,1.5455689613890495,2.2574679499954007,0.0,1.7994950774677116,1.2545007642766983,480,0.0,0.0,unseen_seastate,1.9966301699017792,2.0,0.003332107501693985,8.15,True,32,0,True,0,0.0,,,,
deep,persistence,pitch,30,3.0,542880,2.9691366291153294,2.044096156371395,2.9691366291153294,0.0,1.7992884411802126,1.6501726800222063,480,0.0,0.0,unseen_seastate,2.996929924556499,3.0,0.002993975780561895,8.175,False,32,0,True,0,0.0,,,,
deep,persistence,pitch,50,5.0,542880,3.3044138255161024,2.3007986933383573,3.3044138255161024,0.0,1.799307264730753,1.836492238033937,480,0.0,0.0,unseen_seastate,4.99546926127881,5.0,0.0037477852024128257,8.2,False,32,0,True,0,0.0,,,,
deep,persistence,pitch,100,10.0,542880,2.143658806541388,1.4905784320988573,2.143658806541388,0.0,1.7986835875269107,1.1917931655165648,480,0.0,0.0,unseen_seastate,9.99577013496183,10.0,0.003054680645301783,8.175,False,32,0,True,0,0.0,,,,
deep,persistence,pitch,150,15.0,542880,2.6262925581694647,1.8038630675540162,2.6262925581694647,0.0,1.799090637361259,1.4597889087019371,480,0.0,0.0,unseen_seastate,14.99630028154298,15.0,0.003554630591427737,8.2,False,32,0,True,0,0.0,,,,
deep,persistence,heave,10,1.0,542880,0.7230439858176025,0.5712743009310001,0.7230439858176025,0.0,1.3052269451126672,0.55396035802432,480,0.0,0.0,unseen_seastate,0.9945790013601459,1.0,0.003880994416959258,10.8,True,32,0,True,0,0.0,,,,
deep,persistence,heave,20,2.0,542880,1.3801185991770855,1.0918195939097475,1.3801185991770855,0.0,1.3051890619407918,1.0574089527879393,480,0.0,0.0,unseen_seastate,1.995079240014567,2.0,0.004478182909873079,10.8,True,32,0,True,0,0.0,,,,
deep,persistence,heave,30,3.0,542880,1.9144386984978832,1.51744534683208,1.9144386984978832,0.0,1.3051257868066772,1.4668614457324034,480,0.0,0.0,unseen_seastate,2.995812402783249,3.0,0.0037957572347352016,10.8,False,32,0,True,0,0.0,,,,
deep,persistence,heave,50,5.0,542880,2.4740805367882084,1.9693943985942917,2.4740805367882084,0.0,1.305196114559555,1.8955622907467047,480,0.0,0.0,unseen_seastate,4.994873383317533,5.0,0.0034537190903521863,10.8,False,32,0,True,0,0.0,,,,
deep,persistence,heave,100,10.0,542880,1.4729533632755942,1.1539622440328934,1.4729533632755942,0.0,1.3048466130537077,1.1288325758293303,480,0.0,0.0,unseen_seastate,9.994906482572311,10.0,0.003798644848156974,10.8,False,32,0,True,0,0.0,,,,
