experiment,model,dof,horizon_samples,horizon_s,n_windows,rmse,mae,rmse_persistence,skill,signal_std,nrmse,n_realizations,skill_ci_lo,skill_ci_hi,regime,phase_lag_s,phase_lag_raw_s,phase_lag_std_s,dominant_period_s,phase_lag_identified,n_realizations_phase,seed,deterministic,n_params,fit_time_s,best_epoch,epochs_run,best_val_loss,val_loss_name
deep,window_mean,roll,100,10.0,434304,3.4256013416411144,1.7894984811136367,3.793711335438843,0.18464812238473027,3.6900743810329235,0.9283285343105258,384,0.1486312707503062,0.21822543792521265,id,10.878140926853536,10.884374999999999,8.150237945124687,9.45,False,32,0,True,0,0.0,,,,
deep,window_mean,roll,150,15.0,434304,4.108069822062995,2.0842206077805234,5.251935256462554,0.3881613535715862,3.6937274583324062,1.11217459014089,384,0.3667396065883165,0.40849184809737843,id,16.502403494354606,16.503124999999997,8.815109457620064,9.475,False,32,0,True,0,0.0,,,,
deep,window_mean,pitch,10,1.0,434304,1.3063155448695067,0.8209531764064455,0.8963189522817477,-1.1240807878543508,1.2413165389175655,1.0523629581288112,384,-1.2187911642767641,-1.0343876270738737,id,5.428048724632143,5.4281250000000005,5.9622737144338425,7.725,False,32,0,True,0,0.0,,,,
deep,window_mean,pitch,20,2.0,434304,1.3348954536647948,0.838332894319717,1.6396866224861668,0.33721480160150297,1.2413790185919036,1.0753327015136496,384,0.31031983292936105,0.36267034019785777,id,6.429001520878886,6.43125,5.962759292979521,7.725,False,32,0,True,0,0.0,,,,
deep,window_mean,pitch,30,3.0,434304,1.3257841358739548,0.8311854037390853,2.1223575061775537,0.6097808731771663,1.2413993725281671,1.0679755163513045,384,0.596937666725327,0.6223769185466039,id,6.911507302955023,6.915625,5.422060968974428,7.7,False,32,0,True,0,0.0,,,,
deep,window_mean,pitch,50,5.0,434304,1.243757032777806,0.7791457294531832,2.2343246831224586,0.690130713374352,1.2415168463730468,1.0018043946896924,384,0.6843662784341507,0.6951364523020974,id,9.429419210201488,9.428125000000001,5.966636316347814,7.75,False,32,0,True,0,0.0,,,,
deep,window_mean,pitch,100,10.0,434304,1.2418269235570727,0.7806006988532016,1.5591545468409598,0.36562828355867194,1.2411836658196425,1.0005182615233705,384,0.33535308557828625,0.39708504225794966,id,13.934892464156398,13.93125,5.453290850210585,7.725,False,32,0,True,0,0.0,,,,
deep,window_mean,pitch,150,15.0,434304,1.2592484253572214,0.7917052680175864,1.785131912400982,0.5023978991733826,1.2405036351372414,1.0151106290131156,384,0.48296941043722696,0.5199959943509117,id,20.235913589382015,20.228125,6.791790096682405,7.75,False,32,0,True,0,0.0,,,,
deep,window_mean,heave,10,1.0,434304,0.8067379415576311,0.512412559790591,0.44174333995484594,-2.33522351662287,0.7591945699315659,1.0626234347676522,384,-2.458178978627327,-2.204644097227873,id,3.935155397370207,3.9343749999999997,7.138520936491592,8.875,False,32,0,True,0,0.0,,,,
deep,window_mean,heave,20,2.0,434304,0.8300759861119058,0.5267840285938438,0.8382135080550518,0.01932209784014849,0.7592353662201028,1.0933052160682228,384,-0.015623054271377586,0.05659256405096782,id,4.933847372178855,4.934374999999999,7.138126118986086,8.850000000000001,False,32,0,True,0,0.0,,,,
