experiment,model,head,n_realizations,dof,horizon_samples,horizon_s,n_windows,n_quantiles,alpha,picp,mean_interval_width,winkler,crps,pinball,crossing_rate,picp_ci_lo,picp_ci_hi,regime,seed,deterministic,n_params,fit_time_s,best_epoch,epochs_run,best_val_loss,val_loss_name
probabilistic,dlinear_quantile,quantile,384,roll_rate,50,5.0,434304,9,0.1,0.9640367116121427,2.227053399894815,2.5148064867820827,0.18451945209364368,0.0922597260468219,0.017218353964043618,0.956750628591954,0.9718282009836428,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,roll_rate,100,10.0,434304,9,0.1,0.9576817160330091,4.7078654891736464,5.4265365591089925,0.43933519586590886,0.21966759793295457,5.7563365753020926e-05,0.9500174992631889,0.9662991245763337,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,roll_rate,150,15.0,434304,9,0.1,0.9397610890067787,5.847829831383795,7.378756699397118,0.6431640977007688,0.3215820488503845,0.0,0.9293833351753611,0.9513740375405245,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,pitch_rate,10,1.0,434304,9,0.1,0.817187960506926,0.06883326976165095,0.3086727628722105,0.025513301355606876,0.012756650677803431,0.5284409077512526,0.7915702480290304,0.8411681103558798,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,pitch_rate,20,2.0,434304,9,0.1,0.7999465811965812,0.39882420708789645,1.6341685358687903,0.13522590810751353,0.06761295405375674,0.4268738026819923,0.7745289589780431,0.8240617171382257,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,pitch_rate,30,3.0,434304,9,0.1,0.8087860116416151,0.8907060576297688,2.778722374332537,0.24638495477325129,0.12319247738662568,0.2752841327733569,0.7853979010094312,0.8305776598880048,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,pitch_rate,50,5.0,434304,9,0.1,0.8117493737105806,1.0633376280058657,3.0378330316633715,0.2648756972089947,0.13243784860449742,0.08754466917182434,0.7889345942012969,0.8333219933502799,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,pitch_rate,100,10.0,434304,9,0.1,0.8312978927203065,2.242221309467837,4.9647471394579155,0.48731014451291893,0.24365507225645947,0.010605474506336575,0.8111591189581491,0.8501897864168877,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,pitch_rate,150,15.0,434304,9,0.1,0.8731372494842322,2.7847410882062498,4.74154488770843,0.47971825179554345,0.23985912589777172,2.302534630120837e-06,0.8576859757220748,0.8885014298740053,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,heave_rate,10,1.0,434304,9,0.1,0.9417712017388742,0.029843614877107388,0.036464837364585764,0.0032638461545537144,0.0016319230772768585,0.48830312407898613,0.93292716622458,0.9505795479664014,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,heave_rate,20,2.0,434304,9,0.1,0.9227430555555556,0.1825279103385267,0.24707558604449031,0.02182069222343022,0.010910346111715109,0.36089006778661953,0.9116511130452403,0.9339902464633069,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,heave_rate,30,3.0,434304,9,0.1,0.9076637562628942,0.4207214068139004,0.6193796558730124,0.057278840990306924,0.028639420495153462,0.140281922340112,0.8951974308318597,0.9207062909851164,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,heave_rate,50,5.0,434304,9,0.1,0.9038369437076333,0.5128164023019214,0.7625869704879311,0.07577485531936445,0.03788742765968221,0.031406572354848214,0.891267349598438,0.9170028367226642,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,heave_rate,100,10.0,434304,9,0.1,0.8930127284114353,1.0834652959620972,1.615382942210616,0.17144672585177784,0.08572336292588899,0.00045129678750368407,0.8803522993110816,0.9057689429524021,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,heave_rate,150,15.0,434304,9,0.1,0.8825960617447687,1.3457902306910952,2.108470834319238,0.22632021059458626,0.11316010529729321,0.0,0.8691321631852343,0.8962019115642499,id,1,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,roll,10,1.0,434304,9,0.1,0.9687223695844386,0.21446597025574168,0.23920176770402857,0.014221127945345668,0.00711056397267283,0.37661868184497493,0.9619367424661067,0.976081673205865,id,2,False,542700,,,,,pinball
probabilistic,dlinear_quantile,quantile,384,roll,20,2.0,434304,9,0.1,0.9657474948423225,1.4086436127052728,1.599816563624732,0.09213059314486484,0.04606529657243238,0.20033663056292367,0.9583747789566756,0.9736818564876216,id,2,False,542700,,,,,pinball
