experiment,model,head,n_realizations,dof,horizon_samples,horizon_s,n_windows,n_quantiles,alpha,picp,mean_interval_width,winkler,crps,pinball,crossing_rate,picp_ci_lo,picp_ci_hi,regime,seed,deterministic,n_params,fit_time_s,best_epoch,epochs_run,best_val_loss,val_loss_name
probabilistic,tcn_gaussian,gaussian,384,roll_rate,30,3.0,434304,9,0.1,0.9690884725906278,0.1190770777178377,0.1314201484554952,0.0162826949076859,0.008141347453842951,0.0,0.9663510467322428,0.9716309313292072,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,50,5.0,434304,9,0.1,0.9514464522546419,0.2612180089063791,0.29830724058445957,0.03808392479052486,0.019041962395262423,0.0,0.9482919222480106,0.9544148223364279,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,100,10.0,434304,9,0.1,0.9271270814913056,0.8330151055645411,1.0252645963822717,0.1356495404234091,0.06782477021170463,0.0,0.9236132985190098,0.930788284243295,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,150,15.0,434304,9,0.1,0.9161071507515473,1.4857236193752403,1.8846210833081107,0.25116160827596434,0.12558080413798223,0.0,0.9128250027630416,0.9194066828765105,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,10,1.0,434304,9,0.1,0.9766822318007663,0.07924900683335753,0.08580708407130376,0.010537537342328283,0.005268768671164139,0.0,0.9744205095969644,0.978796016154583,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,20,2.0,434304,9,0.1,0.9681490384615384,0.15392320555703978,0.17032861207032893,0.021435252504854358,0.010717626252427179,0.0,0.9658415533819629,0.9701897173408488,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,30,3.0,434304,9,0.1,0.9568412908930151,0.233208758282007,0.2717217236149062,0.0348678380740024,0.017433919037001196,0.0,0.953166272933245,0.9603783294650752,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,50,5.0,434304,9,0.1,0.9315318302387268,0.5405324677147345,0.6637659510399277,0.08699030781482268,0.04349515390741133,0.0,0.9275528777077807,0.9355221227527262,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,100,10.0,434304,9,0.1,0.9123010610079576,1.376155233030166,1.744382183070967,0.2329061654824488,0.1164530827412244,0.0,0.9093568675397878,0.9153268217653993,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,150,15.0,434304,9,0.1,0.90072391688771,1.9692453945509343,2.5163960663761844,0.3383478436263812,0.1691739218131906,0.0,0.8977916965996169,0.9036966042219274,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,10,1.0,434304,9,0.1,0.9930394378131447,0.016547633873014694,0.016864201396253335,0.0017670430614599119,0.0008835215307299563,0.0,0.9923877629494547,0.9937466037614207,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,20,2.0,434304,9,0.1,0.9815820254936635,0.039344302112521934,0.041251936244171505,0.004816380903720146,0.0024081904518600747,0.0,0.9802136291629826,0.9828785827438844,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,30,3.0,434304,9,0.1,0.960308908045977,0.07293347092792285,0.08209207328001028,0.010352343225139268,0.005176171612569635,0.0,0.9575181209475391,0.9629663208259652,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,50,5.0,434304,9,0.1,0.9409031461833186,0.1305868639667038,0.15703392664485355,0.020357216693921595,0.010178608346960797,0.0,0.9366657341401415,0.9451904656646035,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,100,10.0,434304,9,0.1,0.9163420092838196,0.45178240730428776,0.5752154608021827,0.07581641322987819,0.03790820661493908,0.0,0.9127258210838491,0.9198537775383142,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,150,15.0,434304,9,0.1,0.9005627394636015,0.7986222251255831,1.0419152079193177,0.1384842814154414,0.06924214070772075,0.0,0.897334125405246,0.9040077342138225,id,0,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll,10,1.0,434304,9,0.1,0.9963896256999706,0.0619578914867574,0.06246328344501214,0.005515842164619148,0.002757921082309573,0.0,0.9958323547561155,0.9969053934571176,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll,20,2.0,434304,9,0.1,0.9817570181255526,0.1004054588971309,0.10461728027084255,0.011659493670961064,0.0058297468354805366,0.0,0.9797122522472739,0.9837233826996759,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll,30,3.0,434304,9,0.1,0.9716511936339522,0.17598081283287184,0.19046259182504974,0.02303973413952622,0.011519867069763112,0.0,0.9694798459143825,0.9737258348990568,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll,50,5.0,434304,9,0.1,0.9625009210138521,0.30018624411841965,0.3342185013607439,0.04084074484803544,0.020420372424017726,0.0,0.9593577885536398,0.9654690032788094,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll,100,10.0,434304,9,0.1,0.9341198791629826,1.0795391321209225,1.3073480162169249,0.17153626119311682,0.08576813059655854,0.0,0.9309030655946066,0.9372721641983495,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll,150,15.0,434304,9,0.1,0.9149973290598291,2.1930593712643898,2.8093275838114558,0.37209629748782075,0.18604814874391032,0.0,0.9111397201038903,0.9190229654804009,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch,10,1.0,434304,9,0.1,0.9768180813439434,0.05733658038137244,0.05965372028423453,0.006767033384350606,0.0033835166921753024,0.0,0.9742685998747421,0.9791426051797818,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch,20,2.0,434304,9,0.1,0.9712643678160919,0.16414477049956316,0.17939239163737805,0.022209872183202903,0.011104936091601446,0.0,0.9690877818302388,0.9735439922266431,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch,30,3.0,434304,9,0.1,0.9698068633952255,0.27278131061833955,0.29811707205668503,0.03693498987871201,0.018467494939356004,0.0,0.9676237727490421,0.9718286614905688,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch,50,5.0,434304,9,0.1,0.9529638225758915,0.5699926097106759,0.6720440905124876,0.08594104527653684,0.04297052263826842,0.0,0.949325472480106,0.956574196875921,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch,100,10.0,434304,9,0.1,0.9201043508694371,1.6349025376485895,2.015373628888441,0.2674312404860022,0.13371562024300113,0.0,0.9166780642130858,0.9234884435786914,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch,150,15.0,434304,9,0.1,0.9069799034777483,2.494697652208695,3.156522420616904,0.42208943815529,0.21104471907764497,0.0,0.9032476675324197,0.910541751860448,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave,10,1.0,434304,9,0.1,0.9963735079575596,0.01901440506277882,0.01928624667311963,0.0019985180062137026,0.000999259003106851,0.0,0.9956801572170645,0.9970090650788388,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave,20,2.0,434304,9,0.1,0.9930900935750073,0.041577738688999714,0.04238007829931512,0.004555639126768093,0.002277819563384046,0.0,0.9924522914824639,0.9937303133289125,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave,30,3.0,434304,9,0.1,0.9794222480106101,0.08948245062216358,0.09440953468198375,0.011218682615042334,0.005609341307521165,0.0,0.9777643655135574,0.9809607440870911,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave,50,5.0,434304,9,0.1,0.9510596264367817,0.24910030377290143,0.292731374230532,0.0374971982000199,0.018748599100009943,0.0,0.9473707932692308,0.954477739095196,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave,100,10.0,434304,9,0.1,0.9239449786324786,0.7021179136263522,0.8770515252327645,0.11421750863526442,0.05710875431763221,0.0,0.9194481284998527,0.9284028008031241,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave,150,15.0,434304,9,0.1,0.907735134836428,1.246349489020692,1.5981022739871236,0.2109426493968864,0.10547132469844317,0.0,0.903701381981285,0.9115860664419393,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,10,1.0,434304,9,0.1,0.9792058097553787,0.05068796053965312,0.05221715065218721,0.00561712523081199,0.002808562615405994,0.0,0.9761105700154731,0.9819944670092838,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,20,2.0,434304,9,0.1,0.9757681255526083,0.09652393247770687,0.10329334863392174,0.012334277073866015,0.006167138536933004,0.0,0.9735829050618922,0.9778661375442087,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,30,3.0,434304,9,0.1,0.9649945660182729,0.12189461123287937,0.13532420620820956,0.016735788907964445,0.008367894453982222,0.0,0.9617518489353081,0.9678874705275567,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,50,5.0,434304,9,0.1,0.9495952144120248,0.271964490181285,0.31023022642661174,0.039404132258509625,0.01970206612925482,0.0,0.9461777349506336,0.9529763138262599,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,100,10.0,434304,9,0.1,0.923951886236369,0.8450203885750933,1.044940309234504,0.1384491328791314,0.06922456643956568,0.0,0.9203824394893899,0.9275356086980548,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,150,15.0,434304,9,0.1,0.911681679192455,1.511219259182174,1.9229790765818444,0.256327725391674,0.12816386269583702,0.0,0.9080875953249337,0.9153383920019158,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,10,1.0,434304,9,0.1,0.9715752099911583,0.08918799242333819,0.09665695742015516,0.011915980907866072,0.005957990453933037,0.0,0.9691964039014146,0.9739146427387267,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,20,2.0,434304,9,0.1,0.97217847406425,0.16972165966218425,0.18513523324696207,0.023177623409033527,0.011588811704516769,0.0,0.9701613386015326,0.9741661946470674,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,30,3.0,434304,9,0.1,0.9541588380489242,0.2526404548541537,0.29695784278359016,0.03812267142789353,0.019061335713946765,0.0,0.950079955515031,0.9580438471669613,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,50,5.0,434304,9,0.1,0.9349718169761273,0.5729219120653755,0.699377546360794,0.09157606002702172,0.045788030013510846,0.0,0.9307603660109048,0.9388889464522546,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,100,10.0,434304,9,0.1,0.9156535514294135,1.4250350033317947,1.789541296178044,0.23969110684333098,0.11984555342166557,0.0,0.9122892605179782,0.9190603241047746,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,150,15.0,434304,9,0.1,0.9033764367816092,2.0142213719111184,2.5627996517112868,0.34468364523964323,0.17234182261982156,0.0,0.8999425517609785,0.9068679427313587,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,10,1.0,434304,9,0.1,0.9925927460949012,0.01836782057222928,0.01874858929680291,0.0020391136739222526,0.001019556836961126,0.0,0.9918512723806366,0.9933227071360153,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,20,2.0,434304,9,0.1,0.9805274646330681,0.04340207136774052,0.04547390361660544,0.005422524090865053,0.002711262045432527,0.0,0.9791778915229885,0.9818654675066313,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,30,3.0,434304,9,0.1,0.9597424845269673,0.07739956234245852,0.08718679470578587,0.011037551418577625,0.005518775709288813,0.0,0.956879282714412,0.9626325684313293,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,50,5.0,434304,9,0.1,0.9435694812849985,0.13726865919888445,0.1646566913537383,0.021331696142451718,0.010665848071225864,0.0,0.9390088509431181,0.9481055320697023,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,100,10.0,434304,9,0.1,0.9216608642793988,0.4661033813019032,0.5863026812329803,0.07723806590235907,0.03861903295117956,0.0,0.9178015284224874,0.9252600712864721,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,150,15.0,434304,9,0.1,0.906687481579723,0.815111985397765,1.044971393848545,0.13908407530925682,0.06954203765462841,0.0,0.903279039566755,0.910331530448718,id,1,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll,10,1.0,434304,9,0.1,0.9919963896257,0.05498740339761467,0.05570117912248551,0.006098672153228005,0.0030493360766140004,0.0,0.9910523504273504,0.9928507451002063,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll,20,2.0,434304,9,0.1,0.9835253647214854,0.10369730009123808,0.10780295192060738,0.012355520705735002,0.0061777603528674965,0.0,0.9817395764257294,0.9852922146699087,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll,30,3.0,434304,9,0.1,0.9722245247568524,0.17668108610943403,0.19192620914606906,0.023593611293405013,0.011796805646702513,0.0,0.969866383915414,0.9745846227527262,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll,50,5.0,434304,9,0.1,0.9626828212496316,0.3012433945925324,0.335923217353641,0.04160357258001124,0.020801786290005602,0.0,0.9598079916371943,0.9653909473548482,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll,100,10.0,434304,9,0.1,0.9280665156203949,1.0813645258746385,1.3210571156817685,0.17372703242047607,0.08686351621023804,0.0,0.9245179643751842,0.9314628693265546,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll,150,15.0,434304,9,0.1,0.9121122531682877,2.2922148906735704,2.9344488332457117,0.39190825853557076,0.19595412926778524,0.0,0.908780427995137,0.9156864776746243,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch,10,1.0,434304,9,0.1,0.9882731911287945,0.05623730076311319,0.05787734454918495,0.006463002390183508,0.0032315011950917543,0.0,0.9870824353448275,0.9893001215738285,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch,20,2.0,434304,9,0.1,0.9709443155025052,0.16275122410836093,0.17883393260278238,0.02229979281469646,0.011149896407348234,0.0,0.9685039741747715,0.9731570512820513,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch,30,3.0,434304,9,0.1,0.9659915635131152,0.26965105111797366,0.2972445919871483,0.03699656868500912,0.018498284342504574,0.0,0.9634746053455644,0.9681713154840849,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch,50,5.0,434304,9,0.1,0.9513566534040672,0.577503313681616,0.6852098145960116,0.08767737795604681,0.043838688978023434,0.0,0.9476877371610669,0.9548801645851753,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch,100,10.0,434304,9,0.1,0.918596190686708,1.6536266794783137,2.040887789513355,0.2717606317962431,0.13588031589812152,0.0,0.9155035988616268,0.9216471641983495,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch,150,15.0,434304,9,0.1,0.9048086133215444,2.5359819499101177,3.1780479195379567,0.42800794920558827,0.2140039746027942,0.0,0.9018741480621869,0.9075994579833481,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave,10,1.0,434304,9,0.1,0.9932075228411436,0.01668241663726321,0.016804729555928433,0.0017280246062655789,0.0008640123031327885,0.0,0.9910822258141763,0.9948908483458591,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave,20,2.0,434304,9,0.1,0.9918329096669614,0.03894901170773671,0.039716737741400505,0.0042980206275150335,0.0021490103137575176,0.0,0.9911559069223401,0.9924707693228706,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave,30,3.0,434304,9,0.1,0.9758095711759505,0.08575011979454554,0.0912724544543048,0.011045086494561322,0.005522543247280659,0.0,0.9741031627615679,0.9773550899830533,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave,50,5.0,434304,9,0.1,0.9507787172119069,0.24308641732627434,0.287585611470659,0.03665418964691301,0.01832709482345652,0.0,0.9470483808576482,0.9542823114684645,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave,100,10.0,434304,9,0.1,0.9214444260241674,0.694986687486214,0.872935804048087,0.11446656985211308,0.05723328492605654,0.0,0.9174071042403478,0.9255771878684056,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave,150,15.0,434304,9,0.1,0.9052852379899794,1.2350070723354714,1.6033251000367807,0.21278448751955362,0.10639224375977681,0.0,0.9016598396514884,0.9089543269230769,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,10,1.0,434304,9,0.1,0.97217847406425,0.05094816485679501,0.05320580182637078,0.0059937422145765595,0.00299687110728828,0.0,0.967853853521957,0.9762924126878868,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,20,2.0,434304,9,0.1,0.9650291040377247,0.0943511722649523,0.10206906037949989,0.012553673243020539,0.006276836621510271,0.0,0.9623555159519599,0.9677881737216327,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,30,3.0,434304,9,0.1,0.9625838122605364,0.12141970413884164,0.1353225159817858,0.016961798641245446,0.008480899320622723,0.0,0.959847422542735,0.9650198938992043,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,50,5.0,434304,9,0.1,0.9474492521367521,0.2683382192851522,0.30928954844034,0.03956790464696037,0.019783952323480174,0.0,0.944093307913351,0.9507695646367521,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,100,10.0,434304,9,0.1,0.9198349543177129,0.8366303217526557,1.0417137836614354,0.13840111261773655,0.06920055630886829,0.0,0.9164051562960507,0.9231532520999116,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,roll_rate,150,15.0,434304,9,0.1,0.9086998968464486,1.5095001546409512,1.9164848259655602,0.2559174108876599,0.12795870544383,0.0,0.9058581086059534,0.9115001819002359,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,10,1.0,434304,9,0.1,0.9777045571765399,0.09081260505891997,0.0972325644560762,0.01188039285429839,0.005940196427149194,0.0,0.975737214025199,0.9796440972222222,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,20,2.0,434304,9,0.1,0.9654182323902152,0.1683468458088706,0.18534791824509234,0.023369298787279343,0.011684649393639675,0.0,0.9631518475537872,0.9674383035845858,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,30,3.0,434304,9,0.1,0.9576379678750369,0.2592051889468882,0.30164661845661644,0.03880529700559991,0.019402648502799952,0.0,0.9541165865384615,0.9607608380305039,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,50,5.0,434304,9,0.1,0.931803529325081,0.5741734767074419,0.7041910322922919,0.09254355314333676,0.04627177657166839,0.0,0.9278661951075745,0.9353505263594164,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,100,10.0,434304,9,0.1,0.9139957264957265,1.438158311367218,1.8064200147797584,0.24187235983210115,0.12093617991605057,0.0,0.9107974483311229,0.9171368442381373,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,pitch_rate,150,15.0,434304,9,0.1,0.9001160477453581,2.052926686374695,2.6214827301602597,0.3527153086052743,0.17635765430263714,0.0,0.8966551655061893,0.903768040358827,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,10,1.0,434304,9,0.1,0.9909648541114059,0.017596099943211596,0.017985021743914736,0.0019601119891607894,0.000980055994580395,0.0,0.9901404891504568,0.9917526663351017,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,20,2.0,434304,9,0.1,0.9815543950781019,0.041153661528321825,0.04308716948609389,0.005092988294713506,0.0025464941473567534,0.0,0.9802119598253758,0.9828692574786324,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,30,3.0,434304,9,0.1,0.9594270372826408,0.07570714446583254,0.08540411569788106,0.010819932836636039,0.005409966418318018,0.0,0.9566361350574712,0.9622670410587976,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,50,5.0,434304,9,0.1,0.9434336317418214,0.1345169578833149,0.16070538813160498,0.020822539669908897,0.010411269834954447,0.0,0.9396640947354847,0.9473779886899498,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,100,10.0,434304,9,0.1,0.918236995284409,0.46084617943385,0.5863098128111742,0.07705530794451264,0.03852765397225631,0.0,0.9146746288314176,0.9215484430260832,id,2,False,255304,,,,,gaussian_nll
probabilistic,tcn_gaussian,gaussian,384,heave_rate,150,15.0,434304,9,0.1,0.9029228374594754,0.8126303888735235,1.052900916782399,0.1397948690051768,0.06989743450258841,0.0,0.899693993147657,0.9065153671161215,id,2,False,255304,,,,,gaussian_nll
probabilistic,lstm_quantile,quantile,384,roll,10,1.0,434304,9,0.1,0.9854940318302388,0.29333233856855623,0.307997190884542,0.03369037988647809,0.016845189943239053,0.1003467617152962,0.9839622131041851,0.9870644755747127,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,roll,20,2.0,434304,9,0.1,0.9709834585912173,0.2792314757997469,0.30127418383648935,0.035157101677812296,0.017578550838906148,0.07874668435013263,0.9678242083885942,0.9739697308797524,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,roll,30,3.0,434304,9,0.1,0.9749967764515178,0.3052351264221661,0.32597556028461533,0.03873589488692109,0.019367947443460546,0.15648485853227231,0.9716879766246684,0.978204264754642,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,roll,50,5.0,434304,9,0.1,0.9313361147951665,0.32909955945205166,0.3755717745462326,0.04776606903684865,0.023883034518424315,0.21260453507220747,0.9219462058834366,0.9390073542956087,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,roll,100,10.0,434304,9,0.1,0.913567455054524,0.8294304778415255,1.0522926254301777,0.1387548522068396,0.06937742610341985,0.14384394341290893,0.9090170134283819,0.9180828405909225,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,roll,150,15.0,434304,9,0.1,0.9246610669024462,1.8133845290339754,2.3223089110848667,0.3083772977029175,0.15418864885145883,0.11825817860300619,0.9203285601790451,0.9293002712385795,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,pitch,10,1.0,434304,9,0.1,0.9867281903919835,0.1077511150777328,0.11253999746978144,0.012828232138907856,0.006414116069453927,0.1251220343353964,0.9853162761567934,0.9881028035661656,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,pitch,20,2.0,434304,9,0.1,0.9802810934276451,0.12196325085323484,0.13020017493132252,0.016319785483963244,0.008159892741981626,0.16897841143530798,0.9783168011346891,0.9821116084585912,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,pitch,30,3.0,434304,9,0.1,0.9603802866195108,0.17134976699290652,0.19496943702760539,0.024932082888504244,0.012466041444252111,0.016193726053639848,0.9567651345601238,0.9638274687776305,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,pitch,50,5.0,434304,9,0.1,0.9215088969938108,0.3337543899905573,0.4035532259897759,0.05276089504831599,0.026380447524157993,0.195102969348659,0.9173474685934276,0.9261071162135278,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,pitch,100,10.0,434304,9,0.1,0.9037655651340997,1.2264898881147552,1.5436201135185201,0.20686837205194963,0.10343418602597484,0.003145262304745063,0.9010277938955202,0.9067199473180076,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,pitch,150,15.0,434304,9,0.1,0.9190198570586502,2.117089849984757,2.675359551304859,0.35776974001944417,0.178884870009722,0.0651410072207486,0.915215954722959,0.92298533976201,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,heave,10,1.0,434304,9,0.1,0.9937923666371942,0.07016152604825136,0.0719276028924653,0.007391494264364449,0.0036957471321822258,0.03579980842911877,0.992776948865311,0.9947756064876215,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,heave,20,2.0,434304,9,0.1,0.976408230179782,0.06400683871687482,0.06688946192589137,0.007201176172861995,0.0036005880864309974,0.15095186781609196,0.9742274420682286,0.9787254434681698,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,heave,30,3.0,434304,9,0.1,0.8817740568818155,0.07026383819282574,0.08369019401140963,0.009919643771330493,0.0049598218856652465,0.057148909519599174,0.8579965300803124,0.9028351108900677,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,heave,50,5.0,434304,9,0.1,0.8955247936928972,0.147283661015402,0.18842361698357163,0.0259497953685514,0.012974897684275701,0.07567049808429119,0.888003679450339,0.9023656816423519,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,heave,100,10.0,434304,9,0.1,0.9156236184792219,0.4939779796183852,0.6243182679692283,0.08267920906440974,0.04133960453220488,3.684055408193339e-05,0.911909399867374,0.9197293831049219,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,heave,150,15.0,434304,9,0.1,0.9087206196581197,1.0027329754367418,1.284614208330029,0.1707102605748628,0.08535513028743137,0.0016048666371942233,0.9048426908340701,0.9129443316202476,id,0,False,1246628,,,,,pinball
probabilistic,lstm_quantile,quantile,384,roll_rate,10,1.0,434304,9,0.1,0.9628002505157678,0.17383280264589587,0.18673354241402726,0.021706659853470398,0.010853329926735199,0.07264727011494253,0.9586444057618626,0.9665088854811377,id,0,False,1246628,,,,,pinball
