control,experiment,arm,regime,dof,horizon_samples,horizon_s,rmse_pipeline,rmse_raw,rel_diff,max_rel_diff,rtol,n_windows,model_matches_inline,asserted,enforced,passed
pipeline_sanity,e02_deep,reference,unseen_vessel,pitch_rate,50,5.0,1.2924442816593966,1.2924442841197408,1.9036365287576284e-09,6.203957677473511e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e02_deep,reference,unseen_vessel,heave_rate,50,5.0,0.7042908009678068,0.7042908103967768,1.3387892897326502e-08,6.203957677473511e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e02_deep,reference,unseen_vessel,roll,100,10.0,3.2711837174423755,3.271183745312212,8.51980164692304e-09,6.203957677473511e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e02_deep,reference,unseen_vessel,pitch,100,10.0,1.1519230167652903,1.1519230367720614,1.736814916449721e-08,6.203957677473511e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e02_deep,reference,unseen_vessel,heave,100,10.0,0.7165157776887954,0.7165157669051712,1.505008642361327e-08,6.203957677473511e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e02_deep,reference,unseen_vessel,roll_rate,100,10.0,1.455353575825439,1.4553535634670027,8.491707159392461e-09,6.203957677473511e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e02_deep,reference,unseen_vessel,pitch_rate,100,10.0,0.8284063471081613,0.8284063486752188,1.8916531558233953e-09,6.203957677473511e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e02_deep,reference,unseen_vessel,heave_rate,100,10.0,0.365701997816454,0.365702003278955,1.4937027848092015e-08,6.203957677473511e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e02_deep,reference,unseen_vessel,roll,150,15.0,1.6783489149818316,1.6783489245835506,5.720931347957309e-09,6.203957677473511e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e02_deep,reference,unseen_vessel,pitch,150,15.0,1.594989305569834,1.5949893326155224,1.695665782992544e-08,6.203957677473511e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e02_deep,reference,unseen_vessel,heave,150,15.0,0.9501655978176249,0.9501655853770888,1.3093018982400369e-08,6.203957677473511e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e02_deep,reference,unseen_vessel,roll_rate,150,15.0,0.8974121762920764,0.8974121710428434,5.849299916570243e-09,6.203957677473511e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e02_deep,reference,unseen_vessel,pitch_rate,150,15.0,1.0501412795295666,1.05014128148477,1.861847893272528e-09,6.203957677473511e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e02_deep,reference,unseen_vessel,heave_rate,150,15.0,0.5672327816435521,0.5672327891707528,1.3270038148875936e-08,6.203957677473511e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e03_probabilistic,not_an_arm,id,roll,10,1.0,1.9446628256827816,1.9446628367836762,5.708390389314465e-09,4.937348367734228e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e03_probabilistic,not_an_arm,id,pitch,10,1.0,0.896318966025245,0.8963189522135545,1.5409347781712483e-08,4.937348367734228e-08,1e-06,434304,True,True,True,True
pipeline_sanity,e03_probabilistic,not_an_arm,id,heave,10,1.0,0.44174333582178815,0.44174333992061293,9.278747202668657e-09,4.937348367734228e-08,1e-06,434304,True,True,True,True
