control,regime,subject_model,null_model,dof,horizon_samples,horizon_s,skill_subject,skill_null,excess,tol,asserted,passed
shuffle,unseen_vessel,shuffled,window_mean,pitch,50,5.0,0.7104748565783445,0.7099599794099374,0.0017751935314294087,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch,100,10.0,0.17435386886945226,0.17235863661923534,0.0024107449657503333,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,pitch,150,15.0,0.5447094871479536,0.5440356379924596,0.0014778548756030352,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave,10,1.0,-2.732909985909012,-2.7245527495777933,-0.0022438227870893446,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave,20,2.0,-0.0833801957633844,-0.0791038596563729,-0.003962858689406712,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave,30,3.0,0.430939153548219,0.4338973520110866,-0.005225551361359271,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave,50,5.0,0.6937721205094811,0.6942582772696753,-0.00159008968698382,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave,100,10.0,0.24177719228573358,0.2409090087894692,0.0011437146617692129,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,heave,150,15.0,0.47938776296846686,0.4789627188651604,0.0008157652411756589,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate,10,1.0,-3.977917873553535,-3.9828074108737894,0.0009812816183872863,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate,20,2.0,-0.48793960230433964,-0.48954077050106104,0.0010749408330614774,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate,30,3.0,0.21295486790998575,0.21203973213009852,0.0011613983816228801,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate,50,5.0,0.6058447677764418,0.6054190023709238,0.0010790317021759366,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate,100,10.0,0.6340794820168665,0.6325101333739264,0.004270454196052542,0.02,True,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate,150,15.0,-0.37770666362476635,-0.38461298818751777,0.004987909705940208,0.02,True,True
