model,dof,horizon_samples,horizon_s,n_windows,rmse,mae,rmse_persistence,skill,signal_std,nrmse,n_realizations,skill_ci_lo,skill_ci_hi,seed,deterministic,n_params,fit_time_s,best_epoch,epochs_run,best_val_loss,val_loss_name,regime
persistence,roll,10,1.0,542880,2.6983944345487956,1.6329574509719653,2.6983944345487956,0.0,5.0567053318459285,0.5336269878244534,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,roll,20,2.0,542880,5.190916990401267,3.1275446440795593,5.190916990401267,0.0,5.058101722258217,1.0262579274668588,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,roll,30,3.0,542880,7.291040393838889,4.3603869798389026,7.291040393838889,0.0,5.058718148754806,1.4412821943111351,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,roll,50,5.0,542880,9.760557569415065,5.695093914915296,9.760557569415065,0.0,5.058662539241705,1.929473945672244,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,roll,100,10.0,542880,5.02718980701522,2.802821697701118,5.02718980701522,0.0,5.062292920246066,0.9930657680652071,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,roll,150,15.0,542880,7.374083638485099,4.440785741734489,7.374083638485099,0.0,5.065170959625261,1.4558410164759097,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,pitch,10,1.0,542880,0.06419259594153902,0.04791401236999541,0.06419259594153902,0.0,0.09331800023822037,0.6878908225387322,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,pitch,20,2.0,542880,0.11932083976475145,0.08882699858711009,0.11932083976475145,0.0,0.09331311784801627,1.2787145314241375,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,pitch,30,3.0,542880,0.1581323770827971,0.11713035541824833,0.1581323770827971,0.0,0.0933093260053012,1.6947113847313942,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,pitch,50,5.0,542880,0.17469731727052137,0.12636845234075147,0.17469731727052137,0.0,0.09329922763600644,1.8724411948197246,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,pitch,100,10.0,542880,0.10629142820675849,0.07988724369223929,0.10629142820675849,0.0,0.09327196673014979,1.139586007811715,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,pitch,150,15.0,542880,0.13931379085811119,0.09905409400109695,0.13931379085811119,0.0,0.09328776110372569,1.4933769361578915,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,heave,10,1.0,542880,0.4420022912223382,0.30063927123510004,0.4420022912223382,0.0,0.7794698459399999,0.5670550227498622,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,heave,20,2.0,542880,0.8430990468253012,0.5707843701365951,0.8430990468253012,0.0,0.7795381170816457,1.08153665401457,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,heave,30,3.0,542880,1.1675647610562139,0.7838937488047429,1.1675647610562139,0.0,0.7795925331975873,1.4976602665334857,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,heave,50,5.0,542880,1.4948282814139655,0.971939576955159,1.4948282814139655,0.0,0.7797418971482062,1.917080878789616,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,heave,100,10.0,542880,0.8088824179867767,0.4964530464052882,0.8088824179867767,0.0,0.7798418820620302,1.0372390052300842,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,heave,150,15.0,542880,1.1495384153377484,0.7646654431638492,1.1495384153377484,0.0,0.7799149016983908,1.4739280052662702,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,roll_rate,10,1.0,542880,1.496522493983729,0.9495536752388926,1.496522493983729,0.0,2.7332887334068814,0.5475171633691267,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,roll_rate,20,2.0,542880,2.869729322989601,1.8107548215644067,2.869729322989601,0.0,2.733256744126837,1.0499303913384694,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,roll_rate,30,3.0,542880,4.009794338695159,2.506319870212279,4.009794338695159,0.0,2.733638938173776,1.4668339270049784,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,roll_rate,50,5.0,542880,5.284985224882037,3.1996147698885222,5.284985224882037,0.0,2.7350087097464617,1.932346762205361,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,roll_rate,100,10.0,542880,2.6414823571751724,1.5643149347142649,2.6414823571751724,0.0,2.736128999843485,0.9654085598033841,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,roll_rate,150,15.0,542880,4.093644502679639,2.5387644788257586,4.093644502679639,0.0,2.7370865408303726,1.4956211437281468,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,pitch_rate,10,1.0,542880,0.048713605157262044,0.03690747491364613,0.048713605157262044,0.0,0.06576512293290253,0.7407209624919663,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,pitch_rate,20,2.0,542880,0.08950371033534088,0.06769421738465344,0.08950371033534088,0.0,0.06576105880147227,1.3610442405671401,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,pitch_rate,30,3.0,542880,0.11622431527884762,0.0876023842074003,0.11622431527884762,0.0,0.06575441150073948,1.7675516003597804,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,pitch_rate,50,5.0,542880,0.11920509987056824,0.08827752341247687,0.11920509987056824,0.0,0.06574188233734778,1.8132291871242658,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,pitch_rate,100,10.0,542880,0.0838813737514642,0.06418099439667106,0.0838813737514642,0.0,0.06572507723549406,1.2762461039173194,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,pitch_rate,150,15.0,542880,0.09488319909746933,0.0689975214133196,0.09488319909746933,0.0,0.0657301350648849,1.4435266107974105,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,heave_rate,10,1.0,542880,0.27069553593565016,0.19156324074816905,0.27069553593565016,0.0,0.44901789131634606,0.6028613584685367,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,heave_rate,20,2.0,542880,0.5128966998925041,0.3615352140781937,0.5128966998925041,0.0,0.4490640117514402,1.1421460782219077,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,heave_rate,30,3.0,542880,0.7022072783425681,0.49145731200782944,0.7022072783425681,0.0,0.44910731984426616,1.5635623097527507,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,heave_rate,50,5.0,542880,0.8646383961207528,0.5878231229898905,0.8646383961207528,0.0,0.44913294867058995,1.9251279575013083,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,heave_rate,100,10.0,542880,0.4403061225551369,0.2976066623716509,0.4403061225551369,0.0,0.4491261128521456,0.9803618849035566,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
persistence,heave_rate,150,15.0,542880,0.6915545720642212,0.4710239193251789,0.6915545720642212,0.0,0.4491083042103025,1.539839200435691,480,0.0,0.0,0,True,0,0.0,,,,,unseen_heading
window_mean,roll,10,1.0,542880,5.654670822834055,3.2549657871529427,2.6983944345487956,-3.3914080297037987,5.0567053318459285,1.1182519944799398,480,-3.434201903586787,-3.334959111717857,0,True,0,0.0,,,,,unseen_heading
window_mean,roll,20,2.0,542880,5.771589262031328,3.3176740338577333,5.190916990401267,-0.23623964106442408,5.058101722258217,1.1410583612095824,480,-0.24802311829816626,-0.22070148736035766,0,True,0,0.0,,,,,unseen_heading
window_mean,roll,30,3.0,542880,5.721600777945044,3.2888486386118063,7.291040393838889,0.38417673066168834,5.058718148754806,1.1310376679818395,480,0.3789993025207284,0.3908740191093473,0,True,0,0.0,,,,,unseen_heading
window_mean,roll,50,5.0,542880,5.201813850657647,3.005275215096246,9.760557569415065,0.715972521215032,5.058662539241705,1.0282982528100009,480,0.7148107469493263,0.7173598988437526,0,True,0,0.0,,,,,unseen_heading
window_mean,roll,100,10.0,542880,4.7242370511666065,2.7977528154206257,5.02718980701522,0.11689407791345241,5.062292920246066,0.9332208004543863,480,0.09525057452061107,0.13359885772928873,0,True,0,0.0,,,,,unseen_heading
window_mean,roll,150,15.0,542880,5.636092473329915,3.2231436175563752,7.374083638485099,0.4158288541685238,5.065170959625261,1.1127151518192573,480,0.4054701782230439,0.4284520195835894,0,True,0,0.0,,,,,unseen_heading
window_mean,pitch,10,1.0,542880,0.09815905011334584,0.07142828892073531,0.06419259594153902,-1.3382493183345203,0.09331800023822037,1.051876914022668,480,-1.3777167011833293,-1.2955616168564454,0,True,0,0.0,,,,,unseen_heading
window_mean,pitch,20,2.0,542880,0.1004785336444296,0.07307895001363285,0.11932083976475145,0.29088940469089763,0.09331311784801627,1.0767889441662855,480,0.2799380283392068,0.3026466721270059,0,True,0,0.0,,,,,unseen_heading
window_mean,pitch,30,3.0,542880,0.10003679690565283,0.07264264133417972,0.1581323770827971,0.5997991964814176,0.0933093260053012,1.0720985906593026,480,0.5946514772976218,0.6053437223150316,0,True,0,0.0,,,,,unseen_heading
window_mean,pitch,50,5.0,542880,0.09335727631633672,0.06767171049580141,0.17469731727052137,0.7144225746413116,0.09329922763600644,1.0006221775013695,480,0.713692458573808,0.7151694865665204,0,True,0,0.0,,,,,unseen_heading
window_mean,pitch,100,10.0,542880,0.09359591329124649,0.06871326313578263,0.10629142820675849,0.22461519204297198,0.09327196673014979,1.0034731395986742,480,0.21288177078335752,0.23729092889985343,0,True,0,0.0,,,,,unseen_heading
window_mean,pitch,150,15.0,542880,0.09485016394773929,0.0686972522820636,0.13931379085811119,0.5364592149871525,0.09328776110372569,1.0167482081843124,480,0.5279458728630895,0.5448224669507352,0,True,0,0.0,,,,,unseen_heading
window_mean,heave,10,1.0,542880,0.8377474226812863,0.5373683222694567,0.4420022912223382,-2.592337729181344,0.7794698459399999,1.0747656590499748,480,-2.673047520407293,-2.497173628757729,0,True,0,0.0,,,,,unseen_heading
window_mean,heave,20,2.0,542880,0.8616116865571696,0.5522197582655151,0.8430990468253012,-0.044397840695372004,0.7795381170816457,1.1052848702033744,480,-0.06667197495296069,-0.017784621332557437,0,True,0,0.0,,,,,unseen_heading
window_mean,heave,30,3.0,542880,0.8649385142668108,0.5540701815843415,1.1675647610562139,0.4512070618491698,0.7795925331975873,1.1094751135175285,480,0.4409402259166707,0.46342699527435177,0,True,0,0.0,,,,,unseen_heading
window_mean,heave,50,5.0,542880,0.8146822423199743,0.5222226355972196,1.4948282814139655,0.7029743955457782,0.7797418971482062,1.0448101420477178,480,0.7007694197251468,0.7054510832369592,0,True,0,0.0,,,,,unseen_heading
window_mean,heave,100,10.0,542880,0.7411954815050441,0.4892710306401287,0.8088824179867767,0.16035687763946382,0.7798418820620302,0.9504432867149958,480,0.1228845314313721,0.19119584613257615,0,True,0,0.0,,,,,unseen_heading
