source_experiment,model,dof,horizon_samples,horizon_s,n_windows,rmse,mae,rmse_persistence,skill,signal_std,nrmse,n_realizations,skill_ci_lo,skill_ci_hi,regime,seed,deterministic,n_params,fit_time_s,best_epoch,epochs_run,best_val_loss,val_loss_name,matched_n_samples,matched_lookback,matched_stride,matched_max_horizon,matched_lookbacks,matched_n_origins,matched_origin_first,matched_origin_last,matched_origin_stride,matched_windows_before
e04d_lookback_10s,persistence,roll,10,1.0,418944,1.946101998200778,1.0387516073648033,1.946101998200778,0.0,3.687222002970601,0.527796264134057,384,0.0,0.0,id,0,True,0,0.0,,,,,6000,100,5,150,100|200|400,1091,399,5849,5,1151
e04d_lookback_10s,persistence,roll,20,2.0,418944,3.7473419454951267,1.9913290180143757,3.7473419454951267,0.0,3.6877754460978944,1.0161524204138461,384,0.0,0.0,id,0,True,0,0.0,,,,,6000,100,5,150,100|200|400,1091,399,5849,5,1151
e04d_lookback_10s,persistence,roll,30,3.0,418944,5.271807875460294,2.7807735313541913,5.271807875460294,0.0,3.688478647638728,1.4292634929133112,384,0.0,0.0,id,0,True,0,0.0,,,,,6000,100,5,150,100|200|400,1091,399,5849,5,1151
e04d_lookback_10s,persistence,roll,50,5.0,418944,7.095209200338833,3.6557532381095346,7.095209200338833,0.0,3.69030276033271,1.922663169159363,384,0.0,0.0,id,0,True,0,0.0,,,,,6000,100,5,150,100|200|400,1091,399,5849,5,1151
e04d_lookback_10s,persistence,roll,100,10.0,418944,3.804204103629221,1.885504257926785,3.804204103629221,0.0,3.694076084821685,1.029812060249661,384,0.0,0.0,id,0,True,0,0.0,,,,,6000,100,5,150,100|200|400,1091,399,5849,5,1151
e04d_lookback_10s,persistence,roll,150,15.0,418944,5.250462509042711,2.7773174781558736,5.250462509042711,0.0,3.6967972023470375,1.4202733397734872,384,0.0,0.0,id,0,True,0,0.0,,,,,6000,100,5,150,100|200|400,1091,399,5849,5,1151
e04d_lookback_10s,persistence,pitch,10,1.0,418944,0.8961445522257173,0.5664447414393583,0.8961445522257173,0.0,1.2403442750018743,0.7224966247571571,384,0.0,0.0,id,0,True,0,0.0,,,,,6000,100,5,150,100|200|400,1091,399,5849,5,1151
e04d_lookback_10s,persistence,pitch,20,2.0,418944,1.6391044952010894,1.0363909539747107,1.6391044952010894,0.0,1.240393189409016,1.3214394509712188,384,0.0,0.0,id,0,True,0,0.0,,,,,6000,100,5,150,100|200|400,1091,399,5849,5,1151
e04d_lookback_10s,persistence,pitch,30,3.0,418944,2.1211392964818465,1.3391519033223291,2.1211392964818465,0.0,1.2402854523142828,1.7102025122716342,384,0.0,0.0,id,0,True,0,0.0,,,,,6000,100,5,150,100|200|400,1091,399,5849,5,1151
e04d_lookback_10s,persistence,pitch,50,5.0,418944,2.2310378680012577,1.3765761080964813,2.2310378680012577,0.0,1.240068055500173,1.799125344859709,384,0.0,0.0,id,0,True,0,0.0,,,,,6000,100,5,150,100|200|400,1091,399,5849,5,1151
