model,seed,vessel,ss,heading_deg,speed_kn,dof,horizon_samples,horizon_s,n_realizations,n_windows,rmse,mae,rmse_persistence,skill,sse,sae,sse_persistence,regime
ar20,0,frigate,SS3,45.0,0.0,pitch_rate_imu,30,3.0,8,9048,0.13337500088584758,0.1062917102076463,0.7935531743593712,0.9717514081250187,160.95388451304098,961.7273939587838,5697.766643568231,id
ar20,0,frigate,SS3,45.0,0.0,pitch_rate_imu,50,5.0,8,9048,0.25132857779666434,0.20101762259955658,0.6849799273647837,0.8653742743788738,571.5264567484758,1818.807449280788,4245.298988076828,id
ar20,0,frigate,SS3,45.0,0.0,pitch_rate_imu,100,10.0,8,9048,0.4047116097399446,0.32388479637794904,0.7023471851287795,0.6679621190968389,1481.9853749034733,2930.509637627683,4463.30211141088,id
ar20,0,frigate,SS3,45.0,0.0,pitch_rate_imu,150,15.0,8,9048,0.41750708700860173,0.3328486809686936,0.44103147200758014,0.10383384106364524,1577.1764933713887,3011.6148654047392,1759.9152541570127,id
ar20,0,frigate,SS3,45.0,0.0,roll_imu,10,1.0,8,9048,0.03916645652905144,0.03117347885650652,0.2230177574797324,0.9691574928166853,13.879734396596703,282.057636693671,450.01965352886054,id
ar20,0,frigate,SS3,45.0,0.0,roll_imu,20,2.0,8,9048,0.10199810188532239,0.0810338009648947,0.40910283328127767,0.9378388264020394,94.13188850771148,733.1938311303672,1514.3196799424609,id
ar20,0,frigate,SS3,45.0,0.0,roll_imu,30,3.0,8,9048,0.19431712811333032,0.155604010701198,0.5334955250971353,0.8673337038121456,341.6447555252661,1407.9050888244394,2575.2189165023487,id
ar20,0,frigate,SS3,45.0,0.0,roll_imu,50,5.0,8,9048,0.29739741516970086,0.23650219756438823,0.5476512289914394,0.7051057898585322,800.2523736289564,2139.8718835625846,2713.6930672360654,id
ar20,0,frigate,SS3,45.0,0.0,roll_imu,100,10.0,8,9048,0.48524185833057565,0.38577920482781264,0.3889887227385625,-0.5561178805604132,2130.4390134166474,3490.530245282049,1369.0730246280575,id
ar20,0,frigate,SS3,45.0,0.0,roll_imu,150,15.0,8,9048,0.6470305680644057,0.513417149434486,0.3991798275163437,-1.6273166934059584,3787.932134776196,4645.39836808323,1441.7493499292077,id
ar20,0,frigate,SS3,45.0,0.0,roll_rate_imu,10,1.0,8,9048,0.05107205386284044,0.04094808537889924,0.17799674251093434,0.9176729530115706,23.60039319683678,370.49827650828036,286.6663394370709,id
ar20,0,frigate,SS3,45.0,0.0,roll_rate_imu,20,2.0,8,9048,0.0903101687727363,0.0722296949740878,0.32333445130649596,0.9219865749277129,73.79482372986152,653.5342801255464,945.9246746503355,id
ar20,0,frigate,SS3,45.0,0.0,roll_rate_imu,30,3.0,8,9048,0.10709213547342995,0.08565401216475851,0.41670834306304444,0.9339533543081697,103.76902814538774,774.997502066735,1571.1475890776921,id
ar20,0,frigate,SS3,45.0,0.0,roll_rate_imu,50,5.0,8,9048,0.1323948133243847,0.1063083012520976,0.4075812642557617,0.8944851662489329,158.59684191335765,961.8775097289791,1503.076262125597,id
ar20,0,frigate,SS3,45.0,0.0,roll_rate_imu,100,10.0,8,9048,0.28615233257225453,0.22917508267461342,0.32584792159972603,0.22880417391699637,740.8788084858334,2073.5761480399024,960.6883017622722,id
ar20,0,frigate,SS3,45.0,0.0,roll_rate_imu,150,15.0,8,9048,0.3428885015882525,0.27276891010218157,0.2819234917685087,-0.47925590646188154,1063.7962018699625,2468.0130986045388,719.1427779486612,id
