control,regime,subject_model,null_model,dof,horizon_samples,horizon_s,skill_subject,skill_null,excess,tol,passed
shuffle,unseen_vessel,shuffled,window_mean,pitch_imu,30,3.0,0.5621318405030187,0.563972541350271,-0.0042215250685186945,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_imu,50,5.0,0.7103878992008277,0.7099092208750395,0.0016500983837959282,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_imu,100,10.0,0.1743536013357806,0.17252851578028372,0.0022056174627188563,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_imu,150,15.0,0.5443665738619798,0.5440030177219135,0.0007972775132196741,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,heave_imu,10,1.0,-2.713082663681819,-2.697246478397327,-0.004283237641044879,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,heave_imu,20,2.0,-0.07635667371756205,-0.07158388549739758,-0.004453956694159489,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,heave_imu,30,3.0,0.43607050007882475,0.4378407337768062,-0.0031489896268623863,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,heave_imu,50,5.0,0.6956504465514048,0.6960549261595332,-0.001330765466989181,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,heave_imu,100,10.0,0.22410810729669184,0.2229119733763063,0.0015392515125763895,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,heave_imu,150,15.0,0.4857491411638776,0.4849622176374202,0.0015278947553082345,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate_imu,10,1.0,-3.9611829426980494,-3.967096379628539,0.0011905218821084418,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate_imu,20,2.0,-0.4887369979870717,-0.4886312531871595,-7.103491861126798e-05,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate_imu,30,3.0,0.21156288441405235,0.2121640096077262,-0.0007630080384808391,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate_imu,50,5.0,0.6057238061981585,0.6053873888213723,0.0008525256599917208,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate_imu,100,10.0,0.6343326579905676,0.6324751220400737,0.0050541774499859304,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,roll_rate_imu,150,15.0,-0.37641904188217756,-0.38380015699234815,0.005333945854012034,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate_imu,10,1.0,-1.15556722855553,-1.1480098163658368,-0.003518332240436184,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate_imu,20,2.0,0.3367981577602994,0.33751856135707736,-0.0010874321222549277,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate_imu,30,3.0,0.6177609113633552,0.6170690745878451,0.0018066881768963317,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate_imu,50,5.0,0.7054827909752269,0.7060580132181016,-0.001956924388966108,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate_imu,100,10.0,0.26594588391846874,0.266421589383536,-0.0006484725534214864,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,pitch_rate_imu,150,15.0,0.5441041567750085,0.5442133386866896,-0.00023954608800225152,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate_imu,10,1.0,-2.2350014584436746,-2.22544234870748,-0.002963658531991875,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate_imu,20,2.0,0.058542300603225295,0.0601201369194887,-0.0016787638274236016,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate_imu,30,3.0,0.4992732086415842,0.49990807272889015,-0.0012694947722318162,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate_imu,50,5.0,0.7105285631153504,0.7119485419453688,-0.00492960125808195,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate_imu,100,10.0,0.04063986655345453,0.04139452542239308,-0.0007872465669687134,0.02,True
shuffle,unseen_vessel,shuffled,window_mean,heave_rate_imu,150,15.0,0.5500629402146219,0.5500499532775995,2.8863064060025145e-05,0.02,True
