control,regime,subject_model,null_model,dof,horizon_samples,horizon_s,skill_subject,skill_null,excess,tol,asserted,enforced,passed
untrained,unseen_seastate,untrained,persistence,pitch,150,15.0,0.3874029098412036,0.0,0.3874029098412036,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave,10,1.0,-2.3808692750617593,0.0,-2.3808692750617593,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,heave,20,2.0,-0.06394352169511053,0.0,-0.06394352169511053,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,heave,30,3.0,0.3607205899514959,0.0,0.3607205899514959,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave,50,5.0,0.6722344071717241,0.0,0.6722344071717241,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave,100,10.0,0.25619767199812693,0.0,0.25619767199812693,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave,150,15.0,0.40256988185856724,0.0,0.40256988185856724,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,roll_rate,10,1.0,-2.942659582099932,0.0,-2.942659582099932,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,roll_rate,20,2.0,-0.42385269689439187,0.0,-0.42385269689439187,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,roll_rate,30,3.0,0.19140387851074436,0.0,0.19140387851074436,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,roll_rate,50,5.0,0.7653315561851353,0.0,0.7653315561851353,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,roll_rate,100,10.0,0.036212046442793855,0.0,0.036212046442793855,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,roll_rate,150,15.0,0.28278122865135513,0.0,0.28278122865135513,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,pitch_rate,10,1.0,-2.3197575098897154,0.0,-2.3197575098897154,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,pitch_rate,20,2.0,0.36420146500571826,0.0,0.36420146500571826,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,pitch_rate,30,3.0,0.26857883008766215,0.0,0.26857883008766215,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,pitch_rate,50,5.0,0.678673718605316,0.0,0.678673718605316,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,pitch_rate,100,10.0,0.2905494661444805,0.0,0.2905494661444805,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,pitch_rate,150,15.0,0.44306196365678485,0.0,0.44306196365678485,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave_rate,10,1.0,-1.8295132309284408,0.0,-1.8295132309284408,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,heave_rate,20,2.0,0.1334400923968655,0.0,0.1334400923968655,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave_rate,30,3.0,0.5267150407241559,0.0,0.5267150407241559,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave_rate,50,5.0,0.6403713546953227,0.0,0.6403713546953227,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave_rate,100,10.0,-0.07131494243257208,0.0,-0.07131494243257208,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,heave_rate,150,15.0,0.48824261154885384,0.0,0.48824261154885384,0.0,True,False,False
