regime,grid_kind,ss,heading_deg,speed_kn,model,record,threshold_set,rule,scorable,base_rate,always_yes_sample_f1,n_onsets_true,n_onsets_pred,n_matched,precision,recall,f1,false_alarms_per_min,lead_p10,median_lead_time_s,lead_p90,n_onsets_true_raw,n_excluded_true,n_excluded_pred,n_windows,duration_s,peak_roll_deg,peak_pitch_deg,peak_heave_rate_mps,roll_limit_deg,pitch_limit_deg,heave_rate_limit_mps,sustain_s,n_records
unseen_vessel,mss,SS5,180.0,6.0,tcn|0,S175_h180.0_u06.0_s001,permissive,point,False,0.9993103448275862,0.9996550534667127,0,270,0,,,,27.93103448275862,,,,2,2,0,1131,580.0,1.38966e-06,2.02718,0.524611,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|0,S175_h180.0_u06.0_s001,strict,point,True,0.8212068965517242,0.9018271324434347,16,237,13,0.05485232067510549,0.8125,0.10276679841897234,23.17241379310345,0.6,1.8,5.080000000000002,17,1,0,1131,580.0,1.38966e-06,2.02718,0.524611,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|0,S175_h180.0_u06.0_s002,permissive,point,False,1.0,1.0,0,270,0,,,,27.93103448275862,,,,1,1,0,1131,580.0,1.52742e-06,1.99797,0.458821,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|0,S175_h180.0_u06.0_s002,strict,point,True,0.7808620689655172,0.8769483977151709,14,219,7,0.0319634703196347,0.5,0.06008583690987124,21.93103448275862,0.76,1.2,9.58,15,1,0,1131,580.0,1.52742e-06,1.99797,0.458821,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|1,S175_h180.0_u06.0_s000,permissive,point,False,1.0,1.0,0,188,0,,,,19.448275862068964,,,,1,1,0,1131,580.0,1.63913e-06,1.73749,0.424831,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|1,S175_h180.0_u06.0_s000,strict,point,True,0.775,0.8732394366197184,16,289,11,0.03806228373702422,0.6875,0.0721311475409836,28.75862068965517,0.4,1.1,9.0,18,2,0,1131,580.0,1.63913e-06,1.73749,0.424831,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|1,S175_h180.0_u06.0_s001,permissive,point,False,0.9993103448275862,0.9996550534667127,0,233,0,,,,24.103448275862068,,,,2,2,0,1131,580.0,1.38966e-06,2.02718,0.524611,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|1,S175_h180.0_u06.0_s001,strict,point,True,0.8212068965517242,0.9018271324434347,16,257,12,0.04669260700389105,0.75,0.0879120879120879,25.344827586206897,0.6,1.75,9.73,17,1,0,1131,580.0,1.38966e-06,2.02718,0.524611,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|1,S175_h180.0_u06.0_s002,permissive,point,False,1.0,1.0,0,266,0,,,,27.517241379310345,,,,1,1,0,1131,580.0,1.52742e-06,1.99797,0.458821,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|1,S175_h180.0_u06.0_s002,strict,point,True,0.7808620689655172,0.8769483977151709,14,236,9,0.038135593220338986,0.6428571428571429,0.07200000000000001,23.482758620689655,0.44,1.4,7.420000000000001,15,1,0,1131,580.0,1.52742e-06,1.99797,0.458821,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|2,S175_h180.0_u06.0_s000,permissive,point,False,1.0,1.0,0,168,0,,,,17.379310344827587,,,,1,1,0,1131,580.0,1.63913e-06,1.73749,0.424831,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|2,S175_h180.0_u06.0_s000,strict,point,True,0.775,0.8732394366197184,16,286,11,0.038461538461538464,0.6875,0.07284768211920531,28.448275862068964,0.3,1.6,6.6,18,2,0,1131,580.0,1.63913e-06,1.73749,0.424831,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|2,S175_h180.0_u06.0_s001,permissive,point,False,0.9993103448275862,0.9996550534667127,0,232,0,,,,24.0,,,,2,2,0,1131,580.0,1.38966e-06,2.02718,0.524611,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|2,S175_h180.0_u06.0_s001,strict,point,True,0.8212068965517242,0.9018271324434347,16,254,14,0.05511811023622047,0.875,0.1037037037037037,24.82758620689655,0.39,1.35,8.510000000000005,17,1,0,1131,580.0,1.38966e-06,2.02718,0.524611,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|2,S175_h180.0_u06.0_s002,permissive,point,False,1.0,1.0,0,276,0,,,,28.551724137931036,,,,1,1,0,1131,580.0,1.52742e-06,1.99797,0.458821,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,tcn|2,S175_h180.0_u06.0_s002,strict,point,True,0.7808620689655172,0.8769483977151709,14,208,9,0.04326923076923077,0.6428571428571429,0.08108108108108109,20.586206896551722,0.58,1.6,11.62,15,1,0,1131,580.0,1.52742e-06,1.99797,0.458821,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|0,S175_h180.0_u06.0_s000,permissive,point,False,1.0,1.0,0,65,0,,,,6.724137931034483,,,,1,1,0,1131,580.0,1.63913e-06,1.73749,0.424831,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|0,S175_h180.0_u06.0_s000,strict,point,True,0.775,0.8732394366197184,16,177,7,0.03954802259887006,0.4375,0.07253886010362694,17.586206896551722,3.46,7.1,10.76,18,2,0,1131,580.0,1.63913e-06,1.73749,0.424831,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|0,S175_h180.0_u06.0_s001,permissive,point,False,0.9993103448275862,0.9996550534667127,0,128,0,,,,13.241379310344827,,,,2,2,0,1131,580.0,1.38966e-06,2.02718,0.524611,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|0,S175_h180.0_u06.0_s001,strict,point,True,0.8212068965517242,0.9018271324434347,16,158,3,0.0189873417721519,0.1875,0.034482758620689655,16.03448275862069,0.96,2.4,5.52,17,1,0,1131,580.0,1.38966e-06,2.02718,0.524611,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|0,S175_h180.0_u06.0_s002,permissive,point,False,1.0,1.0,0,113,0,,,,11.689655172413794,,,,1,1,0,1131,580.0,1.52742e-06,1.99797,0.458821,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|0,S175_h180.0_u06.0_s002,strict,point,True,0.7808620689655172,0.8769483977151709,14,162,4,0.024691358024691357,0.2857142857142857,0.045454545454545456,16.344827586206897,4.29,5.35,9.770000000000001,15,1,0,1131,580.0,1.52742e-06,1.99797,0.458821,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|1,S175_h180.0_u06.0_s000,permissive,point,False,1.0,1.0,0,34,0,,,,3.5172413793103448,,,,1,1,0,1131,580.0,1.63913e-06,1.73749,0.424831,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|1,S175_h180.0_u06.0_s000,strict,point,True,0.775,0.8732394366197184,16,177,7,0.03954802259887006,0.4375,0.07253886010362694,17.586206896551722,1.8400000000000003,5.9,11.54,18,2,0,1131,580.0,1.63913e-06,1.73749,0.424831,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|1,S175_h180.0_u06.0_s001,permissive,point,False,0.9993103448275862,0.9996550534667127,0,109,0,,,,11.275862068965518,,,,2,2,0,1131,580.0,1.38966e-06,2.02718,0.524611,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|1,S175_h180.0_u06.0_s001,strict,point,True,0.8212068965517242,0.9018271324434347,16,128,4,0.03125,0.25,0.05555555555555555,12.827586206896552,3.3300000000000005,9.75,10.92,17,1,0,1131,580.0,1.38966e-06,2.02718,0.524611,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|1,S175_h180.0_u06.0_s002,permissive,point,False,1.0,1.0,0,88,0,,,,9.10344827586207,,,,1,1,0,1131,580.0,1.52742e-06,1.99797,0.458821,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|1,S175_h180.0_u06.0_s002,strict,point,True,0.7808620689655172,0.8769483977151709,14,220,4,0.01818181818181818,0.2857142857142857,0.034188034188034185,22.344827586206897,2.88,4.9,6.29,15,1,0,1131,580.0,1.52742e-06,1.99797,0.458821,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|2,S175_h180.0_u06.0_s000,permissive,point,False,1.0,1.0,0,36,0,,,,3.7241379310344827,,,,1,1,0,1131,580.0,1.63913e-06,1.73749,0.424831,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|2,S175_h180.0_u06.0_s000,strict,point,True,0.775,0.8732394366197184,16,178,5,0.028089887640449437,0.3125,0.051546391752577324,17.896551724137932,2.42,6.2,9.16,18,2,0,1131,580.0,1.63913e-06,1.73749,0.424831,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|2,S175_h180.0_u06.0_s001,permissive,point,False,0.9993103448275862,0.9996550534667127,0,130,0,,,,13.448275862068966,,,,2,2,0,1131,580.0,1.38966e-06,2.02718,0.524611,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|2,S175_h180.0_u06.0_s001,strict,point,True,0.8212068965517242,0.9018271324434347,16,143,2,0.013986013986013986,0.125,0.025157232704402517,14.586206896551724,3.1,7.1,11.1,17,1,0,1131,580.0,1.38966e-06,2.02718,0.524611,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|2,S175_h180.0_u06.0_s002,permissive,point,False,1.0,1.0,0,96,0,,,,9.931034482758621,,,,1,1,0,1131,580.0,1.52742e-06,1.99797,0.458821,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,transformer|2,S175_h180.0_u06.0_s002,strict,point,True,0.7808620689655172,0.8769483977151709,14,161,5,0.031055900621118012,0.35714285714285715,0.05714285714285714,16.137931034482758,1.98,7.3,11.66,15,1,0,1131,580.0,1.52742e-06,1.99797,0.458821,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,window_mean|0,S175_h180.0_u06.0_s000,permissive,point,False,1.0,1.0,0,0,0,,,,0.0,,,,1,1,0,1131,580.0,1.63913e-06,1.73749,0.424831,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,window_mean|0,S175_h180.0_u06.0_s000,strict,point,True,0.775,0.8732394366197184,16,0,0,0.0,0.0,0.0,0.0,,,,18,2,0,1131,580.0,1.63913e-06,1.73749,0.424831,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,window_mean|0,S175_h180.0_u06.0_s001,permissive,point,False,0.9993103448275862,0.9996550534667127,0,0,0,,,,0.0,,,,2,2,0,1131,580.0,1.38966e-06,2.02718,0.524611,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,window_mean|0,S175_h180.0_u06.0_s001,strict,point,True,0.8212068965517242,0.9018271324434347,16,0,0,0.0,0.0,0.0,0.0,,,,17,1,0,1131,580.0,1.38966e-06,2.02718,0.524611,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,6.0,window_mean|0,S175_h180.0_u06.0_s002,permissive,point,False,1.0,1.0,0,0,0,,,,0.0,,,,1,1,0,1131,580.0,1.52742e-06,1.99797,0.458821,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,6.0,window_mean|0,S175_h180.0_u06.0_s002,strict,point,True,0.7808620689655172,0.8769483977151709,14,0,0,0.0,0.0,0.0,0.0,,,,15,1,0,1131,580.0,1.52742e-06,1.99797,0.458821,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,always_quiescent,S175_h180.0_u12.0_s000,permissive,point,True,0.9975862068965518,0.9987916450889004,1,1131,1,0.0008841732979664014,1.0,0.0017667844522968198,116.89655172413794,0.0,0.0,0.0,3,2,0,1131,580.0,1.42929e-06,2.21797,0.686566,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,always_quiescent,S175_h180.0_u12.0_s000,strict,point,True,0.6529310344827586,0.7900281631375821,21,1131,20,0.01768346595932803,0.9523809523809523,0.034722222222222224,114.93103448275862,-0.1,0.1,0.3,22,1,0,1131,580.0,1.42929e-06,2.21797,0.686566,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,always_quiescent,S175_h180.0_u12.0_s001,permissive,point,False,0.9987931034482759,0.9993961873544381,0,1131,0,,,,117.0,,,,2,2,0,1131,580.0,1.32074e-06,2.09007,0.550241,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,always_quiescent,S175_h180.0_u12.0_s001,strict,point,True,0.7167241379310345,0.8349904589735865,18,1131,18,0.015915119363395226,1.0,0.031331592689295036,115.13793103448276,-0.1,0.1,0.3,19,1,0,1131,580.0,1.32074e-06,2.09007,0.550241,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,always_quiescent,S175_h180.0_u12.0_s002,permissive,point,False,1.0,1.0,0,1131,0,,,,117.0,,,,1,1,0,1131,580.0,1.36213e-06,1.87615,0.671755,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,always_quiescent,S175_h180.0_u12.0_s002,strict,point,True,0.6856896551724138,0.8135419862943644,17,1131,17,0.015030946065428824,1.0,0.029616724738675958,115.24137931034483,-0.039999999999999994,0.2,0.3,19,2,0,1131,580.0,1.36213e-06,1.87615,0.671755,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar10|0,S175_h180.0_u12.0_s000,permissive,point,True,0.9975862068965518,0.9987916450889004,1,283,1,0.0035335689045936395,1.0,0.007042253521126761,29.17241379310345,9.0,9.0,9.0,3,2,0,1131,580.0,1.42929e-06,2.21797,0.686566,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar10|0,S175_h180.0_u12.0_s000,strict,point,True,0.6529310344827586,0.7900281631375821,21,395,15,0.0379746835443038,0.7142857142857143,0.07211538461538462,39.310344827586206,0.5800000000000001,1.2,2.8199999999999994,22,1,0,1131,580.0,1.42929e-06,2.21797,0.686566,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar10|0,S175_h180.0_u12.0_s001,permissive,point,False,0.9987931034482759,0.9993961873544381,0,314,0,,,,32.48275862068966,,,,2,2,0,1131,580.0,1.32074e-06,2.09007,0.550241,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar10|0,S175_h180.0_u12.0_s001,strict,point,True,0.7167241379310345,0.8349904589735865,18,329,14,0.0425531914893617,0.7777777777777778,0.08069164265129683,32.58620689655172,0.33,1.5,9.560000000000002,19,1,0,1131,580.0,1.32074e-06,2.09007,0.550241,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar10|0,S175_h180.0_u12.0_s002,permissive,point,False,1.0,1.0,0,315,0,,,,32.58620689655172,,,,1,1,0,1131,580.0,1.36213e-06,1.87615,0.671755,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar10|0,S175_h180.0_u12.0_s002,strict,point,True,0.6856896551724138,0.8135419862943644,17,337,13,0.03857566765578635,0.7647058823529411,0.07344632768361582,33.51724137931034,0.22000000000000003,1.3,9.180000000000001,19,2,0,1131,580.0,1.36213e-06,1.87615,0.671755,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar20|0,S175_h180.0_u12.0_s000,permissive,point,True,0.9975862068965518,0.9987916450889004,1,373,1,0.002680965147453083,1.0,0.0053475935828877,38.48275862068966,0.5,0.5,0.5,3,2,0,1131,580.0,1.42929e-06,2.21797,0.686566,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar20|0,S175_h180.0_u12.0_s000,strict,point,True,0.6529310344827586,0.7900281631375821,21,249,15,0.060240963855421686,0.7142857142857143,0.1111111111111111,24.20689655172414,0.2,1.4,3.7199999999999998,22,1,0,1131,580.0,1.42929e-06,2.21797,0.686566,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar20|0,S175_h180.0_u12.0_s001,permissive,point,False,0.9987931034482759,0.9993961873544381,0,333,0,,,,34.44827586206897,,,,2,2,0,1131,580.0,1.32074e-06,2.09007,0.550241,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar20|0,S175_h180.0_u12.0_s001,strict,point,True,0.7167241379310345,0.8349904589735865,18,189,9,0.047619047619047616,0.5,0.08695652173913042,18.620689655172413,0.78,5.4,11.6,19,1,0,1131,580.0,1.32074e-06,2.09007,0.550241,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar20|0,S175_h180.0_u12.0_s002,permissive,point,False,1.0,1.0,0,309,0,,,,31.96551724137931,,,,1,1,0,1131,580.0,1.36213e-06,1.87615,0.671755,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar20|0,S175_h180.0_u12.0_s002,strict,point,True,0.6856896551724138,0.8135419862943644,17,216,11,0.05092592592592592,0.6470588235294118,0.09442060085836909,21.20689655172414,0.3,2.0,11.4,19,2,0,1131,580.0,1.36213e-06,1.87615,0.671755,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar40|0,S175_h180.0_u12.0_s000,permissive,point,True,0.9975862068965518,0.9987916450889004,1,394,1,0.0025380710659898475,1.0,0.0050632911392405056,40.6551724137931,1.0,1.0,1.0,3,2,0,1131,580.0,1.42929e-06,2.21797,0.686566,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar40|0,S175_h180.0_u12.0_s000,strict,point,True,0.6529310344827586,0.7900281631375821,21,144,12,0.08333333333333333,0.5714285714285714,0.14545454545454545,13.655172413793103,0.2,1.1,10.71,22,1,0,1131,580.0,1.42929e-06,2.21797,0.686566,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar40|0,S175_h180.0_u12.0_s001,permissive,point,False,0.9987931034482759,0.9993961873544381,0,413,0,,,,42.724137931034484,,,,2,2,0,1131,580.0,1.32074e-06,2.09007,0.550241,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar40|0,S175_h180.0_u12.0_s001,strict,point,True,0.7167241379310345,0.8349904589735865,18,127,7,0.05511811023622047,0.3888888888888889,0.09655172413793103,12.413793103448276,0.38,2.0,11.260000000000002,19,1,0,1131,580.0,1.32074e-06,2.09007,0.550241,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar40|0,S175_h180.0_u12.0_s002,permissive,point,False,1.0,1.0,0,379,0,,,,39.206896551724135,,,,1,1,0,1131,580.0,1.36213e-06,1.87615,0.671755,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,ar40|0,S175_h180.0_u12.0_s002,strict,point,True,0.6856896551724138,0.8135419862943644,17,125,7,0.056,0.4117647058823529,0.09859154929577464,12.206896551724139,0.42000000000000004,0.7,5.820000000000003,19,2,0,1131,580.0,1.36213e-06,1.87615,0.671755,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,damped_persistence|0,S175_h180.0_u12.0_s000,permissive,point,True,0.9975862068965518,0.9987916450889004,1,0,0,0.0,0.0,0.0,0.0,,,,3,2,0,1131,580.0,1.42929e-06,2.21797,0.686566,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,damped_persistence|0,S175_h180.0_u12.0_s000,strict,point,True,0.6529310344827586,0.7900281631375821,21,127,6,0.047244094488188976,0.2857142857142857,0.08108108108108107,12.517241379310345,0.30000000000000004,0.45,0.6,22,1,0,1131,580.0,1.42929e-06,2.21797,0.686566,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,damped_persistence|0,S175_h180.0_u12.0_s001,permissive,point,False,0.9987931034482759,0.9993961873544381,0,0,0,,,,0.0,,,,2,2,0,1131,580.0,1.32074e-06,2.09007,0.550241,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,damped_persistence|0,S175_h180.0_u12.0_s001,strict,point,True,0.7167241379310345,0.8349904589735865,18,148,11,0.07432432432432433,0.6111111111111112,0.13253012048192772,14.172413793103448,0.3,0.4,0.6,19,1,0,1131,580.0,1.32074e-06,2.09007,0.550241,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,damped_persistence|0,S175_h180.0_u12.0_s002,permissive,point,False,1.0,1.0,0,0,0,,,,0.0,,,,1,1,0,1131,580.0,1.36213e-06,1.87615,0.671755,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,damped_persistence|0,S175_h180.0_u12.0_s002,strict,point,True,0.6856896551724138,0.8135419862943644,17,125,8,0.064,0.47058823529411764,0.11267605633802819,12.10344827586207,0.27,0.45,0.63,19,2,0,1131,580.0,1.36213e-06,1.87615,0.671755,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear_ols|0,S175_h180.0_u12.0_s000,permissive,point,True,0.9975862068965518,0.9987916450889004,1,766,1,0.0013054830287206266,1.0,0.002607561929595828,79.13793103448276,0.5,0.5,0.5,3,2,0,1131,580.0,1.42929e-06,2.21797,0.686566,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear_ols|0,S175_h180.0_u12.0_s000,strict,point,True,0.6529310344827586,0.7900281631375821,21,231,8,0.03463203463203463,0.38095238095238093,0.06349206349206349,23.06896551724138,0.41000000000000003,0.6,1.13,22,1,0,1131,580.0,1.42929e-06,2.21797,0.686566,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear_ols|0,S175_h180.0_u12.0_s001,permissive,point,False,0.9987931034482759,0.9993961873544381,0,759,0,,,,78.51724137931035,,,,2,2,0,1131,580.0,1.32074e-06,2.09007,0.550241,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear_ols|0,S175_h180.0_u12.0_s001,strict,point,True,0.7167241379310345,0.8349904589735865,18,215,12,0.05581395348837209,0.6666666666666666,0.10300429184549358,21.0,0.41000000000000003,2.3,10.9,19,1,0,1131,580.0,1.32074e-06,2.09007,0.550241,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear_ols|0,S175_h180.0_u12.0_s002,permissive,point,False,1.0,1.0,0,738,0,,,,76.34482758620689,,,,1,1,0,1131,580.0,1.36213e-06,1.87615,0.671755,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear_ols|0,S175_h180.0_u12.0_s002,strict,point,True,0.6856896551724138,0.8135419862943644,17,228,9,0.039473684210526314,0.5294117647058824,0.07346938775510203,22.655172413793103,0.8,4.7,9.120000000000001,19,2,0,1131,580.0,1.36213e-06,1.87615,0.671755,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear|0,S175_h180.0_u12.0_s000,permissive,point,True,0.9975862068965518,0.9987916450889004,1,10,1,0.1,1.0,0.18181818181818182,0.9310344827586207,0.5,0.5,0.5,3,2,0,1131,580.0,1.42929e-06,2.21797,0.686566,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear|0,S175_h180.0_u12.0_s000,strict,point,True,0.6529310344827586,0.7900281631375821,21,458,20,0.043668122270742356,0.9523809523809523,0.08350730688935282,45.310344827586206,0.66,1.35,4.110000000000003,22,1,0,1131,580.0,1.42929e-06,2.21797,0.686566,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear|0,S175_h180.0_u12.0_s001,permissive,point,False,0.9987931034482759,0.9993961873544381,0,4,0,,,,0.41379310344827586,,,,2,2,0,1131,580.0,1.32074e-06,2.09007,0.550241,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear|0,S175_h180.0_u12.0_s001,strict,point,True,0.7167241379310345,0.8349904589735865,18,405,18,0.044444444444444446,1.0,0.0851063829787234,40.03448275862069,0.5,1.8,4.880000000000002,19,1,0,1131,580.0,1.32074e-06,2.09007,0.550241,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear|0,S175_h180.0_u12.0_s002,permissive,point,False,1.0,1.0,0,1,0,,,,0.10344827586206896,,,,1,1,0,1131,580.0,1.36213e-06,1.87615,0.671755,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear|0,S175_h180.0_u12.0_s002,strict,point,True,0.6856896551724138,0.8135419862943644,17,416,17,0.040865384615384616,1.0,0.07852193995381063,41.275862068965516,0.62,1.7,7.3,19,2,0,1131,580.0,1.36213e-06,1.87615,0.671755,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear|1,S175_h180.0_u12.0_s000,permissive,point,True,0.9975862068965518,0.9987916450889004,1,10,1,0.1,1.0,0.18181818181818182,0.9310344827586207,1.5,1.5,1.5,3,2,0,1131,580.0,1.42929e-06,2.21797,0.686566,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear|1,S175_h180.0_u12.0_s000,strict,point,True,0.6529310344827586,0.7900281631375821,21,452,20,0.04424778761061947,0.9523809523809523,0.08456659619450317,44.689655172413794,0.48000000000000004,1.05,4.030000000000002,22,1,0,1131,580.0,1.42929e-06,2.21797,0.686566,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear|1,S175_h180.0_u12.0_s001,permissive,point,False,0.9987931034482759,0.9993961873544381,0,4,0,,,,0.41379310344827586,,,,2,2,0,1131,580.0,1.32074e-06,2.09007,0.550241,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear|1,S175_h180.0_u12.0_s001,strict,point,True,0.7167241379310345,0.8349904589735865,18,406,18,0.04433497536945813,1.0,0.08490566037735849,40.13793103448276,0.47000000000000003,1.55,4.880000000000002,19,1,0,1131,580.0,1.32074e-06,2.09007,0.550241,1.5,1.0,0.4,3.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear|1,S175_h180.0_u12.0_s002,permissive,point,False,1.0,1.0,0,1,0,,,,0.10344827586206896,,,,1,1,0,1131,580.0,1.36213e-06,1.87615,0.671755,3.0,2.0,0.8,2.0,3
unseen_vessel,mss,SS5,180.0,12.0,dlinear|1,S175_h180.0_u12.0_s002,strict,point,True,0.6856896551724138,0.8135419862943644,17,417,17,0.0407673860911271,1.0,0.0783410138248848,41.37931034482759,0.46,1.3,7.3,19,2,0,1131,580.0,1.36213e-06,1.87615,0.671755,1.5,1.0,0.4,3.0,3
