model,head,regime,dof,horizon_samples,horizon_s,picp_id,picp_ood,picp_delta,width_id,width_ood,width_delta,width_ratio_id,width_ratio_ood
lstm_gaussian_conformal,gaussian,unseen_vessel,roll,100,10.0,0.9027793128008645,0.34786232684939583,-0.5549169859514687,0.7681836238160059,0.7828819964624881,0.014698372646482216,0.06328090358587195,0.1100116581717711
lstm_gaussian_conformal,gaussian,unseen_vessel,roll,150,15.0,0.9009656830238727,0.5349141001080656,-0.3660515829158071,1.8174528930197489,1.8250844907005563,0.007631597680807456,0.1495688184162897,0.2562997012763496
lstm_gaussian_conformal,gaussian,unseen_vessel,roll_rate,10,1.0,0.899047671676982,0.22192366023184987,-0.6771240114451321,0.04201529169973744,0.06777644873676936,0.02576115703703192,0.00648460458030906,0.020552112137582942
lstm_gaussian_conformal,gaussian,unseen_vessel,roll_rate,20,2.0,0.9018368086256018,0.19881312014932706,-0.7030236884762747,0.06826102505373265,0.08865932125755975,0.020398296203827104,0.01053349389234449,0.026875153910210368
lstm_gaussian_conformal,gaussian,unseen_vessel,roll_rate,30,3.0,0.8999387525788388,0.17786849764220455,-0.7220702549366342,0.07668978336881872,0.08971743491867203,0.013027651549853303,0.011832001965004987,0.02718401878350273
lstm_gaussian_conformal,gaussian,unseen_vessel,roll_rate,50,5.0,0.9004575903821593,0.2094477600943118,-0.6910098302878476,0.13910861641460018,0.1390959227887354,-1.269362586478473e-05,0.021452848765761198,0.04214257446333076
lstm_gaussian_conformal,gaussian,unseen_vessel,roll_rate,100,10.0,0.9003578138815208,0.44661266455447485,-0.45374514932704596,0.6181299921560982,0.5963923597875366,-0.021737632368561632,0.09524794524328435,0.1806795565603864
lstm_gaussian_conformal,gaussian,unseen_vessel,roll_rate,150,15.0,0.8967812100893998,0.6254052460949012,-0.2713759639944986,1.2389135122846782,1.2592224143650848,0.020308902080406588,0.19076926455459517,0.38152511658182364
lstm_quantile_conformal,quantile,unseen_vessel,heave,10,1.0,0.8976876412221241,0.2534376842027704,-0.6442499570193536,0.02765250473566244,0.017512027014845704,-0.010140477720816735,0.01107195035327632,0.008141439914653487
lstm_quantile_conformal,quantile,unseen_vessel,heave,20,2.0,0.8983369559878179,0.14657244694960211,-0.7517645090382158,0.030845768822062913,0.017944338977550964,-0.012901429844511949,0.01234985666191142,0.008341349696765863
lstm_quantile_conformal,quantile,unseen_vessel,heave,30,3.0,0.8994007269869339,0.12213564692012968,-0.7772650800668042,0.046465344847952034,0.02323885107558446,-0.023226493772367574,0.018603471400259468,0.010799200165153358
lstm_quantile_conformal,quantile,unseen_vessel,heave,50,5.0,0.902166071077709,0.24917492509087336,-0.6529911459868356,0.11876757665911898,0.07795640968730802,-0.04081116697181096,0.04754684069550528,0.036219735719251356
lstm_quantile_conformal,quantile,unseen_vessel,heave,100,10.0,0.8991244228313193,0.5350783475783475,-0.36404607525297183,0.4330069299695088,0.34035189911065,-0.09265503085885879,0.17338839246814006,0.15810438318099077
