model,regime,dof,horizon_samples,horizon_s,n_seeds,deterministic,n_windows,rmse_mean,rmse_std,mae_mean,mae_std,rmse_persistence,skill_mean,skill_std,skill_ci_lo,skill_ci_hi,n_params,fit_time_s_mean
ar10,unseen_heading,roll_rate,150,15.0,1,True,542880,1.6419095624388111,,1.1664725169988446,,4.093644502679639,0.8391288324381981,,0.8305763109108925,0.8463816989098031,54900,0.013947735002147965
ar20,unseen_heading,heave,10,1.0,1,True,542880,0.0031089566171894085,,0.002074155323856559,,0.4420022912223382,0.9999505256288779,,0.9999495413958059,0.9999516384636792,108900,0.06349169500026619
ar20,unseen_heading,heave,20,2.0,1,True,542880,0.02756376205227913,,0.018386833006788245,,0.8430990468253012,0.9989311425523243,,0.9989107505945558,0.9989539179454486,108900,0.06349169500026619
ar20,unseen_heading,heave,30,3.0,1,True,542880,0.0985876983191759,,0.06648341438673971,,1.1675647610562139,0.9928700990386391,,0.9927703902992924,0.992976942010548,108900,0.06349169500026619
ar20,unseen_heading,heave,50,5.0,1,True,542880,0.3185834272707999,,0.22437350107357262,,1.4948282814139655,0.9545782619592289,,0.9536882328006868,0.955302593976275,108900,0.06349169500026619
ar20,unseen_heading,heave,100,10.0,1,True,542880,0.5329276458135868,,0.3811637406659359,,0.8088824179867767,0.5659240656060371,,0.5333212055253946,0.5912385601703948,108900,0.06349169500026619
ar20,unseen_heading,heave,150,15.0,1,True,542880,0.6325620625259711,,0.4558759793311968,,1.1495384153377484,0.6971976052957165,,0.6879635634531722,0.7049612934613315,108900,0.06349169500026619
ar20,unseen_heading,heave_rate,10,1.0,1,True,542880,0.009229460612820836,,0.0061438410209253514,,0.27069553593565016,0.9988375067124625,,0.9987920473404963,0.9988878363644736,108900,0.06349169500026619
ar20,unseen_heading,heave_rate,20,2.0,1,True,542880,0.04470050761152026,,0.02993457011755222,,0.5128966998925041,0.9924043472755405,,0.9921322402212248,0.992707009470425,108900,0.06349169500026619
ar20,unseen_heading,heave_rate,30,3.0,1,True,542880,0.0973998351983409,,0.06671481960183566,,0.7022072783425681,0.9807608539764007,,0.9802542332035881,0.9813157472762056,108900,0.06349169500026619
ar20,unseen_heading,heave_rate,50,5.0,1,True,542880,0.10711786640253705,,0.07875708441175393,,0.8646383961207528,0.9846518939051889,,0.9842606022008678,0.9849899053043546,108900,0.06349169500026619
ar20,unseen_heading,heave_rate,100,10.0,1,True,542880,0.26500267259077803,,0.18937686620604474,,0.4403061225551369,0.6377644592881018,,0.6278813898964382,0.6462829780216757,108900,0.06349169500026619
ar20,unseen_heading,heave_rate,150,15.0,1,True,542880,0.3951971616527477,,0.27626472435844157,,0.6915545720642212,0.6734311779420523,,0.6638781064650948,0.6829332436863466,108900,0.06349169500026619
ar20,unseen_heading,pitch,10,1.0,1,True,542880,0.01360430378107407,,0.008285484947778433,,0.06419259594153902,0.9550858935040403,,0.9511824799377935,0.9592824943641854,108900,0.06349169500026619
ar20,unseen_heading,pitch,20,2.0,1,True,542880,0.14695592473198785,,0.08836011962318961,,0.11932083976475145,-0.5168463731156481,,-0.6501196937243877,-0.3722333689015093,108900,0.06349169500026619
ar20,unseen_heading,pitch,30,3.0,1,True,542880,0.5285829048705534,,0.31497037588230287,,0.1581323770827971,-10.173381510707255,,-11.15064011328956,-9.109182576287976,108900,0.06349169500026619
ar20,unseen_heading,pitch,50,5.0,1,True,542880,1.1068633002400974,,0.6697549597371706,,0.17469731727052137,-39.14352492044234,,-42.189025453395416,-35.78619863257806,108900,0.06349169500026619
ar20,unseen_heading,pitch,100,10.0,1,True,542880,0.7548131202348067,,0.4660583526965472,,0.10629142820675849,-49.42923683400787,,-53.144198190864955,-45.35932536408607,108900,0.06349169500026619
ar20,unseen_heading,pitch,150,15.0,1,True,542880,0.5260458164166791,,0.3485211288262409,,0.13931379085811119,-13.258010238101921,,-14.235529381311956,-12.262174086267832,108900,0.06349169500026619
ar20,unseen_heading,pitch_rate,10,1.0,1,True,542880,0.044989140612445244,,0.027284993723907292,,0.048713605157262044,0.14706713030422736,,0.0653692717003484,0.2335843128006757,108900,0.06349169500026619
ar20,unseen_heading,pitch_rate,20,2.0,1,True,542880,0.25119941520410755,,0.15007179885072414,,0.08950371033534088,-6.876897056778804,,-7.649388719421387,-6.062212926984893,108900,0.06349169500026619
ar20,unseen_heading,pitch_rate,30,3.0,1,True,542880,0.48702047630495027,,0.2884875053506253,,0.11622431527884762,-16.55902712140308,,-18.29515157816945,-14.737524608345224,108900,0.06349169500026619
ar20,unseen_heading,pitch_rate,50,5.0,1,True,542880,0.3363181643891286,,0.2201467469130187,,0.11920509987056824,-6.959961663950395,,-7.451863164064868,-6.423090094365978,108900,0.06349169500026619
ar20,unseen_heading,pitch_rate,100,10.0,1,True,542880,0.6394807469447544,,0.39739322952478917,,0.0838813737514642,-57.1197688357081,,-61.700519368246695,-52.27851173495603,108900,0.06349169500026619
ar20,unseen_heading,pitch_rate,150,15.0,1,True,542880,0.33999197111644885,,0.22963923980238513,,0.09488319909746933,-11.839812585019917,,-12.558296781141243,-11.06538607196001,108900,0.06349169500026619
ar20,unseen_heading,roll,10,1.0,1,True,542880,0.009257370325463782,,0.006714459347351936,,2.6983944345487956,0.9999882303266531,,0.9999870879750269,0.9999891283479869,108900,0.06349169500026619
ar20,unseen_heading,roll,20,2.0,1,True,542880,0.07779512296504426,,0.0560280091832387,,5.190916990401267,0.9997753964712428,,0.9997542740891748,0.9997925030429056,108900,0.06349169500026619
ar20,unseen_heading,roll,30,3.0,1,True,542880,0.27980533269001356,,0.1999930554261847,,7.291040393838889,0.9985272366575848,,0.99839147269825,0.9986375111109311,108900,0.06349169500026619
ar20,unseen_heading,roll,50,5.0,1,True,542880,1.0784137630053652,,0.7567232541531751,,9.760557569415065,0.9877926445913073,,0.9867902071042727,0.9885924373204162,108900,0.06349169500026619
ar20,unseen_heading,roll,100,10.0,1,True,542880,1.3240315258649036,,0.9786004206286487,,5.02718980701522,0.9306340902689859,,0.9226779399766972,0.9366712519537058,108900,0.06349169500026619
ar20,unseen_heading,roll,150,15.0,1,True,542880,2.2148832159619007,,1.5969377984421058,,7.374083638485099,0.9097835889992552,,0.9036696424704352,0.9148258241327104,108900,0.06349169500026619
ar20,unseen_heading,roll_rate,10,1.0,1,True,542880,0.02672040646973374,,0.019337346730486933,,1.496522493983729,0.9996811990384812,,0.9996552177970275,0.999702544804942,108900,0.06349169500026619
ar20,unseen_heading,roll_rate,20,2.0,1,True,542880,0.12488390708226597,,0.08958590197777139,,2.869729322989601,0.9981062132040587,,0.9979576774726364,0.998229903408027,108900,0.06349169500026619
ar20,unseen_heading,roll_rate,30,3.0,1,True,542880,0.2889475983031968,,0.20538854960429626,,4.009794338695159,0.9948072910480203,,0.9944306438329412,0.9951272782339877,108900,0.06349169500026619
ar20,unseen_heading,roll_rate,50,5.0,1,True,542880,0.4858576655832914,,0.3411000782656886,,5.284985224882037,0.9915485629044033,,0.9910422993210098,0.9919505761039563,108900,0.06349169500026619
ar20,unseen_heading,roll_rate,100,10.0,1,True,542880,1.1309316721586402,,0.805809116416344,,2.6414823571751724,0.8166937364521665,,0.8021136572746168,0.828076834006483,108900,0.06349169500026619
ar20,unseen_heading,roll_rate,150,15.0,1,True,542880,1.5851559685982914,,1.1249461506511786,,4.093644502679639,0.8500578444137274,,0.8425388881661541,0.8561212102009096,108900,0.06349169500026619
ar40,unseen_heading,heave,10,1.0,1,True,542880,0.0021054504551847393,,0.0014714347360395472,,0.4420022912223382,0.9999773096596037,,0.9999769310809566,0.9999776828103868,216900,0.19400881999899866
ar40,unseen_heading,heave,20,2.0,1,True,542880,0.01904340099402354,,0.013271384763325797,,0.8430990468253012,0.9994898101336883,,0.9994812948693828,0.9994980837819694,216900,0.19400881999899866
ar40,unseen_heading,heave,30,3.0,1,True,542880,0.07193854584465817,,0.05048922673809401,,1.1675647610562139,0.9962036927706539,,0.9961505300224716,0.9962546548633286,216900,0.19400881999899866
ar40,unseen_heading,heave,50,5.0,1,True,542880,0.2612090515971166,,0.18833561002185606,,1.4948282814139655,0.969465287665693,,0.9685393587302316,0.9702072898360699,216900,0.19400881999899866
ar40,unseen_heading,heave,100,10.0,1,True,542880,0.523393731431102,,0.37590993312973797,,0.8088824179867767,0.581316117721697,,0.5536013710433535,0.6038797780174026,216900,0.19400881999899866
ar40,unseen_heading,heave,150,15.0,1,True,542880,0.619807981499825,,0.4466223329385973,,1.1495384153377484,0.70928506013391,,0.7025258255210876,0.7151607578548826,216900,0.19400881999899866
ar40,unseen_heading,heave_rate,10,1.0,1,True,542880,0.006192493296401851,,0.004314092473044415,,0.27069553593565016,0.9994766781083623,,0.9994606792906335,0.9994946539980989,216900,0.19400881999899866
ar40,unseen_heading,heave_rate,20,2.0,1,True,542880,0.03178854882977148,,0.022192981858825754,,0.5128966998925041,0.9961586701984352,,0.9960490604935518,0.9962794936668915,216900,0.19400881999899866
ar40,unseen_heading,heave_rate,30,3.0,1,True,542880,0.07525126881220597,,0.053336010035531935,,0.7022072783425681,0.9885158990689014,,0.9882644475832773,0.9887784407815184,216900,0.19400881999899866
ar40,unseen_heading,heave_rate,50,5.0,1,True,542880,0.09816268911273644,,0.07172599385668565,,0.8646383961207528,0.9871108624183729,,0.9867873455913919,0.9873749994441728,216900,0.19400881999899866
ar40,unseen_heading,heave_rate,100,10.0,1,True,542880,0.24255174943214758,,0.17324449585712154,,0.4403061225551369,0.6965414531501307,,0.6862071334212261,0.7052138455287301,216900,0.19400881999899866
ar40,unseen_heading,heave_rate,150,15.0,1,True,542880,0.3848293207260925,,0.26912759759763194,,0.6915545720642212,0.6903412227698772,,0.681631295813094,0.6988503549600354,216900,0.19400881999899866
ar40,unseen_heading,pitch,10,1.0,1,True,542880,0.010723036277147113,,0.006918266927523513,,0.06419259594153902,0.9720960507883694,,0.9701142088902962,0.9742266024609841,216900,0.19400881999899866
ar40,unseen_heading,pitch,20,2.0,1,True,542880,0.11828489028028744,,0.07526644321034527,,0.11932083976475145,0.017288721801500873,,-0.05537633018307331,0.09587099669250256,216900,0.19400881999899866
ar40,unseen_heading,pitch,30,3.0,1,True,542880,0.44440146902372923,,0.28095985784695154,,0.1581323770827971,-6.897858944245626,,-7.483790224063466,-6.25985241288475,216900,0.19400881999899866
ar40,unseen_heading,pitch,50,5.0,1,True,542880,1.0325372322854878,,0.6694826497418139,,0.17469731727052137,-33.933248241852546,,-35.965156114854196,-31.6730480417896,216900,0.19400881999899866
ar40,unseen_heading,pitch,100,10.0,1,True,542880,0.720412032282325,,0.5001652021470602,,0.10629142820675849,-44.93729627291498,,-46.53042574421611,-43.150951900670826,216900,0.19400881999899866
ar40,unseen_heading,pitch,150,15.0,1,True,542880,0.5325696735554541,,0.3847944980282333,,0.13931379085811119,-13.61384999323619,,-14.084973662762286,-13.16708275665795,216900,0.19400881999899866
ar40,unseen_heading,pitch_rate,10,1.0,1,True,542880,0.035319867842566445,,0.02267791701520384,,0.048713605157262044,0.47430046068269116,,0.4321172123168659,0.5195289657965506,216900,0.19400881999899866
ar40,unseen_heading,pitch_rate,20,2.0,1,True,542880,0.2067729973261935,,0.13080631234575305,,0.08950371033534088,-4.337102801138553,,-4.7863170479051655,-3.85788640404206,216900,0.19400881999899866
ar40,unseen_heading,pitch_rate,30,3.0,1,True,542880,0.42931645414433833,,0.2713430210013865,,0.11622431527884762,-12.64460836803322,,-13.796002023081801,-11.433230799862656,216900,0.19400881999899866
ar40,unseen_heading,pitch_rate,50,5.0,1,True,542880,0.28967910658666274,,0.19309356080684473,,0.11920509987056824,-4.905336814555277,,-5.236389137721519,-4.552691361745907,216900,0.19400881999899866
ar40,unseen_heading,pitch_rate,100,10.0,1,True,542880,0.5763657586055674,,0.3582075002019477,,0.0838813737514642,-46.213399807987685,,-50.01167337091388,-42.17235090531122,216900,0.19400881999899866
ar40,unseen_heading,pitch_rate,150,15.0,1,True,542880,0.30956935498276933,,0.2072702410596061,,0.09488319909746933,-9.644794618383383,,-10.28341040757833,-8.955491125893642,216900,0.19400881999899866
ar40,unseen_heading,roll,10,1.0,1,True,542880,0.007666146547592031,,0.00554978279033316,,2.6983944345487956,0.9999919287022406,,0.9999912317616547,0.9999925089446894,216900,0.19400881999899866
ar40,unseen_heading,roll,20,2.0,1,True,542880,0.0667949378700457,,0.048142447739861996,,5.190916990401267,0.9998344234106574,,0.999820507319361,0.9998460396322404,216900,0.19400881999899866
ar40,unseen_heading,roll,30,3.0,1,True,542880,0.25326482178266385,,0.18132647700132526,,7.291040393838889,0.9987933794063965,,0.9986967123275341,0.9988721079911332,216900,0.19400881999899866
ar40,unseen_heading,roll,50,5.0,1,True,542880,1.0512219373275553,,0.7379354298904189,,9.760557569415065,0.9884004918063493,,0.9875673485193005,0.9890708064137026,216900,0.19400881999899866
ar40,unseen_heading,roll,100,10.0,1,True,542880,1.3827055390562084,,1.0146707732746811,,5.02718980701522,0.9243500161528987,,0.9168346432291907,0.93004746589872,216900,0.19400881999899866
ar40,unseen_heading,roll,150,15.0,1,True,542880,2.17329785701561,,1.562098736307449,,7.374083638485099,0.9131394879555309,,0.9076052100036117,0.9176107260035367,216900,0.19400881999899866
ar40,unseen_heading,roll_rate,10,1.0,1,True,542880,0.022140046877279697,,0.01601246014365275,,1.496522493983729,0.9997811278147023,,0.9997654546330932,0.9997944922213863,216900,0.19400881999899866
ar40,unseen_heading,roll_rate,20,2.0,1,True,542880,0.11075725003157655,,0.079571429784466,,2.869729322989601,0.9985104247158827,,0.9984090559892419,0.9985962868660799,216900,0.19400881999899866
ar40,unseen_heading,roll_rate,30,3.0,1,True,542880,0.27394009595755425,,0.19491272862484105,,4.009794338695159,0.9953326860989374,,0.9950413084276196,0.9955749983821163,216900,0.19400881999899866
ar40,unseen_heading,roll_rate,50,5.0,1,True,542880,0.4946215743282236,,0.34490848757659065,,5.284985224882037,0.991240918730883,,0.990783525337388,0.9916037312359477,216900,0.19400881999899866
ar40,unseen_heading,roll_rate,100,10.0,1,True,542880,1.1519074645758198,,0.816603115953199,,2.6414823571751724,0.8098309852071133,,0.7962330647395958,0.8204404522712305,216900,0.19400881999899866
ar40,unseen_heading,roll_rate,150,15.0,1,True,542880,1.6476360543348922,,1.162544605026758,,4.093644502679639,0.8380047340809781,,0.8312372332819908,0.8437264925049481,216900,0.19400881999899866
ar_attitude_only,unseen_heading,heave,10,1.0,1,True,542880,0.009054135638332909,,0.006146584960692416,,0.4420022912223382,0.999580390848561,,0.9995716065379313,0.9995896840699809,108900,0.042470248001336586
ar_attitude_only,unseen_heading,heave,20,2.0,1,True,542880,0.0478890139616151,,0.03270834990649634,,0.8430990468253012,0.9967736268607934,,0.9967109846813624,0.9968400112207262,108900,0.042470248001336586
ar_attitude_only,unseen_heading,heave,30,3.0,1,True,542880,0.12922630944664548,,0.08959717985136754,,1.1675647610562139,0.9877498917771028,,0.9875696286065568,0.9879336525679979,108900,0.042470248001336586
ar_attitude_only,unseen_heading,heave,50,5.0,1,True,542880,0.29222025591302814,,0.21103961894480736,,1.4948282814139655,0.9617846341397104,,0.9607299694158087,0.9626244261415823,108900,0.042470248001336586
ar_attitude_only,unseen_heading,heave,100,10.0,1,True,542880,0.5572703318592835,,0.3962510348821923,,0.8088824179867767,0.5253635862717666,,0.49511406386809537,0.5490743796160131,108900,0.042470248001336586
ar_attitude_only,unseen_heading,heave,150,15.0,1,True,542880,0.6711664567905017,,0.4801105164889543,,1.1495384153377484,0.6591105909012933,,0.6517688264287839,0.6653626720570409,108900,0.042470248001336586
ar_attitude_only,unseen_heading,heave_rate,10,1.0,1,True,542880,0.039038577028652786,,0.027120138890572684,,0.27069553593565016,0.9792017990269183,,0.9788494070030533,0.9795848598914709,108900,0.042470248001336586
ar_attitude_only,unseen_heading,heave_rate,20,2.0,1,True,542880,0.06266418429392448,,0.04302410795555909,,0.5128966998925041,0.9850727786742505,,0.9847076861026185,0.9854419572654038,108900,0.042470248001336586
ar_attitude_only,unseen_heading,heave_rate,30,3.0,1,True,542880,0.09414831646768577,,0.0664194997794681,,0.7022072783425681,0.9820239418701323,,0.9817081777039238,0.9823528859074,108900,0.042470248001336586
ar_attitude_only,unseen_heading,heave_rate,50,5.0,1,True,542880,0.08828471177127441,,0.06372948825379648,,0.8646383961207528,0.9895743780617566,,0.9893632989924042,0.9897464376305735,108900,0.042470248001336586
ar_attitude_only,unseen_heading,heave_rate,100,10.0,1,True,542880,0.2571742772538149,,0.18488534060753575,,0.4403061225551369,0.6588498181921931,,0.647188018207505,0.6687796673982918,108900,0.042470248001336586
ar_attitude_only,unseen_heading,heave_rate,150,15.0,1,True,542880,0.3741253905854925,,0.2646981774905612,,0.6915545720642212,0.7073278131197718,,0.7004539704926548,0.7137962979228791,108900,0.042470248001336586
ar_attitude_only,unseen_heading,pitch,10,1.0,1,True,542880,0.044072609361149206,,0.0265878025562178,,0.06419259594153902,0.5286238005972503,,0.48739120319011603,0.5731907590949845,108900,0.042470248001336586
ar_attitude_only,unseen_heading,pitch,20,2.0,1,True,542880,0.27389382434609144,,0.16513432895557742,,0.11932083976475145,-4.269044636486601,,-4.72096012238139,-3.7727923563346724,108900,0.042470248001336586
ar_attitude_only,unseen_heading,pitch,30,3.0,1,True,542880,0.7074879841379057,,0.4290373684931271,,0.1581323770827971,-19.01688701182557,,-20.68546869081397,-17.203390966893718,108900,0.042470248001336586
ar_attitude_only,unseen_heading,pitch,50,5.0,1,True,542880,0.8951680854550029,,0.5700916181253654,,0.17469731727052137,-25.256492442779994,,-26.95745503107934,-23.358130061164868,108900,0.042470248001336586
ar_attitude_only,unseen_heading,pitch,100,10.0,1,True,542880,0.46661156549938915,,0.33248731151894323,,0.10629142820675849,-18.271455343789842,,-18.771057508563516,-17.741428781187558,108900,0.042470248001336586
ar_attitude_only,unseen_heading,pitch,150,15.0,1,True,542880,0.4191436094889495,,0.30254555531612487,,0.13931379085811119,-8.051852701682213,,-8.370181453597912,-7.740617900564267,108900,0.042470248001336586
ar_attitude_only,unseen_heading,pitch_rate,10,1.0,1,True,542880,0.12331404224274116,,0.07307601468206777,,0.048713605157262044,-5.408029833836967,,-6.044540634894932,-4.768225955264233,108900,0.042470248001336586
ar_attitude_only,unseen_heading,pitch_rate,20,2.0,1,True,542880,0.3551597435883429,,0.21108696068662788,,0.08950371033534088,-14.7458238706205,,-16.319522576225946,-13.13174406880713,108900,0.042470248001336586
ar_attitude_only,unseen_heading,pitch_rate,30,3.0,1,True,542880,0.45066542981942037,,0.27315095866305583,,0.11622431527884762,-14.035383066890804,,-15.476310472691468,-12.547443041503913,108900,0.042470248001336586
ar_attitude_only,unseen_heading,pitch_rate,50,5.0,1,True,542880,0.5513056908187287,,0.33642598980739,,0.11920509987056824,-20.389236333928036,,-22.17371439524215,-18.46425421007185,108900,0.042470248001336586
ar_attitude_only,unseen_heading,pitch_rate,100,10.0,1,True,542880,0.6313557704771392,,0.38757198546846566,,0.0838813737514642,-55.65225998666493,,-60.506249002489035,-50.531957212194015,108900,0.042470248001336586
ar_attitude_only,unseen_heading,pitch_rate,150,15.0,1,True,542880,0.31927165332109236,,0.2171804072501454,,0.09488319909746933,-10.322493614149268,,-10.977979834915672,-9.610721631677592,108900,0.042470248001336586
ar_attitude_only,unseen_heading,roll,10,1.0,1,True,542880,0.034655783804671034,,0.024962397344198414,,2.6983944345487956,0.999835054456435,,0.9998197932334834,0.999847554780307,108900,0.042470248001336586
ar_attitude_only,unseen_heading,roll,20,2.0,1,True,542880,0.17062106398768803,,0.12249921678026293,,5.190916990401267,0.9989196185376599,,0.9988219270597473,0.9990002283100323,108900,0.042470248001336586
ar_attitude_only,unseen_heading,roll,30,3.0,1,True,542880,0.4607706457661203,,0.3287527321959075,,7.291040393838889,0.9960061605830645,,0.9956654700863944,0.996285849258402,108900,0.042470248001336586
ar_attitude_only,unseen_heading,roll,50,5.0,1,True,542880,1.2762328340317561,,0.8911025355212692,,9.760557569415065,0.9829033676495299,,0.9816523294709686,0.983903624100338,108900,0.042470248001336586
ar_attitude_only,unseen_heading,roll,100,10.0,1,True,542880,1.6192383046962286,,1.1817532160220763,,5.02718980701522,0.8962540928955254,,0.8859969775381843,0.9040788406475778,108900,0.042470248001336586
ar_attitude_only,unseen_heading,roll,150,15.0,1,True,542880,2.3370406918902296,,1.684654745054716,,7.374083638485099,0.899557750586023,,0.8925673078930298,0.9052847391123571,108900,0.042470248001336586
ar_attitude_only,unseen_heading,roll_rate,10,1.0,1,True,542880,0.11239757944605448,,0.07886745825727273,,1.496522493983729,0.9943591127520726,,0.9940058627676347,0.9946554640731746,108900,0.042470248001336586
ar_attitude_only,unseen_heading,roll_rate,20,2.0,1,True,542880,0.21020500883130136,,0.15035369122027722,,2.869729322989601,0.9946345735005994,,0.9942081639925441,0.9949923734608864,108900,0.042470248001336586
ar_attitude_only,unseen_heading,roll_rate,30,3.0,1,True,542880,0.36545720636993867,,0.25948554857557504,,4.009794338695159,0.9916932935461569,,0.9911025134206654,0.9921869745253448,108900,0.042470248001336586
ar_attitude_only,unseen_heading,roll_rate,50,5.0,1,True,542880,0.4893883959510854,,0.34878532610652024,,5.284985224882037,0.9914252833082363,,0.9909123205643433,0.991835832833804,108900,0.042470248001336586
ar_attitude_only,unseen_heading,roll_rate,100,10.0,1,True,542880,1.1500222907179312,,0.8167489151816782,,2.6414823571751724,0.8104529245733849,,0.7973980261046865,0.8206177398096608,108900,0.042470248001336586
ar_attitude_only,unseen_heading,roll_rate,150,15.0,1,True,542880,1.6477185068125542,,1.1593946106525246,,4.093644502679639,0.8379885202512083,,0.8315165492161614,0.8433481827343249,108900,0.042470248001336586
damped_persistence,unseen_heading,heave,10,1.0,1,True,542880,0.55052763637203,,0.3601598337440562,,0.4420022912223382,-0.5513479261186194,,-0.5768050341781329,-0.5211779984684661,6,0.14010008799959905
damped_persistence,unseen_heading,heave,20,2.0,1,True,542880,0.7901941547947909,,0.5144698819233074,,0.8430990468253012,0.12156338651723986,,0.10711842834903483,0.13869390094674675,6,0.14010008799959905
damped_persistence,unseen_heading,heave,30,3.0,1,True,542880,0.8676643854970574,,0.5614664759968219,,1.1675647610562139,0.4477425470944626,,0.4392658552668353,0.457808559008037,6,0.14010008799959905
damped_persistence,unseen_heading,heave,50,5.0,1,True,542880,0.8283708848356938,,0.5315769216278745,,1.4948282814139655,0.6929090340666021,,0.690774779745697,0.695281354687885,6,0.14010008799959905
damped_persistence,unseen_heading,heave,100,10.0,1,True,542880,0.7409930399650076,,0.48913035261083154,,0.8088824179867767,0.16081547577724042,,0.12338148286884379,0.19162210758664272,6,0.14010008799959905
damped_persistence,unseen_heading,heave,150,15.0,1,True,542880,0.8279899051841445,,0.5275625646561772,,1.1495384153377484,0.4811962511813892,,0.4650873894300519,0.4998525869395625,6,0.14010008799959905
damped_persistence,unseen_heading,heave_rate,10,1.0,1,True,542880,0.3316157214131847,,0.22745655110767443,,0.27069553593565016,-0.500748906468039,,-0.5261433464879627,-0.47196944981945715,6,0.14010008799959905
damped_persistence,unseen_heading,heave_rate,20,2.0,1,True,542880,0.46162988178206654,,0.31541087946145874,,0.5128966998925041,0.18991979983488516,,0.17646673772311208,0.2051108469787208,6,0.14010008799959905
damped_persistence,unseen_heading,heave_rate,30,3.0,1,True,542880,0.496349416351491,,0.33736685841342723,,0.7022072783425681,0.5003747507945309,,0.4928724837676808,0.5090997794680006,6,0.14010008799959905
damped_persistence,unseen_heading,heave_rate,50,5.0,1,True,542880,0.4667822332573298,,0.31526278425213705,,0.8646383961207528,0.7085529926783214,,0.7069659161100987,0.7102691091246832,6,0.14010008799959905
damped_persistence,unseen_heading,heave_rate,100,10.0,1,True,542880,0.4361139572985026,,0.30097607839912344,,0.4403061225551369,0.018951398535879238,,-0.017227448688535166,0.05067515768033355,6,0.14010008799959905
damped_persistence,unseen_heading,heave_rate,150,15.0,1,True,542880,0.4693560716619009,,0.3148028502347044,,0.6915545720642212,0.5393702678263137,,0.5270566648719814,0.5525412249554869,6,0.14010008799959905
damped_persistence,unseen_heading,pitch,10,1.0,1,True,542880,0.0732061022615131,,0.053738180084626046,,0.06419259594153902,-0.3005429243246496,,-0.3158900523667734,-0.2837421219356545,6,0.14010008799959905
damped_persistence,unseen_heading,pitch,20,2.0,1,True,542880,0.09789086156514738,,0.07162935948309102,,0.11932083976475145,0.3269432263935854,,0.31894225705794316,0.3354990796143806,6,0.14010008799959905
damped_persistence,unseen_heading,pitch,30,3.0,1,True,542880,0.10206290518534039,,0.07434569302788673,,0.1581323770827971,0.5834239922266599,,0.5788492073478673,0.5883249368480639,6,0.14010008799959905
damped_persistence,unseen_heading,pitch,50,5.0,1,True,542880,0.09401603640734212,,0.06814235272045492,,0.17469731727052137,0.7103780960179756,,0.7096549043641441,0.7111036272063942,6,0.14010008799959905
damped_persistence,unseen_heading,pitch,100,10.0,1,True,542880,0.09359291748944083,,0.0687113956029405,,0.10629142820675849,0.22466482801425736,,0.21293355485006185,0.23733857639951397,6,0.14010008799959905
damped_persistence,unseen_heading,pitch,150,15.0,1,True,542880,0.09485017101650639,,0.06869725564884692,,0.13931379085811119,0.536459145895823,,0.5279458167116976,0.5448223836531191,6,0.14010008799959905
damped_persistence,unseen_heading,pitch_rate,10,1.0,1,True,542880,0.05442332411414198,,0.040827129401411325,,0.048713605157262044,-0.24815806008980057,,-0.25720826364390553,-0.23853386393346226,6,0.14010008799959905
damped_persistence,unseen_heading,pitch_rate,20,2.0,1,True,542880,0.06967146811834166,,0.05213898773751681,,0.08950371033534088,0.39406247894846813,,0.3896658136224157,0.39874520281699494,6,0.14010008799959905
damped_persistence,unseen_heading,pitch_rate,30,3.0,1,True,542880,0.07092254275502219,,0.05290917515274204,,0.11622431527884762,0.6276300700973014,,0.6251404698262467,0.6301929317943717,6,0.14010008799959905
damped_persistence,unseen_heading,pitch_rate,50,5.0,1,True,542880,0.06504168745571565,,0.04837702119118025,,0.11920509987056824,0.7022896533107787,,0.7016154303282542,0.7029179435557601,6,0.14010008799959905
damped_persistence,unseen_heading,pitch_rate,100,10.0,1,True,542880,0.06682681746434296,,0.05008288637969332,,0.0838813737514642,0.3652970906794193,,0.3579027437479718,0.37352257738809497,6,0.14010008799959905
damped_persistence,unseen_heading,pitch_rate,150,15.0,1,True,542880,0.06607566783600953,,0.04920946935904585,,0.09488319909746933,0.5150416017852841,,0.5078444607319312,0.521530439071963,6,0.14010008799959905
damped_persistence,unseen_heading,roll,10,1.0,1,True,542880,3.4170772235484117,,1.9996438737683864,,2.6983944345487956,-0.6036098767030573,,-0.6152291276763371,-0.5883217875331015,6,0.14010008799959905
damped_persistence,unseen_heading,roll,20,2.0,1,True,542880,5.067345158099167,,2.954793642479929,,5.190916990401267,0.04704409427218892,,0.04031433516469398,0.05586219361340909,6,0.14010008799959905
damped_persistence,unseen_heading,roll,30,3.0,1,True,542880,5.665021302730906,,3.289463050319887,,7.291040393838889,0.39629595467451506,,0.3923087249016715,0.40142711675555437,6,0.14010008799959905
damped_persistence,unseen_heading,roll,50,5.0,1,True,542880,5.3593841912211975,,3.100582120372529,,9.760557569415065,0.698504713381883,,0.6973888720874071,0.6998122038515945,6,0.14010008799959905
damped_persistence,unseen_heading,roll,100,10.0,1,True,542880,4.719535846614689,,2.794851619258649,,5.02718980701522,0.11865080426968322,,0.09708250528369407,0.13530493473643773,6,0.14010008799959905
damped_persistence,unseen_heading,roll,150,15.0,1,True,542880,5.636052174088223,,3.2231418842584088,,7.374083638485099,0.4158372080307582,,0.40547976315323503,0.4284587410239893,6,0.14010008799959905
damped_persistence,unseen_heading,roll_rate,10,1.0,1,True,542880,1.869391639516578,,1.14156430123252,,1.496522493983729,-0.5603933617297807,,-0.5758624981886334,-0.5415273839819031,6,0.14010008799959905
