model,seed,vessel,ss,heading_deg,speed_kn,dof,horizon_samples,horizon_s,n_realizations,n_windows,rmse,mae,rmse_persistence,skill,sse,sae,sse_persistence,regime
dlinear_ols,0,frigate,SS3,90.0,12.0,heave_rate,10,1.0,8,9048,0.0004797823750974979,0.0003864936849984961,0.07158442367369668,0.999955078782912,0.0020827693212055673,3.4969948618663924,46.36493524046711,id
dlinear_ols,0,frigate,SS3,90.0,12.0,heave_rate,20,2.0,8,9048,0.004653433946011334,0.0037482341367202493,0.13148106650478925,0.9987473761660391,0.19592944088853026,33.914022469044816,156.41522664389464,id
dlinear_ols,0,frigate,SS3,90.0,12.0,heave_rate,30,3.0,8,9048,0.01607555312231876,0.012941212436494766,0.17021877842769034,0.991080984660316,2.3382149972894797,117.09209012540465,262.16066552614814,id
dlinear_ols,0,frigate,SS3,90.0,12.0,heave_rate,50,5.0,8,9048,0.03142417709549612,0.025267508702513805,0.16667984383607531,0.9644563799731639,8.934709142656125,228.62041874034492,251.3730772473446,id
dlinear_ols,0,frigate,SS3,90.0,12.0,heave_rate,100,10.0,8,9048,0.07836757922425651,0.0632755213723568,0.13338196095938448,0.6547937364500691,55.568088179957655,572.5169173770844,160.97068346478667,id
dlinear_ols,0,frigate,SS3,90.0,12.0,heave_rate,150,15.0,8,9048,0.10097684387774701,0.08194540626588863,0.10449499589925193,0.06620273394953868,92.25633049957456,741.4420358937604,98.79695931192535,id
dlinear_ols,0,frigate,SS3,90.0,12.0,pitch,10,1.0,8,9048,0.00019653073831181847,0.00015770706751091137,0.026772388314430285,0.9999461126607488,0.00034947294780536287,1.426933546838726,6.485251501778603,id
dlinear_ols,0,frigate,SS3,90.0,12.0,pitch,20,2.0,8,9048,0.0018896160208455258,0.001516614714851913,0.04855622405316954,0.9984855417291836,0.03230722949402404,13.72232993998011,21.332531979640876,id
dlinear_ols,0,frigate,SS3,90.0,12.0,pitch,30,3.0,8,9048,0.006438954998751364,0.005164554206384403,0.06144162550754712,0.9890173944485735,0.37513136007435194,46.72888645936607,34.156863625647446,id
dlinear_ols,0,frigate,SS3,90.0,12.0,pitch,50,5.0,8,9048,0.012056738255643995,0.009638678162295404,0.05485920004562097,0.9516984881391887,1.3152619532795098,87.21076001244882,27.23024399463212,id
