regime,model_a,model_b,seed,dof,horizon_samples,horizon_s,skill_diff,ci_lo,ci_hi,n_realizations,n_boot,ci_level,bootstrap_seed
id,tcn,ar20,0,roll,10,1.0,-0.0024076351011859004,-0.002800517329267287,-0.0021199670538233966,384,1000,0.95,0
id,tcn,ar20,0,roll,20,2.0,-0.000601147879408962,-0.0007010410694922506,-0.0005241944378180665,384,1000,0.95,0
id,tcn,ar20,0,roll,30,3.0,0.000358495643768894,0.0002459089767707391,0.0005120432697881335,384,1000,0.95,0
id,tcn,ar20,0,roll,50,5.0,0.0067251483654043095,0.005833055496408503,0.008031096542175695,384,1000,0.95,0
id,tcn,ar20,0,roll,100,10.0,0.059350863714373925,0.0512248890622673,0.07098033871276996,384,1000,0.95,0
id,tcn,ar20,0,roll,150,15.0,0.06018935465436642,0.05254322998114003,0.06997839918807197,384,1000,0.95,0
id,tcn,ar20,0,pitch,10,1.0,-0.0017946896731236678,-0.0019078889472774942,-0.0016899658015528515,384,1000,0.95,0
id,tcn,ar20,0,pitch,20,2.0,0.000361357205542702,0.00012818136372391868,0.0006293507430312907,384,1000,0.95,0
id,tcn,ar20,0,pitch,30,3.0,0.01322373357130043,0.011605569874170819,0.015033844097894787,384,1000,0.95,0
id,tcn,ar20,0,pitch,50,5.0,0.06192680282214336,0.056127142523645965,0.06912830169165672,384,1000,0.95,0
id,tcn,ar20,0,pitch,100,10.0,0.2902571401510638,0.26868054303083067,0.31150456036916047,384,1000,0.95,0
id,tcn,ar20,0,pitch,150,15.0,0.19018150445246182,0.17089041225070586,0.21125866496791387,384,1000,0.95,0
id,tcn,ar20,0,heave,10,1.0,-0.0018333328260776586,-0.0019512267212539738,-0.0017148950590973068,384,1000,0.95,0
id,tcn,ar20,0,heave,20,2.0,-0.0006894473767854844,-0.0007243259185835964,-0.0006552805754917359,384,1000,0.95,0
id,tcn,ar20,0,heave,30,3.0,0.0013399714361140116,0.001077522505728125,0.0016307079748633,384,1000,0.95,0
id,tcn,ar20,0,heave,50,5.0,0.020423404472128304,0.01788510494387563,0.023114961064498656,384,1000,0.95,0
id,tcn,ar20,0,heave,100,10.0,0.229758351638106,0.2076568665711739,0.256939501714631,384,1000,0.95,0
id,tcn,ar20,0,heave,150,15.0,0.16099991217927334,0.14010936975324634,0.18418285671358484,384,1000,0.95,0
id,tcn,ar20,0,roll_rate,10,1.0,-0.005143730163638206,-0.006129648285438912,-0.0044339826489810195,384,1000,0.95,0
id,tcn,ar20,0,roll_rate,20,2.0,-0.0005748963536115084,-0.0007354188465072619,-0.0004196702396928104,384,1000,0.95,0
id,tcn,ar20,0,roll_rate,30,3.0,0.0027175628790295,0.002310602804350504,0.0033183513088836827,384,1000,0.95,0
id,tcn,ar20,0,roll_rate,50,5.0,0.003514953001714954,0.003055570278493989,0.004096438624444821,384,1000,0.95,0
id,tcn,ar20,0,roll_rate,100,10.0,0.08257061888206133,0.07231328977642068,0.0957435647665358,384,1000,0.95,0
id,tcn,ar20,0,roll_rate,150,15.0,0.0741733217197388,0.06446542243368336,0.08575615047486611,384,1000,0.95,0
id,tcn,ar20,0,pitch_rate,10,1.0,-0.0019698933752624378,-0.0021819500731529717,-0.0017509265971190119,384,1000,0.95,0
id,tcn,ar20,0,pitch_rate,20,2.0,0.007165826197188488,0.006252687174732658,0.008172519530918354,384,1000,0.95,0
id,tcn,ar20,0,pitch_rate,30,3.0,0.017656649991295865,0.015850180034995047,0.01981231830509881,384,1000,0.95,0
id,tcn,ar20,0,pitch_rate,50,5.0,0.05398532794107263,0.047774231671796515,0.0613828461577006,384,1000,0.95,0
id,tcn,ar20,0,pitch_rate,100,10.0,0.21152747522041748,0.19489563098780197,0.23058489528673584,384,1000,0.95,0
id,tcn,ar20,0,pitch_rate,150,15.0,0.13239285670669032,0.11728532913973726,0.14774321887979605,384,1000,0.95,0
id,tcn,ar20,0,heave_rate,10,1.0,-0.002929060084449978,-0.0030845048270881715,-0.0027768369407653107,384,1000,0.95,0
id,tcn,ar20,0,heave_rate,20,2.0,0.0006974623178929554,0.0004971600891937206,0.000922168071956771,384,1000,0.95,0
id,tcn,ar20,0,heave_rate,30,3.0,0.0054002173489620135,0.004712715642746584,0.0061397987076382676,384,1000,0.95,0
id,tcn,ar20,0,heave_rate,50,5.0,0.013046461640719136,0.011699205728310768,0.014562764606252086,384,1000,0.95,0
id,tcn,ar20,0,heave_rate,100,10.0,0.23269392712437656,0.21673486406995224,0.24861987189740317,384,1000,0.95,0
id,tcn,ar20,0,heave_rate,150,15.0,0.15992212534069503,0.14015753101443545,0.18144064338028898,384,1000,0.95,0
id,tcn,ar20,1,roll,10,1.0,-0.0032283259039904613,-0.0039205999953108245,-0.0027480442769593216,384,1000,0.95,0
id,tcn,ar20,1,roll,20,2.0,-0.0006766740140950618,-0.0008127665139415614,-0.0005822836467382822,384,1000,0.95,0
id,tcn,ar20,1,roll,30,3.0,0.0004669839821372842,0.0003558799688813542,0.0006300615234320815,384,1000,0.95,0
id,tcn,ar20,1,roll,50,5.0,0.00676599340988018,0.005868551002903191,0.008058300628618398,384,1000,0.95,0
id,tcn,ar20,1,roll,100,10.0,0.059360269685865344,0.05120492080551355,0.07099985808573396,384,1000,0.95,0
id,tcn,ar20,1,roll,150,15.0,0.060208356982209034,0.05260960530301944,0.07001659192109469,384,1000,0.95,0
id,tcn,ar20,1,pitch,10,1.0,-0.00173518588228021,-0.0018219206609413827,-0.001651435123471174,384,1000,0.95,0
id,tcn,ar20,1,pitch,20,2.0,0.00041809418749147394,0.0001849991395736833,0.0006820969245384829,384,1000,0.95,0
id,tcn,ar20,1,pitch,30,3.0,0.013085853148475872,0.011491487156489339,0.014853129565719882,384,1000,0.95,0
id,tcn,ar20,1,pitch,50,5.0,0.061657618110898996,0.055901501832726054,0.06884960227920546,384,1000,0.95,0
id,tcn,ar20,1,pitch,100,10.0,0.2893720327176014,0.2677150262784363,0.31041926740655507,384,1000,0.95,0
id,tcn,ar20,1,pitch,150,15.0,0.18871095750751793,0.16919882393186483,0.20970424712063712,384,1000,0.95,0
id,tcn,ar20,1,heave,10,1.0,-0.0022937424583629193,-0.0024434332986350746,-0.00215596518071927,384,1000,0.95,0
id,tcn,ar20,1,heave,20,2.0,-0.0006003984709508386,-0.0006339010383490492,-0.0005681311737439136,384,1000,0.95,0
id,tcn,ar20,1,heave,30,3.0,0.0013911970686316655,0.001136838720021147,0.001676521570344263,384,1000,0.95,0
id,tcn,ar20,1,heave,50,5.0,0.020349976611380306,0.017824753775518322,0.02305396943580704,384,1000,0.95,0
