model,dof,horizon_samples,horizon_s,n_windows,rmse,mae,rmse_persistence,skill,signal_std,nrmse,n_realizations,skill_ci_lo,skill_ci_hi,seed,deterministic,n_params,fit_time_s,best_epoch,epochs_run,best_val_loss,regime
ar10,pitch_rate,50,5.0,542880,0.9091755582670171,0.7179609039289068,2.178290159899136,0.8257936246842462,1.2560499558821334,0.7238371005940574,480,0.8115350529653158,0.838300337462563,0,True,54900,0.05037650099984603,,,,unseen_seastate
ar10,pitch_rate,100,10.0,542880,1.3428671316618614,1.0594090118393944,1.6285109886511375,0.3200379080649468,1.2558852337264772,1.0692594319922772,480,0.2725448814623948,0.3587133994752805,0,True,54900,0.05037650099984603,,,,unseen_seastate
ar10,pitch_rate,150,15.0,542880,1.2896593099196418,0.9384221864417566,1.8234169111921585,0.49976043435474926,1.2565624407980214,1.026339215662535,480,0.489118681187703,0.5091590689029815,0,True,54900,0.05037650099984603,,,,unseen_seastate
ar10,heave_rate,10,1.0,542880,0.014388261590556981,0.011021435808744755,0.4398398830423327,0.9989298924305389,0.734348118721256,0.019593243618042794,480,0.998836729482174,0.9990135400161139,0,True,54900,0.05037650099984603,,,,unseen_seastate
ar10,heave_rate,20,2.0,542880,0.06773678053364388,0.05171765620052987,0.8317851168879822,0.993368270374108,0.7343764911329834,0.09223713088791927,480,0.9927470460204543,0.9939410934700219,0,True,54900,0.05037650099984603,,,,unseen_seastate
ar10,heave_rate,30,3.0,542880,0.16034860101606888,0.12234668165681561,1.1362827111436415,0.9800860435605502,0.7344107746237766,0.21833639504841434,480,0.9781756528507648,0.9819031409582711,0,True,54900,0.05037650099984603,,,,unseen_seastate
ar10,heave_rate,50,5.0,542880,0.29458167122244033,0.22882308801934612,1.4001961120139228,0.955737727397804,0.734264962236321,0.401192602633857,480,0.9522759573185882,0.9590288510622111,0,True,54900,0.05037650099984603,,,,unseen_seastate
ar10,heave_rate,100,10.0,542880,0.6428670163260075,0.5035842287994102,0.7683267045109754,0.29991554957606237,0.7341029397003275,0.8757178068084512,480,0.2745223675116287,0.32465820779982046,0,True,54900,0.05037650099984603,,,,unseen_seastate
ar10,heave_rate,150,15.0,542880,0.7775268086866021,0.6180731845069064,1.1070364316158197,0.5067047681487953,0.7341299638155024,1.05911330011045,480,0.47501436797199176,0.535348089812369,0,True,54900,0.05037650099984603,,,,unseen_seastate
ar20,roll,10,1.0,542880,0.011572967038215821,0.008727251202604163,3.25942469682689,0.9999873931226243,6.257000679431415,0.0018496029697199071,480,0.9999856580220512,0.9999889749045092,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,roll,20,2.0,542880,0.09772454138654538,0.07459308143749821,6.285602666698202,0.9997582795282158,6.258149735730003,0.015615564585903276,480,0.9997265844482244,0.9997877489475463,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,roll,30,3.0,542880,0.34788564268506755,0.2674151875426307,8.864531895835025,0.9984598557550343,6.258818948538503,0.05558327306564801,480,0.998271410243416,0.9986425049984777,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,roll,50,5.0,542880,1.2853872652156606,0.9879879221919337,12.020706403631479,0.9885657415127345,6.25953903317843,0.20534855017318657,480,0.9871973037555908,0.9898461254807962,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,roll,100,10.0,542880,1.9168418401180036,1.4781555666428945,6.564312783673568,0.9147304388923801,6.263610691806128,0.30602825342027723,480,0.9087074558187245,0.9205812950848714,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,roll,150,15.0,542880,3.093003876362557,2.347069692477737,8.758534298487419,0.8752909248280993,6.26746488344986,0.49350158858170506,480,0.8672830901737699,0.88240339339948,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,pitch,10,1.0,542880,0.017733574798826996,0.012831356843993596,1.2228602601407708,0.999789700171423,1.7997766828726487,0.009853208438350356,480,0.9997586160715174,0.9998162886952381,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,pitch,20,2.0,542880,0.17284674176239814,0.12321137931448031,2.2574679499954007,0.9941375492372909,1.7994950774677116,0.09605291168989015,480,0.9932122383526238,0.9949083571477855,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,pitch,30,3.0,542880,0.5584634558291626,0.39245208271784854,2.9691366291153294,0.9646223359573606,1.7992884411802126,0.3103801719877931,480,0.9588251845821512,0.9694247493908005,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,pitch,50,5.0,542880,1.2016682037852926,0.9031550375028452,3.3044138255161024,0.8677546901164603,1.799307264730753,0.6678504707560936,480,0.8551981604742777,0.8790766232983901,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,pitch,100,10.0,542880,1.966624243147475,1.4482564046158233,2.143658806541388,0.15835014647425505,1.7986835875269107,1.09336864848557,480,0.11461173321612844,0.20075592016625549,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,pitch,150,15.0,542880,2.0535746016656002,1.5042291783005322,2.6262925581694647,0.38858686749641014,1.799090637361259,1.1414514416447605,480,0.3606546665128961,0.41487236037603353,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,heave,10,1.0,542880,0.003452887983592289,0.002570711346165257,0.7230439858176025,0.9999771947129636,1.3052269451126672,0.0026454311233164406,480,0.9999750715034773,0.9999790670343875,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,heave,20,2.0,542880,0.031223669117350396,0.023206800571480238,1.3801185991770855,0.9994881590195686,1.3051890619407918,0.023922717426792854,480,0.999439550372218,0.9995300666582402,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,heave,30,3.0,542880,0.12140739893457031,0.09037784392311915,1.9144386984978832,0.9959783212121617,1.3051257868066772,0.09302352322041268,480,0.9956019510934078,0.9963102037179539,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,heave,50,5.0,542880,0.5347534655731303,0.4080522311145248,2.4740805367882084,0.9532825047587618,1.305196114559555,0.409711199418936,480,0.9496791862248212,0.9565298539586968,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,heave,100,10.0,542880,1.1459507942060378,0.8755632489443251,1.4729533632755942,0.3947233126936329,1.3048466130537077,0.8782264388334434,480,0.3736518071542552,0.4145395350787156,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,heave,150,15.0,542880,1.374196698963819,1.089734057862093,1.8518455911559912,0.44933400558340175,1.3047382588874747,1.0532355356357606,480,0.41606394025060367,0.47910202935682733,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,roll_rate,10,1.0,542880,0.03351387862140019,0.025374147039810703,1.7507606275566403,0.9996335659334604,3.299047438683298,0.010158653139821509,480,0.9995846609085607,0.9996788420976936,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,roll_rate,20,2.0,542880,0.15676142278866123,0.1203417161945162,3.368958975401052,0.997834855191171,3.2992335448738204,0.04751449712683392,480,0.9975613032166418,0.9980905912513828,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,roll_rate,30,3.0,542880,0.3544838697919056,0.27324050293892155,4.734841225141871,0.9943949161262333,3.2996776276077266,0.10742984915435728,480,0.9937159700911078,0.9950382236713193,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,roll_rate,50,5.0,542880,0.6023017161969231,0.46980058504042266,6.356646858286032,0.9910221564851894,3.3008478104739085,0.18246879310392974,480,0.9900619334960904,0.9919381704853204,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,roll_rate,100,10.0,542880,1.4837997774924319,1.153111682929305,3.3400320894805207,0.8026444588549618,3.3023390388764846,0.4493178198920627,480,0.7879241302295937,0.8162596512326342,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,roll_rate,150,15.0,542880,2.1493245284250735,1.6306740005291278,4.761033745378059,0.7962012713066273,3.303717238675165,0.6505776291214866,480,0.7806418483032345,0.809656017740367,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,pitch_rate,10,1.0,542880,0.057129883373428246,0.04117917609515766,0.9751166377198593,0.9965674763211777,1.256288669542056,0.045475124275580155,480,0.996024280503159,0.9970068203500494,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,pitch_rate,20,2.0,542880,0.27915741487492496,0.19740068927319995,1.75173518675313,0.9746042274651769,1.2564720932103475,0.22217557905457666,480,0.9703005852270369,0.9780745508219529,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,pitch_rate,30,3.0,542880,0.4875722154207454,0.34809882178056634,2.2061010698625934,0.9511542156461626,1.2564709426767824,0.38804893838772175,480,0.943528840127827,0.9572488795037624,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,pitch_rate,50,5.0,542880,0.8367766605412515,0.6573406798423487,2.178290159899136,0.852433540563571,1.2560499558821334,0.6661969586660086,480,0.8384938695461225,0.8645526699697091,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,pitch_rate,100,10.0,542880,1.2869266786174374,1.0148723926988092,1.6285109886511375,0.37550894589415196,1.2558852337264772,1.024716784668973,480,0.3338993330479722,0.41014407401940634,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,pitch_rate,150,15.0,542880,1.2750887801802722,0.9283624397595895,1.8234169111921585,0.5109999630410083,1.2565624407980214,1.0147436679473605,480,0.5018124843794445,0.5190762249371689,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,heave_rate,10,1.0,542880,0.010201975418095581,0.007590050286987018,0.4398398830423327,0.9994620036472257,0.734348118721256,0.013892560160514347,480,0.999406110784837,0.9995120240048548,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,heave_rate,20,2.0,542880,0.052357108954653134,0.038906719879038695,0.8317851168879822,0.996037867226333,0.7343764911329834,0.07129464189938527,480,0.9956195541671344,0.9964150509251664,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,heave_rate,30,3.0,542880,0.13475244019548593,0.10112582085769053,1.1362827111436415,0.9859362713217689,0.7344107746237766,0.1834837462243345,480,0.9845092146201269,0.9872500579672295,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,heave_rate,50,5.0,542880,0.25737141856262097,0.20142044952630125,1.4001961120139228,0.9662135238884364,0.734264962236321,0.3505157290615574,480,0.9637997348125481,0.9685268514627882,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,heave_rate,100,10.0,542880,0.5974599201036257,0.46976303791155055,0.7683267045109754,0.3953198714556767,0.7341029397003275,0.8138639525779836,480,0.375135513504821,0.4149165972194962,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar20,heave_rate,150,15.0,542880,0.7621765157325792,0.606022660312677,1.1070364316158197,0.5259902231203906,0.7341299638155024,1.0382037967382642,480,0.49518441546929304,0.5528451224767563,0,True,108900,0.04937220500141848,,,,unseen_seastate
ar40,roll,10,1.0,542880,0.009854946324586025,0.007692882238374423,3.25942469682689,0.9999908583072085,6.257000679431415,0.0015750272102386222,480,0.9999898473661994,0.9999918084327888,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,roll,20,2.0,542880,0.08608351296950571,0.06732633030073015,6.285602666698202,0.9998124374559734,6.258149735730003,0.01375542558178567,480,0.9997919394090079,0.9998318320515174,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,roll,30,3.0,542880,0.32219276624077753,0.251664555086156,8.864531895835025,0.9986789478654948,6.258818948538503,0.051478205215700124,480,0.9985355780539078,0.9988123852312472,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,roll,50,5.0,542880,1.2892575168290739,0.991172772922697,12.020706403631479,0.9884967816260345,6.25953903317843,0.2059668467590692,480,0.9871974421795563,0.9896908190600834,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,roll,100,10.0,542880,2.1273844954917975,1.6123523607610362,6.564312783673568,0.8949699804644754,6.263610691806128,0.3396418775315617,480,0.8867022892559054,0.9025509496261269,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,roll,150,15.0,542880,3.273940721851081,2.4609157652761118,8.758534298487419,0.8602735086940616,6.26746488344986,0.5223708122396331,480,0.8496315758910796,0.8692906188675088,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,pitch,10,1.0,542880,0.015266446343638933,0.011244849898392719,1.2228602601407708,0.999844144458709,1.7997766828726487,0.008482411450776184,480,0.9998218392570464,0.9998632548997581,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,pitch,20,2.0,542880,0.15067238909534533,0.10912976614962622,2.2574679499954007,0.9955452415246078,1.7994950774677116,0.08373037024773347,480,0.9948476199855825,0.9961135927604755,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,pitch,30,3.0,542880,0.5089564649940925,0.36023264923812465,2.9691366291153294,0.9706166772703013,1.7992884411802126,0.28286541131796034,480,0.9657858054276682,0.9746466611298933,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,pitch,50,5.0,542880,1.206751364140032,0.8912245170788256,3.3044138255161024,0.8666335055877655,1.799307264730753,0.6706755359655647,480,0.8529289310926681,0.8787514547255809,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,pitch,100,10.0,542880,2.049861597609801,1.5052554553859636,2.143658806541388,0.08559676492706136,1.7986835875269107,1.139645467287688,480,0.027532607074133273,0.14199764831966516,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,pitch,150,15.0,542880,2.1677965627658704,1.5904920615710219,2.6262925581694647,0.3186804662385162,1.799090637361259,1.2049401612947057,480,0.2791563169625472,0.35424181616066325,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,heave,10,1.0,542880,0.002180964151715396,0.0016273732691717098,0.7230439858176025,0.9999909015456958,1.3052269451126672,0.0016709463131157893,480,0.9999900506083658,0.999991655276761,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,heave,20,2.0,542880,0.021058420473800837,0.01566557160305661,1.3801185991770855,0.9997671808128523,1.3051890619407918,0.01613438319999967,480,0.9997452286448484,0.9997868526181838,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,heave,30,3.0,542880,0.08944680193082064,0.06603391421704369,1.9144386984978832,0.9978170353354265,1.3051257868066772,0.06853500469841686,480,0.9975994835956327,0.9980081040233267,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,heave,50,5.0,542880,0.45185006095550423,0.34000726168009665,2.4740805367882084,0.9666449938647813,1.305196114559555,0.346193231741257,480,0.9637567752626465,0.9691340129805748,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,heave,100,10.0,542880,1.1399809345670133,0.8519287922371627,1.4729533632755942,0.4010132944117808,1.3048466130537077,0.8736512959934329,480,0.3670562520804682,0.43350978334272333,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,heave,150,15.0,542880,1.4169784711048943,1.1099239468087427,1.8518455911559912,0.4145134000320755,1.3047382588874747,1.086025079323668,480,0.36650431505295117,0.4560092793566367,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,roll_rate,10,1.0,542880,0.02859986572105225,0.022330197744888407,1.7507606275566403,0.999733145552356,3.299047438683298,0.00866912836284249,480,0.9997037854037121,0.9997606073949533,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,roll_rate,20,2.0,542880,0.14217604912203224,0.11119286538235483,3.368958975401052,0.9982190101753768,3.2992335448738204,0.043093660145077664,480,0.9980230546435048,0.9983996395992927,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,roll_rate,30,3.0,542880,0.3438743502267224,0.26735342262229356,4.734841225141871,0.9947254097818514,3.2996776276077266,0.10421452912538975,480,0.994143648078568,0.9952537043503764,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,roll_rate,50,5.0,542880,0.6206619996394692,0.47760689139361834,6.356646858286032,0.9904664611083961,3.3008478104739085,0.18803108633789442,480,0.9893775468968351,0.9914643772331206,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,roll_rate,100,10.0,542880,1.5047431305232484,1.148644312114647,3.3400320894805207,0.7970339218598594,3.3023390388764846,0.45565979531743933,480,0.7786884241906548,0.8133418905670615,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,roll_rate,150,15.0,542880,2.1989146264958257,1.6288306468121667,4.761033745378059,0.7866885259761439,3.303717238675165,0.6655880233193383,480,0.7660630889332901,0.8046001134376543,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,pitch_rate,10,1.0,542880,0.04867854903546562,0.03570199105614541,0.9751166377198593,0.997507919216741,1.256288669542056,0.03874790103233995,480,0.9971119817514165,0.9978347337421583,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,pitch_rate,20,2.0,542880,0.24916021261605045,0.1783387822626885,1.75173518675313,0.9797688542755111,1.2564720932103475,0.19830142982279372,480,0.9763018167579803,0.9825674186749466,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,pitch_rate,30,3.0,542880,0.4662643673958131,0.3291815037909173,2.2061010698625934,0.9553302374271968,1.2564709426767824,0.37109044989332163,480,0.9480055447767672,0.9612417525198327,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,pitch_rate,50,5.0,542880,0.824545966360356,0.6475240366321058,2.178290159899136,0.8567158064380832,1.2560499558821334,0.6564595321220892,480,0.8441461617162072,0.8674333465379045,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,pitch_rate,100,10.0,542880,1.2915954337318463,1.0192959488277804,1.6285109886511375,0.3709696283111522,1.2558852337264772,1.028434286068807,480,0.32750743170883306,0.40690155473721784,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,pitch_rate,150,15.0,542880,1.2788227426841638,0.9350262030345452,1.8234169111921585,0.5081317999457349,1.2565624407980214,1.0177152373518386,480,0.4975484473631862,0.5176978575126872,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,heave_rate,10,1.0,542880,0.006494239202428325,0.004851539693256129,0.4398398830423327,0.9997819945514766,0.734348118721256,0.008843543051130779,480,0.9997604755206624,0.9998019221069664,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,heave_rate,20,2.0,542880,0.0372426138278105,0.027595375433664568,0.8317851168879822,0.9979952601788549,0.7343764911329834,0.05071324351675969,480,0.9977848491305535,0.9981890259584789,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,heave_rate,30,3.0,542880,0.10720361973991724,0.07917573329100301,1.1362827111436415,0.9910988503722683,0.7344107746237766,0.145972286143045,480,0.9901543076674224,0.9919673566688152,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,heave_rate,50,5.0,542880,0.24366723934652135,0.1900774270431944,1.4001961120139228,0.9697157689379065,0.734264962236321,0.331851922505459,480,0.9675941475748852,0.9716063261650278,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,heave_rate,100,10.0,542880,0.5867500865476691,0.4618019591873898,0.7683267045109754,0.41680409149808884,0.7341029397003275,0.7992749447198644,480,0.3979306295143034,0.43558955525651954,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar40,heave_rate,150,15.0,542880,0.7610201410393082,0.6049592693749961,1.1070364316158197,0.5274274678668269,0.7341299638155024,1.036628633279112,480,0.49647337095373095,0.5546070025061783,0,True,216900,0.17171868500008713,,,,unseen_seastate
ar_attitude_only,roll,10,1.0,542880,0.04229484471421093,0.03309237116374322,3.25942469682689,0.9998316190460026,6.257000679431415,0.006759603663340875,480,0.9998128645752703,0.9998491764526772,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,roll,20,2.0,542880,0.2161762211365756,0.16973905857302413,6.285602666698202,0.9988171709204092,6.258149735730003,0.03454315257149389,480,0.9986890486734405,0.9989379885285254,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,roll,30,3.0,542880,0.5862214559223663,0.45928182765818143,8.864531895835025,0.9956266744695766,6.258818948538503,0.09366327109673861,480,0.9951493809559041,0.9960703960977105,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,roll,50,5.0,542880,1.586251082323897,1.2297002673433735,12.020706403631479,0.9825865877039096,6.25953903317843,0.25341340215566005,480,0.9806578254836747,0.9844042624030657,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,roll,100,10.0,542880,2.3350119805328973,1.791432184505859,6.564312783673568,0.8734681979791705,6.263610691806128,0.37279008792604107,480,0.8642180842109022,0.8821616583973599,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,roll,150,15.0,542880,3.478456732357594,2.6282430363838465,8.758534298487419,0.8422714389551904,6.26746488344986,0.5550021894088243,480,0.8313325050658434,0.8517654917004724,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,pitch,10,1.0,542880,0.05410249483744275,0.03968764592903051,1.2228602601407708,0.9980425939738907,1.7997766828726487,0.030060671055638415,480,0.9977372037921792,0.9982852304863888,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,pitch,20,2.0,542880,0.31427564652559065,0.22734461878377338,2.2574679499954007,0.9806189067748424,1.7994950774677116,0.17464657195275363,480,0.9774650139011084,0.9831207492132141,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,pitch,30,3.0,542880,0.7540301745262248,0.5379947116753452,2.9691366291153294,0.9355063307778111,1.7992884411802126,0.41907131578727397,480,0.9247937913286914,0.9441510894002355,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,pitch,50,5.0,542880,1.1937964196123108,0.9151753527215335,3.3044138255161024,0.8694816175099196,1.799307264730753,0.6634755736346952,480,0.8583420258193939,0.8795967597152535,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,pitch,100,10.0,542880,1.9039295795898374,1.4197899908360134,2.143658806541388,0.21115725184835277,1.7986835875269107,1.0585127883485244,480,0.17132149372922453,0.24927586846118793,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,pitch,150,15.0,542880,1.9587353716579317,1.454127989376524,2.6262925581694647,0.4437560172093925,1.799090637361259,1.0887363487871988,480,0.4173323655702237,0.4672863281411293,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,heave,10,1.0,542880,0.00928803040437358,0.006969871643532524,0.7230439858176025,0.9998349871289359,1.3052269451126672,0.007116027169950768,480,0.9998204289426563,0.9998479629437952,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,heave,20,2.0,542880,0.05286343047426582,0.03971412445213746,1.3801185991770855,0.9985328386843695,1.3051890619407918,0.040502508039455126,480,0.998403032022142,0.9986476341637096,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,heave,30,3.0,542880,0.16415664779282912,0.12376917402480699,1.9144386984978832,0.9926475171407103,1.3051257868066772,0.12577841113267724,480,0.992011584623206,0.9932082942344289,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,heave,50,5.0,542880,0.5608601141931306,0.432958000152331,2.4740805367882084,0.9486096652534577,1.305196114559555,0.42971328824587846,480,0.945077179557963,0.9517275752525397,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,heave,100,10.0,542880,1.2102958950554072,0.9226039550175008,1.4729533632755942,0.324842451189184,1.3048466130537077,0.9275388255965004,480,0.30015823527318747,0.34844119998148315,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,heave,150,15.0,542880,1.4318980970583317,1.131148694110167,1.8518455911559912,0.4021190994435526,1.3047382588874747,1.0974600363748692,480,0.3609520173524208,0.4382792242705684,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,roll_rate,10,1.0,542880,0.14065967689856881,0.10884868014808913,1.7507606275566403,0.9935451569272065,3.299047438683298,0.042636451737325824,480,0.992886711448841,0.994167466864729,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,roll_rate,20,2.0,542880,0.25046809609908494,0.1950583552098773,3.368958975401052,0.994472695582697,3.2992335448738204,0.07591705548952404,480,0.9939253046995297,0.9949983126009129,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,roll_rate,30,3.0,542880,0.4450371791525356,0.34786254371902003,4.734841225141871,0.9911655046220951,3.2996776276077266,0.13487292680624335,480,0.9902485480283492,0.9920334899859051,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,roll_rate,50,5.0,542880,0.6771490978783142,0.5330613431533734,6.356646858286032,0.9886521799977782,3.3008478104739085,0.20514399231908081,480,0.9874948966893903,0.9896920308345604,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,roll_rate,100,10.0,542880,1.500680812120484,1.1644981462125517,3.3400320894805207,0.7981283277541924,3.3023390388764846,0.45442966165916227,480,0.7824411474131857,0.8120100851336988,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,roll_rate,150,15.0,542880,2.185232581974943,1.6514790312651486,4.761033745378059,0.7893347926538461,3.303717238675165,0.6614466142542061,480,0.7725158614701141,0.8038046819110197,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,pitch_rate,10,1.0,542880,0.16261136538455248,0.12631465697766536,0.9751166377198593,0.972190789482461,1.256288669542056,0.12943789857137514,480,0.9687611294305996,0.974988909837466,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,pitch_rate,20,2.0,542880,0.4049633752962222,0.300351789788779,1.75173518675313,0.9465565374494954,1.2564720932103475,0.322301925752701,480,0.9380087151102179,0.9532187422014011,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,pitch_rate,30,3.0,542880,0.5129854453962296,0.38431648330370216,2.2061010698625934,0.945929638123747,1.2564709426767824,0.4082748179622576,480,0.9388868649162123,0.9519684788730357,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,pitch_rate,50,5.0,542880,0.9691426891567484,0.7518559461372296,2.178290159899136,0.8020552495315303,1.2560499558821334,0.7715797326517257,480,0.7792887086365936,0.8210303199273795,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,pitch_rate,100,10.0,542880,1.2948952138719774,1.0124196340456262,1.6285109886511375,0.3677514171994519,1.2558852337264772,1.0310617396382227,480,0.3307771344305631,0.39908584718018447,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,pitch_rate,150,15.0,542880,1.2808516328227346,0.9227992714162042,1.8234169111921585,0.5065698349554424,1.2565624407980214,1.0193298727035702,480,0.4973222733430506,0.5149809076303127,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,heave_rate,10,1.0,542880,0.056674212982496724,0.04351822656739173,0.4398398830423327,0.98339718297016,0.734348118721256,0.07717622138283046,480,0.9818771749262738,0.9847455566861911,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,heave_rate,20,2.0,542880,0.08722983200212794,0.0653685542334322,0.8317851168879822,0.9890021502650612,0.7343764911329834,0.11878080665075656,480,0.9878305885305585,0.9899761223380419,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,heave_rate,30,3.0,542880,0.1567469718694965,0.11849959811605035,1.1362827111436415,0.9809705813125593,0.7344107746237766,0.21343228787703272,480,0.9790640361037007,0.9826054048722908,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,heave_rate,50,5.0,542880,0.22884715733948943,0.18040792063584205,1.4001961120139228,0.9732875753886108,0.734264962236321,0.3116683610266503,480,0.971692770293341,0.974785922420688,0,True,108900,0.040909098999691196,,,,unseen_seastate
ar_attitude_only,heave_rate,100,10.0,542880,0.5729326500458904,0.45069429893878526,0.7683267045109754,0.4439481519232906,0.7341029397003275,0.7804527390665003,480,0.42540029733276097,0.4617691639245961,0,True,108900,0.040909098999691196,,,,unseen_seastate
