model,head,regime,dof,horizon_samples,horizon_s,picp_id,picp_ood,picp_delta,width_id,width_ood,width_delta,width_ratio_id,width_ratio_ood
dlinear_gaussian,gaussian,unseen_heading,roll,10,1.0,0.991690152519894,0.963395225464191,-0.028294927055703023,0.3499108055491069,0.294710749946618,-0.05520005560248892,0.0288815154369496,0.0177162205536783
dlinear_gaussian,gaussian,unseen_heading,roll,20,2.0,0.9828207891246684,0.9416918410452894,-0.04112894807937906,1.9090731555982252,1.6107495069101774,-0.29832364868804784,0.1575367971796192,0.0968017470778896
dlinear_gaussian,gaussian,unseen_heading,roll,30,3.0,0.9705728399155124,0.9203335298162884,-0.050239310099224,3.995470310888191,3.4031322753590043,-0.5923380355291865,0.3296313764816931,0.2044942469480357
dlinear_gaussian,gaussian,unseen_heading,roll,50,5.0,0.9707155970625796,0.9147706061499165,-0.05594499091266314,4.698629215773553,4.010694083888157,-0.6879351318853963,0.3874900170043138,0.241005290439222
dlinear_gaussian,gaussian,unseen_heading,roll,100,10.0,0.9624441251596424,0.8921762943314667,-0.07026783082817567,9.048574718505366,7.66309999153948,-1.385474726965886,0.7453972808048892,0.4601505747372865
dlinear_gaussian,gaussian,unseen_heading,roll,150,15.0,0.9410244130071715,0.8537362461931428,-0.08728816681402873,10.889709602717296,9.179870375942263,-1.709839226775033,0.8961778346115575,0.5509157494983605
dlinear_gaussian,gaussian,unseen_heading,roll_rate,10,1.0,0.9937148479713136,0.9632785637095984,-0.030436284261715185,0.1872027941785281,0.1561965081783114,-0.031006286000216682,0.0288927208991464,0.017371149470441
dlinear_gaussian,gaussian,unseen_heading,roll_rate,20,2.0,0.9865670129678752,0.93956982513017,-0.046997187837705234,1.0213584359439103,0.8536974595539838,-0.1676609763899265,0.1576078419338269,0.0949437340705013
dlinear_gaussian,gaussian,unseen_heading,roll_rate,30,3.0,0.974315226201002,0.9152661116023184,-0.05904911459868356,2.1375844592689264,1.8036607212237357,-0.3339237380451907,0.3297949532703659,0.2005655982226083
dlinear_gaussian,gaussian,unseen_heading,roll_rate,50,5.0,0.9738347639748502,0.9069180420473524,-0.06691672192749787,2.513776717349524,2.1256690719860685,-0.3881076453634553,0.3876659342758799,0.2362542814017728
dlinear_gaussian,gaussian,unseen_heading,roll_rate,100,10.0,0.9614026119952844,0.873749877198153,-0.08765273479713143,4.841007258374129,4.061445706071619,-0.7795615523025097,0.7459531168510574,0.4512184302323108
dlinear_gaussian,gaussian,unseen_heading,roll_rate,150,15.0,0.9387372286079182,0.8335414824638963,-0.10519574614402194,5.826018707743647,4.865334423849498,-0.9606842838941487,0.8970967651389894,0.5403397478286249
dlinear_quantile,quantile,unseen_heading,heave,10,1.0,0.9335143125552609,0.9587324393358876,0.025218126780626737,0.047145345070851,0.0515570958543923,0.0044117507835413,0.0188768042896074,0.0201062868701533
dlinear_quantile,quantile,unseen_heading,heave,20,2.0,0.9149290205324688,0.934816779644366,0.01988775911189722,0.2975909208561715,0.3238385793569649,0.026247658500793414,0.1191477909875015,0.1262798267605739
dlinear_quantile,quantile,unseen_heading,heave,30,3.0,0.901588902397092,0.9182778268985166,0.016688924501424562,0.7101421010177847,0.7533555158061316,0.04321341478834684,0.2843217522571945,0.2937480883854686
dlinear_quantile,quantile,unseen_heading,heave,50,5.0,0.9008543938500836,0.9177160084487672,0.016861614598683627,0.8686064992429307,0.909251205264544,0.0406447060216133,0.3477337503072912,0.3544669615588974
dlinear_quantile,quantile,unseen_heading,heave,100,10.0,0.9013578814225366,0.9192031388152078,0.017845257392671177,1.828657204485918,1.884219985829299,0.055562781343380996,0.7322467866355472,0.7344594074510745
dlinear_quantile,quantile,unseen_heading,heave,150,15.0,0.8861227772865704,0.8944444444444445,0.00832166715787408,2.270090697080292,2.29540520922532,0.025314512145028,0.9095266795709264,0.8946535550964946
dlinear_quantile,quantile,unseen_heading,heave_rate,10,1.0,0.934346295068278,0.9743485362019844,0.04000224113370632,0.0280029695368626,0.0308965636177163,0.0028935940808537015,0.0189347220194552,0.0209165127907492
dlinear_quantile,quantile,unseen_heading,heave_rate,20,2.0,0.9166935295706848,0.9547935700952942,0.03810004052460936,0.1766300726036571,0.1940762730499039,0.017446200446246812,0.1194195504068583,0.1313732486071176
dlinear_quantile,quantile,unseen_heading,heave_rate,30,3.0,0.907610030454858,0.9404718046959428,0.03286177424108483,0.4213501827942366,0.4514877987975019,0.03013761600326531,0.2848470869523333,0.3055896438059935
dlinear_quantile,quantile,unseen_heading,heave_rate,50,5.0,0.9042844029374204,0.9375128941939288,0.0332284912565084,0.5140552577170064,0.5446729377399391,0.030617680022932636,0.3475629245974419,0.3686409944278188
dlinear_quantile,quantile,unseen_heading,heave_rate,100,10.0,0.8933611786521269,0.9225826456429904,0.029221466990863476,1.084552777828992,1.129238489731524,0.0446857119025319,0.7336245446368276,0.7642934078473593
dlinear_quantile,quantile,unseen_heading,heave_rate,150,15.0,0.8828078949307397,0.8963147165733373,0.013506821642597533,1.3468054087233032,1.3756680167796034,0.028862608056300143,0.911520397023484,0.9311192438472932
dlinear_quantile,quantile,unseen_heading,pitch,10,1.0,0.8644989070635622,1.0,0.13550109293643775,0.0795151794697094,0.0988352833359135,0.0193201038662041,0.0194719860260037,0.3219506718136569
dlinear_quantile,quantile,unseen_heading,pitch,20,2.0,0.8507765681795855,1.0,0.14922343182041453,0.4949051480719162,0.6209450136296584,0.12603986555774216,0.121188195310372,2.022801145132473
dlinear_quantile,quantile,unseen_heading,pitch,30,3.0,0.8602814311327243,1.0,0.13971856886727574,1.1724459178861315,1.4445344485893388,0.27208853070320727,0.2870939528406139,4.705931467675025
dlinear_quantile,quantile,unseen_heading,pitch,50,5.0,0.8602783610865506,1.0,0.13972163891344935,1.4267138746087211,1.742639426788572,0.31592555217985097,0.3493228665344488,5.677697296746186
dlinear_quantile,quantile,unseen_heading,pitch,100,10.0,0.8575529275960311,1.0,0.14244707240396892,3.010102691957608,3.6130108833213535,0.6029081913637455,0.7372045518836033,11.774999109012915
dlinear_quantile,quantile,unseen_heading,pitch,150,15.0,0.8757483237547893,1.0,0.12425167624521072,3.7379680709749272,4.401462126673443,0.6634940556985156,0.9159679834254764,14.3421759652733
dlinear_quantile,quantile,unseen_heading,pitch_rate,10,1.0,0.806487314569211,1.0,0.19351268543078903,0.0654603434580966,0.073675504975304,0.008215161517207387,0.0215441291819673,0.3405416472800074
dlinear_quantile,quantile,unseen_heading,pitch_rate,20,2.0,0.7931095883682091,1.0,0.2068904116317909,0.3875086848750859,0.4628761710001867,0.0753674861251008,0.1275192567685491,2.1396304714183185
dlinear_quantile,quantile,unseen_heading,pitch_rate,30,3.0,0.8094330238726791,1.0,0.19056697612732088,0.8914415298410582,1.0768112931853009,0.1853697633442427,0.2933093064006676,4.978029362823728
dlinear_quantile,quantile,unseen_heading,pitch_rate,50,5.0,0.8124685320267216,1.0,0.18753146797327835,1.0659142531705303,1.2990299985415472,0.23311574537101687,0.3507424415279241,6.006476650753062
dlinear_quantile,quantile,unseen_heading,pitch_rate,100,10.0,0.8315266111602319,1.0,0.16847338883976815,2.2444659243047664,2.6932762728451327,0.4488103485403663,0.7386260056604842,12.456400046783116
