regime,model_a,model_b,seed,dof,horizon_samples,horizon_s,skill_diff,ci_lo,ci_hi,n_realizations,n_boot,ci_level,bootstrap_seed
id,tcn,ar20,2,pitch_rate,50,5.0,0.05165317239798857,0.04475137434215082,0.060169248776696584,384,1000,0.95,0
id,tcn,ar20,2,pitch_rate,100,10.0,0.1966759788965133,0.17939858315379098,0.21680740426117565,384,1000,0.95,0
id,tcn,ar20,2,pitch_rate,150,15.0,0.11558101709347875,0.10130378098279363,0.13041784013386995,384,1000,0.95,0
id,tcn,ar20,2,heave_rate,10,1.0,-0.002854430414527097,-0.0029951657796674284,-0.002716215981249466,384,1000,0.95,0
id,tcn,ar20,2,heave_rate,20,2.0,0.00039405170190799367,0.00019288833444417285,0.0006228612397440379,384,1000,0.95,0
id,tcn,ar20,2,heave_rate,30,3.0,0.005012523229501444,0.0041538728618521654,0.005903695302081172,384,1000,0.95,0
id,tcn,ar20,2,heave_rate,50,5.0,0.01661891670206487,0.013781745916449,0.019633923318017825,384,1000,0.95,0
id,tcn,ar20,2,heave_rate,100,10.0,0.25005229593973016,0.2244578811647939,0.2758339497510805,384,1000,0.95,0
id,tcn,ar20,2,heave_rate,150,15.0,0.1487823882392788,0.12826261677189563,0.1706741722558772,384,1000,0.95,0
id,tcn,dlinear_ols,0,roll,10,1.0,-0.0018239558911267184,-0.0022042866433254135,-0.0015578839200856,384,1000,0.95,0
id,tcn,dlinear_ols,0,roll,20,2.0,0.0003238073403395234,0.00010983222587519805,0.00048655741090430736,384,1000,0.95,0
id,tcn,dlinear_ols,0,roll,30,3.0,0.008113105016361264,0.007272747313539705,0.008926752162663906,384,1000,0.95,0
id,tcn,dlinear_ols,0,roll,50,5.0,0.03706652156732957,0.033296786333792405,0.04119976179292861,384,1000,0.95,0
id,tcn,dlinear_ols,0,roll,100,10.0,0.29215916421579363,0.2773587865641826,0.3091927593560542,384,1000,0.95,0
id,tcn,dlinear_ols,0,roll,150,15.0,0.22709563845254135,0.2149068243795498,0.24016820100655192,384,1000,0.95,0
id,tcn,dlinear_ols,0,pitch,10,1.0,-0.0018001341881521877,-0.001973526339450941,-0.0016338156577688728,384,1000,0.95,0
id,tcn,dlinear_ols,0,pitch,20,2.0,0.0014762124584078214,0.0011952117558262226,0.0017871939768193815,384,1000,0.95,0
id,tcn,dlinear_ols,0,pitch,30,3.0,0.022416439910366726,0.02010267804525647,0.024945703136556002,384,1000,0.95,0
id,tcn,dlinear_ols,0,pitch,50,5.0,0.09877721284168628,0.09013409067113452,0.10880531917420075,384,1000,0.95,0
id,tcn,dlinear_ols,0,pitch,100,10.0,0.32497725891237444,0.3041907846649499,0.34621812010336006,384,1000,0.95,0
id,tcn,dlinear_ols,0,pitch,150,15.0,0.21098653852453988,0.1908150257787761,0.23273727707983508,384,1000,0.95,0
