model,head,n_realizations,dof,horizon_samples,horizon_s,n_windows,n_quantiles,alpha,picp,mean_interval_width,winkler,crps,pinball,crossing_rate,picp_ci_lo,picp_ci_hi,seed,deterministic,n_params,fit_time_s,best_epoch,epochs_run,best_val_loss,val_loss_name,regime,signal_std
residual_interval,quantile,480,roll,20,2.0,542880,9,0.1,0.7989021514883584,0.2953907349172782,0.8584515233742761,0.07680315299012813,0.0384015764950641,0.0,0.7775978116710875,0.8201040285145889,0,True,68400,3.4553868969960604,,,,,unseen_heading,5.058101722258217
residual_interval,quantile,480,roll,30,3.0,542880,9,0.1,0.8008362805776599,1.0578938658043342,3.0428181968387005,0.2725806563254758,0.13629032816273784,0.0,0.7796336206896552,0.822097839301503,0,True,68400,3.4553868969960604,,,,,unseen_heading,5.058718148754806
residual_interval,quantile,480,roll,50,5.0,542880,9,0.1,0.7997936928971412,2.2294856600389448,6.451384378858883,0.5755754536205757,0.28778772681028786,0.0,0.7788619031830238,0.8211322483790157,0,True,68400,3.4553868969960604,,,,,unseen_heading,5.058662539241705
residual_interval,quantile,480,roll,100,10.0,542880,9,0.1,0.7965977748305334,4.797155019090722,13.53782489820578,1.2401637202501996,0.6200818601250997,0.0,0.7762221853816682,0.8175042366637194,0,True,68400,3.4553868969960604,,,,,unseen_heading,5.062292920246066
residual_interval,quantile,480,roll,150,15.0,542880,9,0.1,0.7940576186265842,6.894143411080125,19.62816492630829,1.7934518533580137,0.8967259266790063,0.0,0.773533745947539,0.8149106156056587,0,True,68400,3.4553868969960604,,,,,unseen_heading,5.065170959625261
residual_interval,quantile,480,pitch,10,1.0,542880,9,0.1,1.0,0.03376319909643686,0.03376319909643686,0.0017163015103836797,0.0008581507551918399,0.0,1.0,1.0,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.09331800023822037
residual_interval,quantile,480,pitch,20,2.0,542880,9,0.1,1.0,0.3145478132517767,0.3145478132517767,0.01632225715620844,0.00816112857810421,0.0,1.0,1.0,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.09331311784801627
residual_interval,quantile,480,pitch,30,3.0,542880,9,0.1,1.0,1.0280094271274358,1.0280094271274358,0.05450457784150707,0.02725228892075354,0.0,1.0,1.0,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.0933093260053012
residual_interval,quantile,480,pitch,50,5.0,542880,9,0.1,1.0,1.8074698838411372,1.8074698838411372,0.09968428110753197,0.049842140553765964,0.0,1.0,1.0,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.09329922763600644
residual_interval,quantile,480,pitch,100,10.0,542880,9,0.1,1.0,3.9301794104192704,3.9301794104192704,0.2184295429015728,0.10921477145078642,0.0,1.0,1.0,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.09327196673014979
residual_interval,quantile,480,pitch,150,15.0,542880,9,0.1,1.0,4.7387893304017235,4.7387893304017235,0.2565815563115135,0.12829077815575676,0.0,1.0,1.0,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.09328776110372569
residual_interval,quantile,480,heave,10,1.0,542880,9,0.1,0.913546271735927,0.012137338841557576,0.017016142306684506,0.0017182612584022553,0.0008591306292011277,0.0,0.9024170166519304,0.9251126399941055,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.7794698459399999
residual_interval,quantile,480,heave,20,2.0,542880,9,0.1,0.913146551724138,0.11953236137547706,0.16818718007540398,0.01694237764931097,0.00847118882465548,0.0,0.9019965277777778,0.9247128739316239,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.7795381170816457
residual_interval,quantile,480,heave,30,3.0,542880,9,0.1,0.9108919098143236,0.4204741942921232,0.6000101522242038,0.06020906258056126,0.030104531290280612,0.0,0.8993563034188033,0.922665644341291,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.7795925331975873
residual_interval,quantile,480,heave,50,5.0,542880,9,0.1,0.9067768199233717,0.8778767983746303,1.2942918345568006,0.12792005101419698,0.06396002550709849,0.0,0.8947045848069555,0.9192741029325081,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.7797418971482062
residual_interval,quantile,480,heave,100,10.0,542880,9,0.1,0.9131797082228117,1.8162327956573625,2.4846309243743625,0.260930927787453,0.1304654638937265,0.0,0.9028857206012378,0.9237507368110817,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.7798418820620302
residual_interval,quantile,480,heave,150,15.0,542880,9,0.1,0.905524241084586,2.3954562398221126,3.3323915284041448,0.3580483261069814,0.17902416305349064,0.0,0.895155328986148,0.9159627357795461,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.7799149016983908
residual_interval,quantile,480,roll_rate,10,1.0,542880,9,0.1,0.7903680371352785,0.017166035873547397,0.0473706247763356,0.004467786927499407,0.0022338934637497043,0.0,0.7703428934571176,0.8107430279251401,0,True,68400,3.4553868969960604,,,,,unseen_heading,2.7332887334068814
residual_interval,quantile,480,roll_rate,20,2.0,542880,9,0.1,0.7885223253757736,0.16746779256314914,0.4677517943240813,0.04398867105676519,0.02199433552838258,0.0,0.7682477711464781,0.8088915137783672,0,True,68400,3.4553868969960604,,,,,unseen_heading,2.733256744126837
residual_interval,quantile,480,roll_rate,30,3.0,542880,9,0.1,0.786814765694076,0.5883249872608529,1.6626109481246163,0.15570340005143274,0.0778517000257164,0.0,0.7664976606248157,0.8072211170055997,0,True,68400,3.4553868969960604,,,,,unseen_heading,2.733638938173776
residual_interval,quantile,480,roll_rate,50,5.0,542880,9,0.1,0.785709549071618,1.222947213761177,3.5034446418445033,0.3260695782162726,0.16303478910813624,0.0,0.7647683650162098,0.8060833425434719,0,True,68400,3.4553868969960604,,,,,unseen_heading,2.7350087097464617
residual_interval,quantile,480,roll_rate,100,10.0,542880,9,0.1,0.776372310639552,2.643482162078929,7.62054297716799,0.7225040404132957,0.36125202020664804,0.0,0.75626238763631,0.7968841640878278,0,True,68400,3.4553868969960604,,,,,unseen_heading,2.736128999843485
residual_interval,quantile,480,roll_rate,150,15.0,542880,9,0.1,0.7745321249631595,3.7829315224475124,11.088952350288162,1.0416753485958576,0.5208376742979284,0.0,0.7541662982611259,0.795137829722959,0,True,68400,3.4553868969960604,,,,,unseen_heading,2.7370865408303726
residual_interval,quantile,480,pitch_rate,10,1.0,542880,9,0.1,1.0,0.039726043013466425,0.039726043013466425,0.0016341991117214054,0.0008170995558607028,0.0,1.0,1.0,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.06576512293290253
residual_interval,quantile,480,pitch_rate,20,2.0,542880,9,0.1,1.0,0.3554737124174102,0.3554737124174102,0.01524474324234718,0.007622371621173591,0.0,1.0,1.0,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.06576105880147227
residual_interval,quantile,480,pitch_rate,30,3.0,542880,9,0.1,1.0,1.1036800689940613,1.1036800689940613,0.04990394945424451,0.02495197472712229,0.0,1.0,1.0,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.06575441150073948
residual_interval,quantile,480,pitch_rate,50,5.0,542880,9,0.1,1.0,1.6329252522094257,1.6329252522094257,0.08403243429781423,0.04201621714890707,0.0,1.0,1.0,0,True,68400,3.4553868969960604,,,,,unseen_heading,0.06574188233734778
