control,regime,subject_model,null_model,dof,horizon_samples,horizon_s,skill_subject,skill_null,excess,tol,asserted,enforced,passed
untrained,id,untrained,persistence,pitch,100,10.0,0.3182533414680826,0.0,0.3182533414680826,0.0,True,False,False
untrained,id,untrained,persistence,pitch,150,15.0,0.31063123000842774,0.0,0.31063123000842774,0.0,True,False,False
untrained,id,untrained,persistence,heave,10,1.0,-2.4323253864351475,0.0,-2.4323253864351475,0.0,True,False,True
untrained,id,untrained,persistence,heave,20,2.0,0.04393395640578468,0.0,0.04393395640578468,0.0,True,False,False
untrained,id,untrained,persistence,heave,30,3.0,0.5409967096625836,0.0,0.5409967096625836,0.0,True,False,False
untrained,id,untrained,persistence,heave,50,5.0,0.5336635473935069,0.0,0.5336635473935069,0.0,True,False,False
untrained,id,untrained,persistence,heave,100,10.0,0.13487561504225942,0.0,0.13487561504225942,0.0,True,False,False
untrained,id,untrained,persistence,heave,150,15.0,0.4876734102789355,0.0,0.4876734102789355,0.0,True,False,False
untrained,id,untrained,persistence,roll_rate,10,1.0,-2.533726865061032,0.0,-2.533726865061032,0.0,True,False,True
untrained,id,untrained,persistence,roll_rate,20,2.0,-0.1709431884420749,0.0,-0.1709431884420749,0.0,True,False,True
untrained,id,untrained,persistence,roll_rate,30,3.0,0.38343321124792773,0.0,0.38343321124792773,0.0,True,False,False
untrained,id,untrained,persistence,roll_rate,50,5.0,0.7119510237022231,0.0,0.7119510237022231,0.0,True,False,False
untrained,id,untrained,persistence,roll_rate,100,10.0,0.0683818733520638,0.0,0.0683818733520638,0.0,True,False,False
untrained,id,untrained,persistence,roll_rate,150,15.0,0.3462444526362183,0.0,0.3462444526362183,0.0,True,False,False
untrained,id,untrained,persistence,pitch_rate,10,1.0,-0.9342864457106042,0.0,-0.9342864457106042,0.0,True,False,True
untrained,id,untrained,persistence,pitch_rate,20,2.0,0.496803310809537,0.0,0.496803310809537,0.0,True,False,False
untrained,id,untrained,persistence,pitch_rate,30,3.0,0.38844193510657143,0.0,0.38844193510657143,0.0,True,False,False
untrained,id,untrained,persistence,pitch_rate,50,5.0,0.6004174565453693,0.0,0.6004174565453693,0.0,True,False,False
untrained,id,untrained,persistence,pitch_rate,100,10.0,0.41892188284978094,0.0,0.41892188284978094,0.0,True,False,False
untrained,id,untrained,persistence,pitch_rate,150,15.0,0.4705414249522394,0.0,0.4705414249522394,0.0,True,False,False
untrained,id,untrained,persistence,heave_rate,10,1.0,-1.1817382660721014,0.0,-1.1817382660721014,0.0,True,False,True
untrained,id,untrained,persistence,heave_rate,20,2.0,0.27217025463083144,0.0,0.27217025463083144,0.0,True,False,False
untrained,id,untrained,persistence,heave_rate,30,3.0,0.34525195327410263,0.0,0.34525195327410263,0.0,True,False,False
untrained,id,untrained,persistence,heave_rate,50,5.0,0.6201254215849527,0.0,0.6201254215849527,0.0,True,False,False
untrained,id,untrained,persistence,heave_rate,100,10.0,-0.2577274928543374,0.0,-0.2577274928543374,0.0,True,False,True
untrained,id,untrained,persistence,heave_rate,150,15.0,0.11283693298248076,0.0,0.11283693298248076,0.0,True,False,False
shuffle,unseen_seastate,shuffled,window_mean,roll,10,1.0,-3.6617801185003804,-3.6361585721576795,-0.005526460310605108,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,roll,20,2.0,-0.30987782564547106,-0.304777021787743,-0.003909329925767091,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,roll,30,3.0,0.3526161116809887,0.35272409535263494,-0.0001668278872593021,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,roll,50,5.0,0.7081800251248935,0.7076553205777212,0.001794814765260111,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,roll,100,10.0,0.22638463783825558,0.22341186946691183,0.003827985845345161,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,roll,150,15.0,0.3613597106306955,0.3598155413360776,0.002412069324270405,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,pitch,10,1.0,-1.402347771542476,-1.4106808001695277,0.003456711741540275,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,pitch,20,2.0,0.26191651791143455,0.2590736834967171,0.003836865220463337,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,pitch,30,3.0,0.5754564066069887,0.5745014612642354,0.002244297584641841,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,pitch,50,5.0,0.6963191292900262,0.6952712209283369,0.003438823090098686,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,pitch,100,10.0,0.3094143510469082,0.30815081565911107,0.0018263162209273265,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,pitch,150,15.0,0.5110601193915537,0.5108980121482962,0.00033143852874018,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,heave,10,1.0,-2.7026524454816134,-2.720246036516437,0.004729147175249082,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,heave,20,2.0,-0.07607882927184151,-0.08301841259252751,0.006407631892493937,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,heave,30,3.0,0.43203077429156966,0.4297969449014116,0.003917603334783637,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,heave,50,5.0,0.6909139716257264,0.6909915525766708,-0.0002510641750776976,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,heave,100,10.0,0.2854674785809136,0.2867089129907052,-0.0017404316868681047,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,heave,150,15.0,0.45303964236745486,0.45414789330962113,-0.002030313575019038,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,roll_rate,10,1.0,-3.4468124498845762,-3.450161018503483,0.0007524601031251299,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,roll_rate,20,2.0,-0.25152040803299003,-0.25153185018445035,9.142517194971056e-06,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,roll_rate,30,3.0,0.3755699982089964,0.37752694710436674,-0.0031438290963230475,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,roll_rate,50,5.0,0.7138980937621802,0.7143720025464866,-0.001659181832773804,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,roll_rate,100,10.0,0.14694562104163422,0.1483350769801881,-0.001631458453903667,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,roll_rate,150,15.0,0.4035319058307367,0.40502299403711906,-0.002506127449361184,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,pitch_rate,10,1.0,-0.8253702822154563,-0.8263659642029386,0.0005451711250635816,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,pitch_rate,20,2.0,0.41337138563344034,0.41329180927114895,0.0001356319266525574,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,pitch_rate,30,3.0,0.6393673826002906,0.638584000199518,0.0021675365816816727,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,pitch_rate,50,5.0,0.6746722623253931,0.6732579845081277,0.004328423496857026,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,pitch_rate,100,10.0,0.39493674201837126,0.3973356541846095,-0.003980511179888291,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,pitch_rate,150,15.0,0.5156891731104438,0.5157135601653577,-5.035667511621433e-05,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,heave_rate,10,1.0,-2.159642370489562,-2.156658936021811,-0.0009451241100855157,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,heave_rate,20,2.0,0.07045830229550798,0.07159401339492821,-0.0012232914434053832,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,heave_rate,30,3.0,0.502367942524317,0.5010106912815555,0.002720000647403409,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,heave_rate,50,5.0,0.7104833548191272,0.7077185611258547,0.009459354326166847,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,heave_rate,100,10.0,0.13863615941329732,0.13759177675656975,0.0012110073032464141,0.02,True,True,True
shuffle,unseen_seastate,shuffled,window_mean,heave_rate,150,15.0,0.5247363668723669,0.52510063525281,-0.0007670433095590123,0.02,True,True,True
untrained,unseen_seastate,untrained,persistence,roll,10,1.0,-4.617186572924787,0.0,-4.617186572924787,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,roll,20,2.0,-0.334941640040888,0.0,-0.334941640040888,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,roll,30,3.0,0.3627575753644885,0.0,0.3627575753644885,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,roll,50,5.0,0.730798655816717,0.0,0.730798655816717,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,roll,100,10.0,0.18636812618889853,0.0,0.18636812618889853,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,roll,150,15.0,0.38231122200717227,0.0,0.38231122200717227,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,pitch,10,1.0,-1.5303582395314557,0.0,-1.5303582395314557,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,pitch,20,2.0,-0.14821159829679575,0.0,-0.14821159829679575,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,pitch,30,3.0,0.33115922803056463,0.0,0.33115922803056463,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,pitch,50,5.0,0.6879143578303761,0.0,0.6879143578303761,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,pitch,100,10.0,0.21041379747248568,0.0,0.21041379747248568,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,pitch,150,15.0,0.2881789989320871,0.0,0.2881789989320871,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave,10,1.0,-2.9275007863010942,0.0,-2.9275007863010942,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,heave,20,2.0,0.02151484121392644,0.0,0.02151484121392644,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave,30,3.0,0.4710180393706541,0.0,0.4710180393706541,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave,50,5.0,0.5775061594636088,0.0,0.5775061594636088,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave,100,10.0,0.2645688812471676,0.0,0.2645688812471676,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave,150,15.0,0.4771130147071715,0.0,0.4771130147071715,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,roll_rate,10,1.0,-2.735792989717124,0.0,-2.735792989717124,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,roll_rate,20,2.0,-0.22377425788062144,0.0,-0.22377425788062144,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,roll_rate,30,3.0,0.3933083542045752,0.0,0.3933083542045752,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,roll_rate,50,5.0,0.7476553333248094,0.0,0.7476553333248094,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,roll_rate,100,10.0,0.1559727053610056,0.0,0.1559727053610056,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,roll_rate,150,15.0,0.35329131631116073,0.0,0.35329131631116073,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,pitch_rate,10,1.0,-1.1608144135209173,0.0,-1.1608144135209173,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,pitch_rate,20,2.0,0.45303230363601465,0.0,0.45303230363601465,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,pitch_rate,30,3.0,0.1443923127868375,0.0,0.1443923127868375,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,pitch_rate,50,5.0,0.5797810532607564,0.0,0.5797810532607564,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,pitch_rate,100,10.0,0.2241477355503988,0.0,0.2241477355503988,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,pitch_rate,150,15.0,0.48480284771879345,0.0,0.48480284771879345,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave_rate,10,1.0,-1.4099983031176646,0.0,-1.4099983031176646,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,heave_rate,20,2.0,0.1918336645525659,0.0,0.1918336645525659,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave_rate,30,3.0,0.30208659593597886,0.0,0.30208659593597886,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave_rate,50,5.0,0.6217109971541823,0.0,0.6217109971541823,0.0,True,False,False
untrained,unseen_seastate,untrained,persistence,heave_rate,100,10.0,-0.23598415797011874,0.0,-0.23598415797011874,0.0,True,False,True
untrained,unseen_seastate,untrained,persistence,heave_rate,150,15.0,0.1109630926859726,0.0,0.1109630926859726,0.0,True,False,False
