model,regime,dof,horizon_samples,horizon_s,n_seeds,deterministic,n_windows,rmse_mean,rmse_std,mae_mean,mae_std,rmse_persistence,skill_mean,skill_std,skill_ci_lo,skill_ci_hi,signal_std,nrmse_mean,nrmse_std,n_params,fit_time_s_mean
ar20,id,heave,10,1.0,1,True,434304,0.0018378881445991542,,0.001265862945321583,,0.44174333995484594,0.9999826899575988,,0.9999804528361742,0.9999846634039316,0.7591945699315659,0.0024208394229753545,,108900,0.05317497198120691
ar20,id,heave,20,2.0,1,True,434304,0.016076663522087364,,0.011050707048779342,,0.8382135080550518,0.9996321400276761,,0.9995844737873412,0.9996746755481648,0.7592353662201028,0.021174808547349374,,108900,0.05317497198120691
ar20,id,heave,30,3.0,1,True,434304,0.05883616612460267,,0.040249128334850275,,1.1513183823181896,0.9973884529565938,,0.997054626314687,0.9976840977085297,0.7592379733777742,0.07749370841245785,,108900,0.05317497198120691
ar20,id,heave,50,5.0,1,True,434304,0.2255723200215065,,0.1511720345852496,,1.4421558821616272,0.9755348883946262,,0.9727683389218242,0.9781477532162949,0.7593097520603712,0.29707549443349135,,108900,0.05317497198120691
ar20,id,heave,100,10.0,1,True,434304,0.47479310849898637,,0.32132515117944405,,0.8335183990732865,0.6755270991001815,,0.6410207709125865,0.7038167627112357,0.7591324816869609,0.6254416981919818,,108900,0.05317497198120691
ar20,id,heave,150,15.0,1,True,434304,0.6304450937035695,,0.4304923406749136,,1.106452908012778,0.6753400858726175,,0.6510470297327287,0.6967159484090855,0.758700750262978,0.8309535656647855,,108900,0.05317497198120691
ar20,id,heave_rate,10,1.0,1,True,434304,0.005411377717979941,,0.003725879834992732,,0.2852226587419099,0.9996400454643583,,0.9995994431196376,0.999676925252943,0.4495602477358838,0.012037046747867975,,108900,0.05317497198120691
ar20,id,heave_rate,20,2.0,1,True,434304,0.026265015602456337,,0.018005959427045026,,0.5351982235990471,0.9975916145228063,,0.9973202518871553,0.997849974337267,0.44960586015695647,0.05841786758136844,,108900,0.05317497198120691
ar20,id,heave_rate,30,3.0,1,True,434304,0.061807410485387626,,0.041897135036308195,,0.7216245802205107,0.992664014548903,,0.9918440148352332,0.9934432741099569,0.4496495382799816,0.13745685300115273,,108900,0.05317497198120691
ar20,id,heave_rate,50,5.0,1,True,434304,0.1104187370152151,,0.0732956897632718,,0.8524864976952896,0.9832231457133732,,0.9815711359921899,0.984672706952806,0.44959255402628673,0.24559734369790998,,108900,0.05317497198120691
ar20,id,heave_rate,100,10.0,1,True,434304,0.28895011556212075,,0.1961930727885706,,0.47861232963563727,0.6355164098241961,,0.618877138432133,0.6521421523120488,0.4493860488108614,0.6429886204227375,,108900,0.05317497198120691
ar20,id,heave_rate,150,15.0,1,True,434304,0.4027018145025547,,0.27309999840302,,0.6814233587032514,0.6507526340226308,,0.6273185898136714,0.6724885296235308,0.44913945544323325,0.8966075227239799,,108900,0.05317497198120691
ar20,id,pitch,10,1.0,1,True,434304,0.008379120247152939,,0.005409154532996206,,0.8963189522817477,0.9999126079983012,,0.9998988049931082,0.9999243996353727,1.2413165389175655,0.006750188194914067,,108900,0.05317497198120691
ar20,id,pitch,20,2.0,1,True,434304,0.0819080547621861,,0.05455332886292674,,1.6396866224861668,0.9975046497225859,,0.997163399822113,0.9977998101495508,1.2413790185919036,0.06598150406561118,,108900,0.05317497198120691
ar20,id,pitch,30,3.0,1,True,434304,0.26704927365720377,,0.18276185130014078,,2.1223575061775537,0.9841676377212494,,0.982324218833393,0.9858134347601519,1.2413993725281671,0.21511954941087622,,108900,0.05317497198120691
ar20,id,pitch,50,5.0,1,True,434304,0.6009779713976715,,0.41250157640344765,,2.2343246831224586,0.927652331458518,,0.9204887224009591,0.9338079762935736,1.2415168463730468,0.48406751237678464,,108900,0.05317497198120691
ar20,id,pitch,100,10.0,1,True,434304,1.0521784076359824,,0.6967854679256326,,1.5591545468409598,0.5445922267799075,,0.531378491266739,0.5574122014896867,1.2411836658196425,0.8477217648051738,,108900,0.05317497198120691
ar20,id,pitch,150,15.0,1,True,434304,1.2233875968852959,,0.7930169640213209,,1.785131912400982,0.5303357338766602,,0.5092764604073992,0.5484360146151193,1.2405036351372414,0.9862023473634949,,108900,0.05317497198120691
