regime,model_a,model_b,seed,dof,horizon_samples,horizon_s,skill_diff,ci_lo,ci_hi,n_realizations,n_boot,ci_level,bootstrap_seed
id,tcn,window_mean,2,pitch_rate,100,10.0,0.32203483242165876,0.3003745398213639,0.3439038591760219,384,1000,0.95,0
id,tcn,window_mean,2,pitch_rate,150,15.0,0.1365054381675949,0.12312639838694138,0.15029699508794697,384,1000,0.95,0
id,tcn,window_mean,2,heave_rate,10,1.0,2.7674896144022734,2.658457804478054,2.870220839208408,384,1000,0.95,0
id,tcn,window_mean,2,heave_rate,20,2.0,0.8239208338187576,0.7937592431531233,0.8519020852929713,384,1000,0.95,0
id,tcn,window_mean,2,heave_rate,30,3.0,0.45213847597152607,0.4383931110439756,0.4655251125054965,384,1000,0.95,0
id,tcn,window_mean,2,heave_rate,50,5.0,0.2849919925239286,0.28112783216356624,0.2889400488306426,384,1000,0.95,0
id,tcn,window_mean,2,heave_rate,100,10.0,0.715822580791001,0.6707895544890096,0.759700468573695,384,1000,0.95,0
id,tcn,window_mean,2,heave_rate,150,15.0,0.26250914777443407,0.24587462719589906,0.27985267838580824,384,1000,0.95,0
unseen_seastate,tcn,ar20,0,roll,10,1.0,-0.010881787891253726,-0.01117992237237572,-0.010621572528853146,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,roll,20,2.0,-0.004265497956796138,-0.004370670157607386,-0.004162233269885221,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,roll,30,3.0,-0.0020375152135676394,-0.002206594837911932,-0.001856628638013868,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,roll,50,5.0,0.008292162606391389,0.007046496099774871,0.00962603543509141,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,roll,100,10.0,0.043904212979192093,0.03802932546926521,0.050154160597242765,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,roll,150,15.0,0.04345254892602778,0.03679366494673335,0.05126094265990717,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,pitch,10,1.0,-0.013190670588792327,-0.013777325451213322,-0.01262364254081276,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,pitch,20,2.0,-0.0033957416193777044,-0.004167517635344287,-0.0024749843239250304,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,pitch,30,3.0,0.02681628298017597,0.021996569009494746,0.0325469253720529,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,pitch,50,5.0,0.10966458312076745,0.09785856567624251,0.122869197039506,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,pitch,100,10.0,0.45825528599318227,0.39468091805314826,0.5212336341171059,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,pitch,150,15.0,0.10170750217590438,0.07839209195043645,0.12598304314269074,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,heave,10,1.0,-0.010415465491185147,-0.010680778692317563,-0.010165448038979223,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,heave,20,2.0,-0.007367858786819284,-0.007657172713646173,-0.007099812658277177,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,heave,30,3.0,-0.003307490478318831,-0.0035672513514637275,-0.0030524994653722197,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,heave,50,5.0,0.034241121506801246,0.031082128864290407,0.037699119932657496,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,heave,100,10.0,0.362822070364808,0.3278757468878871,0.3971111700853504,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,heave,150,15.0,0.12731630062353078,0.10443559251368117,0.1500262216772828,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,roll_rate,10,1.0,-0.011741676278242607,-0.01203277851736908,-0.011469866019162571,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,roll_rate,20,2.0,-0.004839078034834394,-0.005110890615078404,-0.00455838592217844,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,roll_rate,30,3.0,0.00020098847437151557,-0.00042443321140556053,0.0008566574047654886,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,roll_rate,50,5.0,0.004668435291714366,0.0038274359159751674,0.005611844827508803,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,roll_rate,100,10.0,0.12300217255588322,0.10870145899822552,0.13885916792954703,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,roll_rate,150,15.0,0.08714012268240665,0.0733790842219828,0.10443889472455446,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,pitch_rate,10,1.0,-0.009093509886008053,-0.009555323592795609,-0.008550870603761059,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,pitch_rate,20,2.0,0.01196491976913601,0.008546165080524878,0.01620025632885939,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,pitch_rate,30,3.0,0.037037674146694746,0.031028215168934573,0.04462054918824811,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,pitch_rate,50,5.0,0.09794842469193586,0.08504736841661055,0.1128588144556774,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,pitch_rate,100,10.0,0.1743178835516844,0.13477386484003684,0.22283692398326113,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,pitch_rate,150,15.0,-0.08779990599065839,-0.0989997010658992,-0.07625407192255214,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,heave_rate,10,1.0,-0.009948681933220554,-0.010201279467443765,-0.009716858598423812,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,heave_rate,20,2.0,-0.00366211747306345,-0.003925129052827667,-0.003345147020362515,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,heave_rate,30,3.0,0.006367093538103466,0.005201907443812807,0.007683345925693037,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,heave_rate,50,5.0,0.024923633753744342,0.022713221060782097,0.027290311137830838,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,heave_rate,100,10.0,0.3178032714381516,0.28515749035783367,0.35109339999179445,480,1000,0.95,0
unseen_seastate,tcn,ar20,0,heave_rate,150,15.0,0.05791139328412089,0.03627324000865844,0.08268891762829808,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,roll,10,1.0,-0.012312103511498704,-0.013093116264744423,-0.011630972298416559,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,roll,20,2.0,-0.005185385131834186,-0.005361679267068329,-0.005021705470518373,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,roll,30,3.0,-0.002630624400470285,-0.0028075541357477584,-0.0024389573242941287,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,roll,50,5.0,0.008321671979864631,0.007083134959011434,0.009639372571229965,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,roll,100,10.0,0.04079986020891009,0.034923641475838735,0.04713560063013184,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,roll,150,15.0,0.04028723769020029,0.033369669527502324,0.04843021597213706,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,pitch,10,1.0,-0.012212945769438153,-0.012664401794645678,-0.011766069544096612,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,pitch,20,2.0,-0.0021639162378933275,-0.002910371956092011,-0.0012273415412872464,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,pitch,30,3.0,0.027257294980059434,0.022444619616236172,0.03305780555825104,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,pitch,50,5.0,0.1097056858329323,0.09785190779881779,0.12289680007245671,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,pitch,100,10.0,0.4567021163175297,0.3938043375422369,0.5189467165569722,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,pitch,150,15.0,0.08603562841797187,0.06388771010984198,0.11001704801994376,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,heave,10,1.0,-0.013181858703501288,-0.013725249708173886,-0.012700777209451794,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,heave,20,2.0,-0.008009848508994286,-0.00827161479605435,-0.007766282198222776,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,heave,30,3.0,-0.0034522371027771,-0.003694083858942901,-0.003198330237139627,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,heave,50,5.0,0.033096938540135956,0.029890096727917086,0.036594149314516315,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,heave,100,10.0,0.34851085750436717,0.3129434557696491,0.38405047201791004,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,heave,150,15.0,0.11323269653992792,0.09167948860688982,0.13551593511468574,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,roll_rate,10,1.0,-0.013795208036230104,-0.01429780316686371,-0.013336355115546697,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,roll_rate,20,2.0,-0.00549498696013678,-0.00580285859067492,-0.0052045781527293965,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,roll_rate,30,3.0,-1.971781054121083e-05,-0.0006098349631075583,0.0006236672873244322,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,roll_rate,50,5.0,0.004466565394860678,0.0036552760085987773,0.005378214167536603,480,1000,0.95,0
unseen_seastate,tcn,ar20,1,roll_rate,100,10.0,0.1174542394740307,0.10291551463029196,0.13347051419013561,480,1000,0.95,0
